"event_id","item_id","title","format","selector","position","rank","source"
"closet:995","films:150","8½","closet","Matthew McConaughey","1","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:28604","The Great Beauty","closet","Matthew McConaughey","2","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:28609","Tootsie","closet","Matthew McConaughey","3","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:28610","The Big Chill","closet","Matthew McConaughey","4","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:408","Slacker","closet","Matthew McConaughey","5","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:314","Dazed and Confused","closet","Matthew McConaughey","6","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:847","Two-Lane Blacktop","closet","Matthew McConaughey","7","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:29461","Matewan","closet","Matthew McConaughey","8","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:29164","Thelma & Louise","closet","Matthew McConaughey","9","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:29024","Mean Streets","closet","Matthew McConaughey","10","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:29021","Lone Star","closet","Matthew McConaughey","11","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:33321","Basquiat","closet","Matthew McConaughey","12","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:29335","Election","closet","Matthew McConaughey","13","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:995","films:30908","Amores perros","closet","Matthew McConaughey","14","","https://www.criterion.com/shop/collection/995-matthew-mcconaughey-s-closet-picks"
"closet:1002","films:34534","Eyes Wide Shut","closet","Jason Sudeikis","1","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:34866","House Party","closet","Jason Sudeikis","2","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:28703","A Face in the Crowd","closet","Jason Sudeikis","3","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:603","Charade","closet","Jason Sudeikis","4","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:30460","Double Indemnity","closet","Jason Sudeikis","5","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:31500","Love & Basketball","closet","Jason Sudeikis","6","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:29143","Bull Durham","closet","Jason Sudeikis","7","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:314","Dazed and Confused","closet","Jason Sudeikis","8","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:32250","Citizen Kane","closet","Jason Sudeikis","9","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:29632","After Hours","closet","Jason Sudeikis","10","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","boxsets:1237","The Before Trilogy","closet","Jason Sudeikis","11","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:446","Pickup on South Street","closet","Jason Sudeikis","12","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:1002","films:27914","The Devil’s Backbone","closet","Jason Sudeikis","13","","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks"
"closet:985","films:27810","Purple Noon","closet","Matt Damon","1","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:219","Knife in the Water","closet","Matt Damon","2","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:381","Traffic","closet","Matt Damon","3","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:30206","You Can Count on Me","closet","Matt Damon","4","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:34208","Drugstore Cowboy","closet","Matt Damon","5","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:31627","One False Move","closet","Matt Damon","6","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:29429","No Country for Old Men","closet","Matt Damon","7","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:30460","Double Indemnity","closet","Matt Damon","8","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:28832","sex, lies, and videotape","closet","Matt Damon","9","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:27871","12 Angry Men","closet","Matt Damon","10","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:985","films:554","Maîtresse","closet","Matt Damon","11","","https://www.criterion.com/shop/collection/985-matt-damon-s-closet-picks"
"closet:1000","films:30738","Rouge","closet","Joan Chen","1","","https://www.criterion.com/shop/collection/1000-joan-chen-s-closet-picks"
"closet:1000","films:28050","Mulholland Dr.","closet","Joan Chen","2","","https://www.criterion.com/shop/collection/1000-joan-chen-s-closet-picks"
"closet:1000","boxsets:844","Three Colors","closet","Joan Chen","3","","https://www.criterion.com/shop/collection/1000-joan-chen-s-closet-picks"
"closet:1000","films:32141","Body Heat","closet","Joan Chen","4","","https://www.criterion.com/shop/collection/1000-joan-chen-s-closet-picks"
"closet:1000","boxsets:4117","World of Wong Kar Wai","closet","Joan Chen","5","","https://www.criterion.com/shop/collection/1000-joan-chen-s-closet-picks"
"closet:1001","films:234","The 39 Steps","closet","Wes Anderson","1","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:1001","films:233","The Red Shoes","closet","Wes Anderson","2","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:1001","films:878","Heaven Can Wait","closet","Wes Anderson","3","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:1001","films:27872","Design for Living","closet","Wes Anderson","4","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:1001","films:639","The Lady Eve","closet","Wes Anderson","5","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:1001","films:980","Stagecoach","closet","Wes Anderson","6","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:1001","films:28609","Tootsie","closet","Wes Anderson","7","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:1001","films:34685","Flow","closet","Wes Anderson","8","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:1001","films:28447","Charulata","closet","Wes Anderson","9","","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks"
"closet:998","films:29634","Defending Your Life","closet","Adam Scott","1","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","films:30553","The Irishman","closet","Adam Scott","2","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","films:28832","sex, lies, and videotape","closet","Adam Scott","3","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","films:286","Do the Right Thing","closet","Adam Scott","4","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","films:28610","The Big Chill","closet","Adam Scott","5","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","films:29144","Blue Velvet","closet","Adam Scott","6","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","films:27903","His Girl Friday","closet","Adam Scott","7","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","films:28029","The War Room","closet","Adam Scott","8","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","boxsets:1237","The Before Trilogy","closet","Adam Scott","9","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","boxsets:8208","The Wes Anderson Archive: Ten Films, Twenty-Five Years","closet","Adam Scott","10","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:998","films:28720","Two Days, One Night","closet","Adam Scott","11","","https://www.criterion.com/shop/collection/998-adam-scott-s-closet-picks"
"closet:993","films:28406","Badlands","closet","Danny McBride","1","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:27529","Five Easy Pieces","closet","Danny McBride","2","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:28703","A Face in the Crowd","closet","Danny McBride","3","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:28636","Fantastic Planet","closet","Danny McBride","4","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:33466","I Am Cuba","closet","Danny McBride","5","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:691","George Washington","closet","Danny McBride","6","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:29632","After Hours","closet","Danny McBride","7","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:307","Rashomon","closet","Danny McBride","8","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:29221","Manila in the Claws of Light","closet","Danny McBride","9","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:993","films:29331","Night of the Living Dead","closet","Danny McBride","10","","https://www.criterion.com/shop/collection/993-danny-mcbride-s-closet-picks"
"closet:984","boxsets:334","The Killers","closet","Christopher Nolan","1","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","boxsets:558","John Cassavetes: Five Films","closet","Christopher Nolan","2","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:599","For All Mankind","closet","Christopher Nolan","3","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:767","The Complete Mr. Arkadin","closet","Christopher Nolan","4","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:721","The Testament of Dr. Mabuse","closet","Christopher Nolan","5","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","boxsets:1145","The Apu Trilogy","closet","Christopher Nolan","6","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:30616","Scorsese Shorts","closet","Christopher Nolan","7","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","boxsets:3506","Martin Scorsese’s World Cinema Project No. 3","closet","Christopher Nolan","8","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:33245","Malcolm X","closet","Christopher Nolan","9","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:31590","Lost Highway","closet","Christopher Nolan","10","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","boxsets:934","The Qatsi Trilogy","closet","Christopher Nolan","11","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:28835","The Player","closet","Christopher Nolan","12","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:28820","Boyhood","closet","Christopher Nolan","13","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:31627","One False Move","closet","Christopher Nolan","14","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:28685","The Black Stallion","closet","Christopher Nolan","15","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:984","films:32250","Citizen Kane","closet","Christopher Nolan","16","","https://www.criterion.com/shop/collection/984-christopher-nolan-s-closet-picks"
"closet:991","boxsets:558","John Cassavetes: Five Films","closet","Eric Andre","1","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:29771","Hollywood Shuffle","closet","Eric Andre","2","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:31917","Uncut Gems","closet","Eric Andre","3","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:34370","Sorcerer","closet","Eric Andre","4","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:28561","All That Jazz","closet","Eric Andre","5","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:30975","Jo Jo Dancer, Your Life Is Calling","closet","Eric Andre","6","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:27523","House","closet","Eric Andre","7","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:248","The Battle of Algiers","closet","Eric Andre","8","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","boxsets:1554","Police Story / Police Story 2","closet","Eric Andre","9","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","boxsets:6970","Jackie Chan: Emergence of a Superstar","closet","Eric Andre","10","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:28658","Les Blank: Always for Pleasure","closet","Eric Andre","11","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:991","films:33245","Malcolm X","closet","Eric Andre","12","","https://www.criterion.com/shop/collection/991-eric-andre-s-closet-picks"
"closet:1003","films:29460","The Last Waltz","closet","Jack Coyne","1","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","films:636","Written on the Wind","closet","Jack Coyne","2","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","boxsets:564","Eclipse Series 12: Aki Kaurismäki’s Proletariat Trilogy","closet","Jack Coyne","3","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","films:28059","The Celebration","closet","Jack Coyne","4","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","films:149","Pierrot le fou","closet","Jack Coyne","5","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","films:32533","Love Affair","closet","Jack Coyne","6","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","films:32661","The Worst Person in the World","closet","Jack Coyne","7","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","films:29026","Now, Voyager","closet","Jack Coyne","8","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","films:29025","Mildred Pierce","closet","Jack Coyne","9","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","films:29602","Leave Her to Heaven","closet","Jack Coyne","10","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:1003","boxsets:138","The BRD Trilogy","closet","Jack Coyne","11","","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks"
"closet:980","films:28547","A Hard Day’s Night","closet","Finneas","1","","https://www.criterion.com/shop/collection/980-finneas-s-closet-picks"
"closet:980","films:34534","Eyes Wide Shut","closet","Finneas","2","","https://www.criterion.com/shop/collection/980-finneas-s-closet-picks"
"closet:980","films:32169","Sound of Metal","closet","Finneas","3","","https://www.criterion.com/shop/collection/980-finneas-s-closet-picks"
"closet:980","films:33246","WALL·E","closet","Finneas","4","","https://www.criterion.com/shop/collection/980-finneas-s-closet-picks"
"closet:980","films:27916","Punch-Drunk Love","closet","Finneas","5","","https://www.criterion.com/shop/collection/980-finneas-s-closet-picks"
"closet:980","films:30124","Roma","closet","Finneas","6","","https://www.criterion.com/shop/collection/980-finneas-s-closet-picks"
"closet:986","films:906","Hoop Dreams","closet","Cooper Hoffman","1","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","films:28895","Come and See","closet","Cooper Hoffman","2","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","films:29964","Paper Moon","closet","Cooper Hoffman","3","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","films:29164","Thelma & Louise","closet","Cooper Hoffman","4","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","films:30465","Happiness","closet","Cooper Hoffman","5","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","boxsets:7581","Gregg Araki’s Teen Apocalypse Trilogy","closet","Cooper Hoffman","6","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","films:27916","Punch-Drunk Love","closet","Cooper Hoffman","7","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","films:30203","Hud","closet","Cooper Hoffman","8","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","films:29024","Mean Streets","closet","Cooper Hoffman","9","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:986","films:28032","Love Streams","closet","Cooper Hoffman","10","","https://www.criterion.com/shop/collection/986-cooper-hoffman-s-closet-picks"
"closet:990","films:27526","Modern Times","closet","Thomas Bangalter","1","","https://www.criterion.com/shop/collection/990-thomas-bangalter-s-closet-picks"
"closet:990","films:377","Sisters","closet","Thomas Bangalter","2","","https://www.criterion.com/shop/collection/990-thomas-bangalter-s-closet-picks"
"closet:990","films:28055","Being John Malkovich","closet","Thomas Bangalter","3","","https://www.criterion.com/shop/collection/990-thomas-bangalter-s-closet-picks"
"closet:990","films:835","Martha Graham: Dance on Film","closet","Thomas Bangalter","4","","https://www.criterion.com/shop/collection/990-thomas-bangalter-s-closet-picks"
"closet:990","films:29219","The Color of Pomegranates","closet","Thomas Bangalter","5","","https://www.criterion.com/shop/collection/990-thomas-bangalter-s-closet-picks"
"closet:990","boxsets:934","The Qatsi Trilogy","closet","Thomas Bangalter","6","","https://www.criterion.com/shop/collection/990-thomas-bangalter-s-closet-picks"
"closet:990","films:28058","The Game","closet","Thomas Bangalter","7","","https://www.criterion.com/shop/collection/990-thomas-bangalter-s-closet-picks"
"closet:990","films:28059","The Celebration","closet","Thomas Bangalter","8","","https://www.criterion.com/shop/collection/990-thomas-bangalter-s-closet-picks"
"closet:992","films:28849","Black Girl","closet","Colman Domingo","1","","https://www.criterion.com/shop/collection/992-colman-domingo-s-closet-picks"
"closet:992","films:364","Il posto","closet","Colman Domingo","2","","https://www.criterion.com/shop/collection/992-colman-domingo-s-closet-picks"
"closet:992","films:29599","Claudine","closet","Colman Domingo","3","","https://www.criterion.com/shop/collection/992-colman-domingo-s-closet-picks"
"closet:992","films:29024","Mean Streets","closet","Colman Domingo","4","","https://www.criterion.com/shop/collection/992-colman-domingo-s-closet-picks"
"closet:992","films:27810","Purple Noon","closet","Colman Domingo","5","","https://www.criterion.com/shop/collection/992-colman-domingo-s-closet-picks"
"closet:992","films:29154","Moonstruck","closet","Colman Domingo","6","","https://www.criterion.com/shop/collection/992-colman-domingo-s-closet-picks"
"closet:992","boxsets:4117","World of Wong Kar Wai","closet","Colman Domingo","7","","https://www.criterion.com/shop/collection/992-colman-domingo-s-closet-picks"
"closet:992","films:737","Coup de grâce","closet","Colman Domingo","8","","https://www.criterion.com/shop/collection/992-colman-domingo-s-closet-picks"
"closet:981","films:28739","The Piano Teacher","closet","John Leguizamo","1","","https://www.criterion.com/shop/collection/981-john-leguizamo-s-closet-picks"
"closet:981","films:30124","Roma","closet","John Leguizamo","2","","https://www.criterion.com/shop/collection/981-john-leguizamo-s-closet-picks"
"closet:981","films:27848","A Man Escaped","closet","John Leguizamo","3","","https://www.criterion.com/shop/collection/981-john-leguizamo-s-closet-picks"
"closet:981","films:286","Do the Right Thing","closet","John Leguizamo","4","","https://www.criterion.com/shop/collection/981-john-leguizamo-s-closet-picks"
"closet:981","films:972","El Norte","closet","John Leguizamo","5","","https://www.criterion.com/shop/collection/981-john-leguizamo-s-closet-picks"
"closet:981","films:27565","The Gold Rush","closet","John Leguizamo","6","","https://www.criterion.com/shop/collection/981-john-leguizamo-s-closet-picks"
"closet:982","films:28604","The Great Beauty","closet","Camila Mendes","1","","https://www.criterion.com/shop/collection/982-camila-mendes-s-closet-picks"
"closet:982","films:33532","Triangle of Sadness","closet","Camila Mendes","2","","https://www.criterion.com/shop/collection/982-camila-mendes-s-closet-picks"
"closet:982","films:33636","The Others","closet","Camila Mendes","3","","https://www.criterion.com/shop/collection/982-camila-mendes-s-closet-picks"
"closet:982","films:33900","Tótem","closet","Camila Mendes","4","","https://www.criterion.com/shop/collection/982-camila-mendes-s-closet-picks"
"closet:982","boxsets:1237","The Before Trilogy","closet","Camila Mendes","5","","https://www.criterion.com/shop/collection/982-camila-mendes-s-closet-picks"
"closet:989","films:29009","Being There","closet","Fred Armisen and Carrie Brownstein","1","","https://www.criterion.com/shop/collection/989-fred-armisen-and-carrie-brownstein-s-closet-picks"
"closet:989","films:906","Hoop Dreams","closet","Fred Armisen and Carrie Brownstein","2","","https://www.criterion.com/shop/collection/989-fred-armisen-and-carrie-brownstein-s-closet-picks"
"closet:989","films:535","Sid & Nancy","closet","Fred Armisen and Carrie Brownstein","3","","https://www.criterion.com/shop/collection/989-fred-armisen-and-carrie-brownstein-s-closet-picks"
"closet:989","films:29154","Moonstruck","closet","Fred Armisen and Carrie Brownstein","4","","https://www.criterion.com/shop/collection/989-fred-armisen-and-carrie-brownstein-s-closet-picks"
"closet:989","films:28704","Female Trouble","closet","Fred Armisen and Carrie Brownstein","5","","https://www.criterion.com/shop/collection/989-fred-armisen-and-carrie-brownstein-s-closet-picks"
"closet:989","films:34208","Drugstore Cowboy","closet","Fred Armisen and Carrie Brownstein","6","","https://www.criterion.com/shop/collection/989-fred-armisen-and-carrie-brownstein-s-closet-picks"
"closet:989","films:29632","After Hours","closet","Fred Armisen and Carrie Brownstein","7","","https://www.criterion.com/shop/collection/989-fred-armisen-and-carrie-brownstein-s-closet-picks"
"closet:989","boxsets:1427","Ingmar Bergman’s Cinema","closet","Fred Armisen and Carrie Brownstein","8","","https://www.criterion.com/shop/collection/989-fred-armisen-and-carrie-brownstein-s-closet-picks"
"closet:983","films:34134","Anatomy of a Fall","closet","Mindy Kaling","1","","https://www.criterion.com/shop/collection/983-mindy-kaling-s-closet-picks"
"closet:983","films:31500","Love & Basketball","closet","Mindy Kaling","2","","https://www.criterion.com/shop/collection/983-mindy-kaling-s-closet-picks"
"closet:983","films:28560","Frances Ha","closet","Mindy Kaling","3","","https://www.criterion.com/shop/collection/983-mindy-kaling-s-closet-picks"
"closet:983","films:28597","A Room with a View","closet","Mindy Kaling","4","","https://www.criterion.com/shop/collection/983-mindy-kaling-s-closet-picks"
"closet:983","films:34338","The Shape of Water","closet","Mindy Kaling","5","","https://www.criterion.com/shop/collection/983-mindy-kaling-s-closet-picks"
"closet:983","films:32237","Mississippi Masala","closet","Mindy Kaling","6","","https://www.criterion.com/shop/collection/983-mindy-kaling-s-closet-picks"
"closet:983","films:446","Pickup on South Street","closet","Mindy Kaling","7","","https://www.criterion.com/shop/collection/983-mindy-kaling-s-closet-picks"
"closet:967","films:658","Withnail and I","closet","Paul Rudd","1","","https://www.criterion.com/shop/collection/967-paul-rudd-s-closet-picks"
"closet:967","films:28820","Boyhood","closet","Paul Rudd","2","","https://www.criterion.com/shop/collection/967-paul-rudd-s-closet-picks"
"closet:967","films:29634","Defending Your Life","closet","Paul Rudd","3","","https://www.criterion.com/shop/collection/967-paul-rudd-s-closet-picks"
"closet:967","films:29202","Secrets & Lies","closet","Paul Rudd","4","","https://www.criterion.com/shop/collection/967-paul-rudd-s-closet-picks"
"closet:967","films:34102","Ryuichi Sakamoto | Opus","closet","Paul Rudd","5","","https://www.criterion.com/shop/collection/967-paul-rudd-s-closet-picks"
"closet:967","films:30464","Fast Times at Ridgemont High","closet","Paul Rudd","6","","https://www.criterion.com/shop/collection/967-paul-rudd-s-closet-picks"
"closet:979","films:232","Time Bandits","closet","David Tennant","1","","https://www.criterion.com/shop/collection/979-david-tennant-s-closet-picks"
"closet:979","films:355","The Importance of Being Earnest","closet","David Tennant","2","","https://www.criterion.com/shop/collection/979-david-tennant-s-closet-picks"
"closet:979","boxsets:861","David Lean Directs Noël Coward","closet","David Tennant","3","","https://www.criterion.com/shop/collection/979-david-tennant-s-closet-picks"
"closet:979","films:27903","His Girl Friday","closet","David Tennant","4","","https://www.criterion.com/shop/collection/979-david-tennant-s-closet-picks"
"closet:979","boxsets:577","Olivier’s Shakespeare","closet","David Tennant","5","","https://www.criterion.com/shop/collection/979-david-tennant-s-closet-picks"
"closet:979","films:27871","12 Angry Men","closet","David Tennant","6","","https://www.criterion.com/shop/collection/979-david-tennant-s-closet-picks"
"closet:978","films:727","My Life as a Dog","closet","Geena Davis","1","","https://www.criterion.com/shop/collection/978-geena-davis-s-closet-picks"
"closet:978","films:27895","Mikey and Nicky","closet","Geena Davis","2","","https://www.criterion.com/shop/collection/978-geena-davis-s-closet-picks"
"closet:978","films:27903","His Girl Friday","closet","Geena Davis","3","","https://www.criterion.com/shop/collection/978-geena-davis-s-closet-picks"
"closet:978","films:29162","Some Like It Hot","closet","Geena Davis","4","","https://www.criterion.com/shop/collection/978-geena-davis-s-closet-picks"
"closet:978","films:29164","Thelma & Louise","closet","Geena Davis","5","","https://www.criterion.com/shop/collection/978-geena-davis-s-closet-picks"
"closet:970","films:29596","All About Eve","closet","Lisa Kudrow","1","","https://www.criterion.com/shop/collection/970-lisa-kudrow-s-closet-picks"
"closet:970","films:29026","Now, Voyager","closet","Lisa Kudrow","2","","https://www.criterion.com/shop/collection/970-lisa-kudrow-s-closet-picks"
"closet:970","films:29029","The Philadelphia Story","closet","Lisa Kudrow","3","","https://www.criterion.com/shop/collection/970-lisa-kudrow-s-closet-picks"
"closet:970","films:29634","Defending Your Life","closet","Lisa Kudrow","4","","https://www.criterion.com/shop/collection/970-lisa-kudrow-s-closet-picks"
"closet:970","films:27871","12 Angry Men","closet","Lisa Kudrow","5","","https://www.criterion.com/shop/collection/970-lisa-kudrow-s-closet-picks"
"closet:972","films:664","Grey Gardens","closet","Matthew Rhys","1","","https://www.criterion.com/shop/collection/972-matthew-rhys-s-closet-picks"
"closet:972","films:658","Withnail and I","closet","Matthew Rhys","2","","https://www.criterion.com/shop/collection/972-matthew-rhys-s-closet-picks"
"closet:972","films:29368","The Princess Bride","closet","Matthew Rhys","3","","https://www.criterion.com/shop/collection/972-matthew-rhys-s-closet-picks"
"closet:972","films:286","Do the Right Thing","closet","Matthew Rhys","4","","https://www.criterion.com/shop/collection/972-matthew-rhys-s-closet-picks"
"closet:972","films:29024","Mean Streets","closet","Matthew Rhys","5","","https://www.criterion.com/shop/collection/972-matthew-rhys-s-closet-picks"
"closet:972","films:606","Monty Python’s Life of Brian","closet","Matthew Rhys","6","","https://www.criterion.com/shop/collection/972-matthew-rhys-s-closet-picks"
"closet:972","films:29149","The Great Escape","closet","Matthew Rhys","7","","https://www.criterion.com/shop/collection/972-matthew-rhys-s-closet-picks"
"closet:972","films:28578","The Graduate","closet","Matthew Rhys","8","","https://www.criterion.com/shop/collection/972-matthew-rhys-s-closet-picks"
