"title","url","criterion_list_id"
"Matt Dentler’s Top 10","https://www.criterion.com/current/top-10-lists/32-matt-dentler-s-top-10","32"
"Gary Giddins’s Top 10","https://www.criterion.com/current/top-10-lists/33-gary-giddins-s-top-10","33"
"Peter Cowie’s Top 10","https://www.criterion.com/current/top-10-lists/31-peter-cowie-s-top-10","31"
"Stuart Cooper’s Top 10","https://www.criterion.com/current/top-10-lists/30-stuart-cooper-s-top-10","30"
"Diablo Cody’s Top 10","https://www.criterion.com/current/top-10-lists/29-diablo-cody-s-top-10","29"
"Jane Campion’s Top 10","https://www.criterion.com/current/top-10-lists/28-jane-campion-s-top-10","28"
"Steve Buscemi’s Top 10","https://www.criterion.com/current/top-10-lists/27-steve-buscemi-s-top-10","27"
"Michael Barker’s Top 10","https://www.criterion.com/current/top-10-lists/26-michael-barker-s-top-10","26"
"Ramin Bahrani’s Top 10","https://www.criterion.com/current/top-10-lists/25-ramin-bahrani-s-top-10","25"
"Allan Arkush’s Top 10","https://www.criterion.com/current/top-10-lists/24-allan-arkush-s-top-10","24"
"Allison Anders’s Top 10","https://www.criterion.com/current/top-10-lists/23-allison-anders-s-top-10","23"
"Jonathan Lethem’s Top 10","https://www.criterion.com/current/top-10-lists/13-jonathan-lethem-s-top-10","13"
"Mike Allred’s Top 10","https://www.criterion.com/current/top-10-lists/2-mike-allred-s-top-10","2"
