"event_type","event_title","event_url","criterion_url","director","list_position","published_rank","title"
"written_top_ten","Marie Kreutzer’s Top 10","https://www.criterion.com/current/top-10-lists/531-marie-kreutzer-s-top-10","https://www.criterion.com/films/27605-the-great-dictator","Charles Chaplin","4","4","The Great Dictator"
"written_top_ten","Marie Kreutzer’s Top 10","https://www.criterion.com/current/top-10-lists/531-marie-kreutzer-s-top-10","https://www.criterion.com/films/268-breathless","Jean-Luc Godard","5","5","Breathless"
"written_top_ten","Marie Kreutzer’s Top 10","https://www.criterion.com/current/top-10-lists/531-marie-kreutzer-s-top-10","https://www.criterion.com/films/474-a-christmas-tale","Arnaud Desplechin","6","6","A Christmas Tale"
"written_top_ten","Marie Kreutzer’s Top 10","https://www.criterion.com/current/top-10-lists/531-marie-kreutzer-s-top-10","https://www.criterion.com/films/27520-the-darjeeling-limited","Wes Anderson","7","7","The Darjeeling Limited"
"written_top_ten","Marie Kreutzer’s Top 10","https://www.criterion.com/current/top-10-lists/531-marie-kreutzer-s-top-10","https://www.criterion.com/films/28692-before-sunrise","Richard Linklater","8","8","Before Sunrise"
"written_top_ten","Marie Kreutzer’s Top 10","https://www.criterion.com/current/top-10-lists/531-marie-kreutzer-s-top-10","https://www.criterion.com/films/29252-personal-shopper","Olivier Assayas","9","9","Personal Shopper"
"written_top_ten","Marie Kreutzer’s Top 10","https://www.criterion.com/current/top-10-lists/531-marie-kreutzer-s-top-10","https://www.criterion.com/films/28059-the-celebration","Thomas Vinterberg","10","10","The Celebration"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/28166-shanghai-express","Josef von Sternberg","1","1","Shanghai Express"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/27900-it-happened-one-night","Frank Capra","2","2","It Happened One Night"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/28822-dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb","Stanley Kubrick","3","3","Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/359-the-life-and-death-of-colonel-blimp","Michael Powell and Emeric Pressburger","4","4","The Life and Death of Colonel Blimp"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/28948-pan-s-labyrinth","Guillermo del Toro","5","5","Pan’s Labyrinth"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/27933-the-umbrellas-of-cherbourg","Jacques Demy","6","6","The Umbrellas of Cherbourg"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/358-the-lady-vanishes","Alfred Hitchcock","7","7","The Lady Vanishes"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/298-late-spring","Yasujiro Ozu","8","8","Late Spring"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/353-ikiru","Akira Kurosawa","9","9","Ikiru"
"written_top_ten","Kazuo Ishiguro’s Top 10","https://www.criterion.com/current/top-10-lists/518-kazuo-ishiguro-s-top-10","https://www.criterion.com/films/628-le-cercle-rouge","Jean-Pierre Melville","10","10","Le cercle rouge"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/234-the-39-steps","Alfred Hitchcock","1","","The 39 Steps"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/233-the-red-shoes","Michael Powell and
                Emeric Pressburger","2","","The Red Shoes"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/878-heaven-can-wait","Ernst Lubitsch","3","","Heaven Can Wait"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/27872-design-for-living","Ernst Lubitsch","4","","Design for Living"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/639-the-lady-eve","Preston Sturges","5","","The Lady Eve"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/980-stagecoach","John Ford","6","","Stagecoach"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/28609-tootsie","Sydney Pollack","7","","Tootsie"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/34685-flow","Gints Zilbalodis","8","","Flow"
"closet","Wes Anderson’s Mobile Closet Picks","https://www.criterion.com/shop/collection/1001-wes-anderson-s-mobile-closet-picks","https://www.criterion.com/films/28447-charulata","Satyajit Ray","9","","Charulata"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/34534-eyes-wide-shut","Stanley Kubrick","1","","Eyes Wide Shut"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/34866-house-party","Reginald Hudlin","2","","House Party"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/28703-a-face-in-the-crowd","Elia Kazan","3","","A Face in the Crowd"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/603-charade","Stanley Donen","4","","Charade"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/30460-double-indemnity","Billy Wilder","5","","Double Indemnity"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/31500-love-basketball","Gina Prince-Bythewood","6","","Love & Basketball"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/29143-bull-durham","Ron Shelton","7","","Bull Durham"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/314-dazed-and-confused","Richard Linklater","8","","Dazed and Confused"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/32250-citizen-kane","Orson Welles","9","","Citizen Kane"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/29632-after-hours","Martin Scorsese","10","","After Hours"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/boxsets/1237-the-before-trilogy","Collector’s Set","11","","The Before Trilogy"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/446-pickup-on-south-street","Samuel Fuller","12","","Pickup on South Street"
"closet","Jason Sudeikis’s Closet Picks","https://www.criterion.com/shop/collection/1002-jason-sudeikis-s-closet-picks","https://www.criterion.com/films/27914-the-devil-s-backbone","Guillermo del Toro","13","","The Devil’s Backbone"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/29460-the-last-waltz","Martin Scorsese","1","","The Last Waltz"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/636-written-on-the-wind","Douglas Sirk","2","","Written on the Wind"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/boxsets/564-eclipse-series-12-aki-kaurismaki-s-proletariat-trilogy","Collector’s Set","3","","Eclipse Series 12: Aki Kaurismäki’s Proletariat Trilogy"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/28059-the-celebration","Thomas Vinterberg","4","","The Celebration"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/149-pierrot-le-fou","Jean-Luc Godard","5","","Pierrot le fou"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/32533-love-affair","Leo McCarey","6","","Love Affair"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/32661-the-worst-person-in-the-world","Joachim Trier","7","","The Worst Person in the World"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/29026-now-voyager","Irving Rapper","8","","Now, Voyager"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/29025-mildred-pierce","Michael Curtiz","9","","Mildred Pierce"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/films/29602-leave-her-to-heaven","John M. Stahl","10","","Leave Her to Heaven"
"closet","Jack Coyne’s Closet Picks","https://www.criterion.com/shop/collection/1003-jack-coyne-s-closet-picks","https://www.criterion.com/boxsets/138-the-brd-trilogy","Collector’s Set","11","","The BRD Trilogy"
