"event_type","event_title","event_url","criterion_url","director","list_position","published_rank","title"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/29567-to-sleep-with-anger","Charles Burnett","1","1","To Sleep with Anger"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/34233-killer-of-sheep","Charles Burnett","2","2","Killer of Sheep"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/28712-mccabe-mrs-miller","Robert Altman","3","3","McCabe & Mrs. Miller"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/781-yi-yi","Edward Yang","4","4","Yi Yi"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/35306-marie-antoinette","Sofia Coppola","5","5","Marie Antoinette"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/28834-the-age-of-innocence","Martin Scorsese","6","6","The Age of Innocence"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/29461-matewan","John Sayles","7","7","Matewan"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/32845-fresh-kill","Shu Lea Cheang","8","8","Fresh Kill"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/30530-buck-and-the-preacher","Sidney Poitier","9","9","Buck and the Preacher"
"written_top_ten","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","https://www.criterion.com/films/28058-the-game","David Fincher","10","10","The Game"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/31319-the-damned","Luchino Visconti","1","1","The Damned"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/30460-double-indemnity","Billy Wilder","2","2","Double Indemnity"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/29024-mean-streets","Martin Scorsese","3","3","Mean Streets"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/633-i-know-where-i-m-going","Michael Powell and Emeric Pressburger","4","4","I Know Where I’m Going!"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/28635-muriel-or-the-time-of-return","Alain Resnais","5","5","Muriel, or The Time of Return"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/28549-every-man-for-himself","Jean-Luc Godard","6","6","Every Man for Himself"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/28105-the-decameron","Pier Paolo Pasolini","7","7  (tie)","The Decameron"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/28106-the-canterbury-tales","Pier Paolo Pasolini","8","","The Canterbury Tales"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/28374-arabian-nights","Pier Paolo Pasolini","9","","Arabian Nights"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/333-rushmore","Wes Anderson","10","8","Rushmore"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/27968-shoah","Claude Lanzmann","11","9","Shoah"
"written_top_ten","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","https://www.criterion.com/films/27557-limelight","Charles Chaplin","12","10","Limelight"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/543-high-and-low","Akira Kurosawa","1","1","High and Low"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/345-brief-encounter","David Lean","2","2","Brief Encounter"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/628-le-cercle-rouge","Jean-Pierre Melville","3","3","Le cercle rouge"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/446-pickup-on-south-street","Samuel Fuller","4","4","Pickup on South Street"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/27620-kiss-me-deadly","Robert Aldrich","5","5","Kiss Me Deadly"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/27901-anatomy-of-a-murder","Otto Preminger","6","6","Anatomy of a Murder"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/28427-nashville","Robert Altman","7","7","Nashville"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/209-l-avventura","Michelangelo Antonioni","8","8","L’avventura"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/29604-miller-s-crossing","Joel Coen","9","9","Miller’s Crossing"
"written_top_ten","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","https://www.criterion.com/films/291-band-of-outsiders","Jean-Luc Godard","10","10","Band of Outsiders"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/34221-birth","Jonathan Glazer","1","1","Birth"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/286-do-the-right-thing","Spike Lee","2","2","Do the Right Thing"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/27628-kuroneko","Kaneto Shindo","3","3","Kuroneko"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/29569-all-about-my-mother","Pedro Almodóvar","4","4","All About My Mother"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/28638-where-is-the-friend-s-house","Abbas Kiarostami","5","5","Where Is the Friend’s House?"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/29336-the-virgin-suicides","Sofia Coppola","6","6","The Virgin Suicides"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/651-playtime","Jacques Tati","7","7","PlayTime"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/152-ali-fear-eats-the-soul","Rainer Werner Fassbinder","8","8","Ali: Fear Eats the Soul"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/30307-pixote","Héctor Babenco","9","9","Pixote"
"written_top_ten","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","https://www.criterion.com/films/30908-amores-perros","Alejandro G. Iñárritu","10","10","Amores perros"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/227-night-on-earth","Jim Jarmusch","1","1","Night on Earth"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/30003-performance","Donald Cammell and Nicolas Roeg","2","2","Performance"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/957-opening-night","John Cassavetes","3","3","Opening Night"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/28739-the-piano-teacher","Michael Haneke","4","4","The Piano Teacher"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/34331-the-beast","Bertrand Bonello","5","5","The Beast"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/610-orpheus","Jean Cocteau","6","6","Orpheus"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/29144-blue-velvet","David Lynch","7","7","Blue Velvet"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/28660-teorema","Pier Paolo Pasolini","8","8","Teorema"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/553-solaris","Andrei Tarkovsky","9","9","Solaris"
"written_top_ten","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","https://www.criterion.com/films/651-playtime","Jacques Tati","10","10","PlayTime"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/211-brazil","Terry Gilliam","1","1","Brazil"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/677-the-vanishing","George Sluizer","2","2","The Vanishing"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/711-hearts-and-minds","Peter Davis","3","3","Hearts and Minds"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/955-secret-honor","Robert Altman","4","4","Secret Honor"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/29634-defending-your-life","Albert Brooks","5","5","Defending Your Life"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/754-ran","Akira Kurosawa","6","6","Ran"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/928-l-eclisse","Michelangelo Antonioni","7","7","L’eclisse"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/329-la-jetee","Chris Marker","8","8  (tie)","La Jetée"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/304-sans-soleil","Chris Marker","9","","Sans Soleil"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/830-ivan-s-childhood","Andrei Tarkovsky","10","9","Ivan’s Childhood"
"written_top_ten","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","https://www.criterion.com/films/526-walker","Alex Cox","11","10","Walker"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/28576-the-tree-of-life","Terrence Malick","1","1","The Tree of Life"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/230-the-royal-tenenbaums","Wes Anderson","2","2","The Royal Tenenbaums"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/28748-clouds-of-sils-maria","Olivier Assayas","3","3","Clouds of Sils Maria"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/27896-harold-and-maude","Hal Ashby","4","4","Harold and Maude"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/151-the-400-blows","François Truffaut","5","5","The 400 Blows"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/626-fanny-and-alexander-television-version","Ingmar Bergman","6","6","Fanny and Alexander: Television Version"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/28560-frances-ha","Noah Baumbach","7","7","Frances Ha"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/906-hoop-dreams","Steve James","8","8","Hoop Dreams"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/28625-jacquot-de-nantes","Agnès Varda","9","9","Jacquot de Nantes"
"written_top_ten","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","https://www.criterion.com/films/28619-la-dolce-vita","Federico Fellini","10","10","La dolce vita"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/29597-an-unmarried-woman","Paul Mazursky","1","1","An Unmarried Woman"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/333-rushmore","Wes Anderson","2","2","Rushmore"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/664-grey-gardens","David Maysles, Albert Maysles, Ellen Hovde, and Muffie Meyer","3","3","Grey Gardens"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/27783-weekend","Andrew Haigh","4","4","Weekend"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/28404-pina","Wim Wenders","5","5","Pina"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/30205-romeo-and-juliet","Franco Zeffirelli","6","6","Romeo and Juliet"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/29272-the-breakfast-club","John Hughes","7","7","The Breakfast Club"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/31084-working-girls","Lizzie Borden","8","8","Working Girls"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/28714-polyester","John Waters","9","9","Polyester"
"written_top_ten","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","https://www.criterion.com/films/29335-election","Alexander Payne","10","10","Election"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/28619-la-dolce-vita","Federico Fellini","1","1","La dolce vita"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/1502-paris-texas","Wim Wenders","2","2","Paris, Texas"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/27928-don-t-look-now","Nicolas Roeg","3","3","Don’t Look Now"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/28699-death-in-venice","Luchino Visconti","4","4","Death in Venice"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/30003-performance","Donald Cammell and Nicolas Roeg","5","5","Performance"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/528-the-silence-of-the-lambs","Jonathan Demme","6","6","The Silence of the Lambs"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/532-salo-or-the-120-days-of-sodom","Pier Paolo Pasolini","7","7","Salò, or The 120 Days of Sodom"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/633-i-know-where-i-m-going","Michael Powell and Emeric Pressburger","8","8","I Know Where I’m Going!"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/27538-victim","Basil Dearden","9","9","Victim"
"written_top_ten","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","https://www.criterion.com/films/755-the-man-who-fell-to-earth","Nicolas Roeg","10","10","The Man Who Fell to Earth"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/29008-barry-lyndon","Stanley Kubrick","1","1","Barry Lyndon"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/957-opening-night","John Cassavetes","2","2","Opening Night"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/27528-easy-rider","Dennis Hopper","3","3","Easy Rider"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/29202-secrets-lies","Mike Leigh","4","4","Secrets & Lies"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/184-le-samourai","Jean-Pierre Melville","5","5","Le samouraï"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/245-vagabond","Agnès Varda","6","6","Vagabond"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/27916-punch-drunk-love","Paul Thomas Anderson","7","7","Punch-Drunk Love"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/29221-manila-in-the-claws-of-light","Lino Brocka","8","8","Manila in the Claws of Light"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/300-andrei-rublev","Andrei Tarkovsky","9","9","Andrei Rublev"
"written_top_ten","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","https://www.criterion.com/films/85-revanche","Götz Spielmann","10","10","Revanche"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/27969-my-winnipeg","Guy Maddin","1","1","My Winnipeg"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/30223-la-piscine","Jacques Deray","2","2","La piscine"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/291-band-of-outsiders","Jean-Luc Godard","3","3","Band of Outsiders"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/650-mon-oncle","Jacques Tati","4","4","Mon oncle"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/1092-close-up","Abbas Kiarostami","5","5","Close-up"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/872-crazed-fruit","Kô Nakahira","6","6","Crazed Fruit"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/2106-the-human-condition","Masaki Kobayashi","7","7  (tie)","The Human Condition"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/582-the-honeymoon-killers","Leonard Kastle","8","","The Honeymoon Killers"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/826-woman-in-the-dunes","Hiroshi Teshigahara","9","8","Woman in the Dunes"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/252-stranger-than-paradise","Jim Jarmusch","10","9","Stranger Than Paradise"
"written_top_ten","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","https://www.criterion.com/films/243-nights-of-cabiria","Federico Fellini","11","10","Nights of Cabiria"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/29018-hedwig-and-the-angry-inch","John Cameron Mitchell","1","1","Hedwig and the Angry Inch"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/317-this-is-spinal-tap","Rob Reiner","2","2","This Is Spinal Tap"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/33670-bound","Lana Wachowski and Lilly Wachowski","3","3","Bound"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/28954-multiple-maniacs","John Waters","4","4","Multiple Maniacs"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/30469-portrait-of-a-lady-on-fire","Céline Sciamma","5","5","Portrait of a Lady on Fire"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/28561-all-that-jazz","Bob Fosse","6","6","All That Jazz"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/741-the-life-aquatic-with-steve-zissou","Wes Anderson","7","7","The Life Aquatic with Steve Zissou"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/680-rebecca","Alfred Hitchcock","8","8","Rebecca"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/27524-antichrist","Lars von Trier","9","9","Antichrist"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/33636-the-others","Alejandro Amenábar","10","10  (tie)","The Others"
"written_top_ten","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","https://www.criterion.com/films/32358-to-die-for","Gus Van Sant","11","","To Die For"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/27903-his-girl-friday","Howard Hawks","1","1","His Girl Friday"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/680-rebecca","Alfred Hitchcock","2","2","Rebecca"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/27927-rosemary-s-baby","Roman Polanski","3","3","Rosemary’s Baby"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/28427-nashville","Robert Altman","4","4","Nashville"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/28986-the-heiress","William Wyler","5","5","The Heiress"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/29596-all-about-eve","Joseph L. Mankiewicz","6","6","All About Eve"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/29026-now-voyager","Irving Rapper","7","7","Now, Voyager"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/30205-romeo-and-juliet","Franco Zeffirelli","8","8","Romeo and Juliet"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/29369-midnight-cowboy","John Schlesinger","9","9","Midnight Cowboy"
"written_top_ten","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","https://www.criterion.com/films/27549-the-times-of-harvey-milk","Robert Epstein","10","10","The Times of Harvey Milk"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/29631-streetwise","Martin Bell","1","1","Streetwise"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/29064-dead-man","Jim Jarmusch","2","2","Dead Man"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/29646-beau-travail","Claire Denis","3","3","Beau travail"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/27657-the-music-room","Satyajit Ray","4","4","The Music Room"
