"criterion_list_id","event_title","event_url","list_position","title","director","criterion_url","published_rank","criterion_namespace","criterion_id","criterion_key"
"375","The Ross Brothers’ Top 10","https://www.criterion.com/current/top-10-lists/375-the-ross-brothers-top-10","9","Scorsese Shorts","Martin Scorsese","https://www.criterion.com/films/30616-scorsese-shorts","","films","30616","films:30616"
"375","The Ross Brothers’ Top 10","https://www.criterion.com/current/top-10-lists/375-the-ross-brothers-top-10","10","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","9","films","208","films:208"
"375","The Ross Brothers’ Top 10","https://www.criterion.com/current/top-10-lists/375-the-ross-brothers-top-10","11","Paris, Texas","Wim Wenders","https://www.criterion.com/films/1502-paris-texas","10  (tie)","films","1502","films:1502"
"375","The Ross Brothers’ Top 10","https://www.criterion.com/current/top-10-lists/375-the-ross-brothers-top-10","12","My Own Private Idaho","Gus Van Sant","https://www.criterion.com/films/249-my-own-private-idaho","","films","249","films:249"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","1","Persona","Ingmar Bergman","https://www.criterion.com/films/28491-persona","1","films","28491","films:28491"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","2","Band of Outsiders","Jean-Luc Godard","https://www.criterion.com/films/291-band-of-outsiders","2  (tie)","films","291","films:291"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","3","Breaking the Waves","Lars von Trier","https://www.criterion.com/films/28350-breaking-the-waves","","films","28350","films:28350"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","4","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","3","films","28055","films:28055"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","5","Je tu il elle","Chantal Akerman","https://www.criterion.com/films/20962-je-tu-il-elle","4  (tie)","films","20962","films:20962"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","6","Portrait of a Lady on Fire","Céline Sciamma","https://www.criterion.com/films/30469-portrait-of-a-lady-on-fire","","films","30469","films:30469"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","7","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","5","films","27896","films:27896"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","8","La promesse","Luc Dardenne and Jean-Pierre Dardenne","https://www.criterion.com/films/28073-la-promesse","6","films","28073","films:28073"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","9","Me and You and Everyone We Know","Miranda July","https://www.criterion.com/films/29112-me-and-you-and-everyone-we-know","7  (tie)","films","29112","films:29112"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","10","Fish Tank","Andrea Arnold","https://www.criterion.com/films/27541-fish-tank","","films","27541","films:27541"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","11","Pan’s Labyrinth","Guillermo del Toro","https://www.criterion.com/films/28948-pan-s-labyrinth","8","films","28948","films:28948"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","12","Blue Velvet","David Lynch","https://www.criterion.com/films/29144-blue-velvet","9  (tie)","films","29144","films:29144"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","13","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","","films","239","films:239"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","14","The Last Temptation of Christ","Martin Scorsese","https://www.criterion.com/films/612-the-last-temptation-of-christ","10  (tie)","films","612","films:612"
"374","Josephine Decker’s Top 10","https://www.criterion.com/current/top-10-lists/374-josephine-decker-s-top-10","15","Jules and Jim","François Truffaut","https://www.criterion.com/films/218-jules-and-jim","","films","218","films:218"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","1","Stromboli","Roberto Rossellini","https://www.criterion.com/films/28082-stromboli","1","films","28082","films:28082"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","2","Early Summer","Yasujiro Ozu","https://www.criterion.com/films/875-early-summer","2","films","875","films:875"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","3","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","3","films","957","films:957"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","4","Touki bouki","Djibril Diop Mambéty","https://www.criterion.com/films/28412-touki-bouki","4","films","28412","films:28412"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","5","Certified Copy","Abbas Kiarostami","https://www.criterion.com/films/28353-certified-copy","5","films","28353","films:28353"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","6","Le bonheur","Agnès Varda","https://www.criterion.com/films/525-le-bonheur","6","films","525","films:525"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","7","Pierrot le fou","Jean-Luc Godard","https://www.criterion.com/films/149-pierrot-le-fou","7","films","149","films:149"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","8","Sans Soleil","Chris Marker","https://www.criterion.com/films/304-sans-soleil","8","films","304","films:304"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","9","Les rendez-vous d’Anna","Chantal Akerman","https://www.criterion.com/films/20204-les-rendez-vous-d-anna","9","films","20204","films:20204"
"373","Sofia Bohdanowicz and Deragh Campbell’s Top 10","https://www.criterion.com/current/top-10-lists/373-sofia-bohdanowicz-and-deragh-campbell-s-top-10","10","La collectionneuse","Eric Rohmer","https://www.criterion.com/films/792-la-collectionneuse","10","films","792","films:792"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","1","Bigger Than Life","Nicholas Ray","https://www.criterion.com/films/1929-bigger-than-life","1","films","1929","films:1929"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","2","La Ciénaga","Lucrecia Martel","https://www.criterion.com/films/28113-la-cienaga","2","films","28113","films:28113"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","3","Heaven’s Gate","Michael Cimino","https://www.criterion.com/films/28036-heaven-s-gate","3","films","28036","films:28036"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","4","One-Eyed Jacks","Marlon Brando","https://www.criterion.com/films/28979-one-eyed-jacks","4","films","28979","films:28979"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","5","Hard Boiled","John Woo","https://www.criterion.com/films/523-hard-boiled","5","films","523","films:523"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","6","Marketa Lazarová","František Vláčil","https://www.criterion.com/films/27876-marketa-lazarova","6","films","27876","films:27876"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","7","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","7","films","847","films:847"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","8","Punch-Drunk Love","Paul Thomas Anderson","https://www.criterion.com/films/27916-punch-drunk-love","8","films","27916","films:27916"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","9","Secret Sunshine","Lee Chang-dong","https://www.criterion.com/films/27750-secret-sunshine","9","films","27750","films:27750"
"372","Kleber Mendonça Filho’s Top 10","https://www.criterion.com/current/top-10-lists/372-kleber-mendonca-filho-s-top-10","10","Limite","Mário Peixoto","https://www.criterion.com/films/28407-limite","10","films","28407","films:28407"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","1","The Red Balloon","Albert Lamorisse","https://www.criterion.com/films/886-the-red-balloon","1","films","886","films:886"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","2","Do the Right Thing","Spike Lee","https://www.criterion.com/films/286-do-the-right-thing","2","films","286","films:286"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","3","The Battle of Algiers","Gillo Pontecorvo","https://www.criterion.com/films/248-the-battle-of-algiers","3","films","248","films:248"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","4","Black Orpheus","Marcel Camus","https://www.criterion.com/films/344-black-orpheus","4","films","344","films:344"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","5","Pather Panchali","Satyajit Ray","https://www.criterion.com/films/28021-pather-panchali","5","films","28021","films:28021"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","6","Tokyo Story","Yasujiro Ozu","https://www.criterion.com/films/284-tokyo-story","6","films","284","films:284"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","7","Seven Samurai","Akira Kurosawa","https://www.criterion.com/films/165-seven-samurai","7","films","165","films:165"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","8","Midnight Cowboy","John Schlesinger","https://www.criterion.com/films/29369-midnight-cowboy","8","films","29369","films:29369"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","9","A Man Escaped","Robert Bresson","https://www.criterion.com/films/27848-a-man-escaped","9","films","27848","films:27848"
"371","Rashaad Ernesto Green’s Top 10","https://www.criterion.com/current/top-10-lists/371-rashaad-ernesto-green-s-top-10","10","Fish Tank","Andrea Arnold","https://www.criterion.com/films/27541-fish-tank","10","films","27541","films:27541"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","1","Black Girl","Ousmane Sembène","https://www.criterion.com/films/28849-black-girl","1","films","28849","films:28849"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","2","Mouchette","Robert Bresson","https://www.criterion.com/films/456-mouchette","2","films","456","films:456"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","3","Pather Panchali","Satyajit Ray","https://www.criterion.com/films/28021-pather-panchali","3","films","28021","films:28021"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","4","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","4","films","651","films:651"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","5","A Poem Is a Naked Person","Les Blank","https://www.criterion.com/films/28755-a-poem-is-a-naked-person","5","films","28755","films:28755"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","6","Safe","Todd Haynes","https://www.criterion.com/films/28548-safe","6","films","28548","films:28548"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","7","A Taste of Honey","Tony Richardson","https://www.criterion.com/films/28734-a-taste-of-honey","7","films","28734","films:28734"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","8","Ugetsu","Kenji Mizoguchi","https://www.criterion.com/films/369-ugetsu","8","films","369","films:369"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","9","Walkabout","Nicolas Roeg","https://www.criterion.com/films/522-walkabout","9","films","522","films:522"
"370","Kelly Reichardt’s Top 10","https://www.criterion.com/current/top-10-lists/370-kelly-reichardt-s-top-10","10","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","10","films","29450","films:29450"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","1","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","1","films","29450","films:29450"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","2","News from Home","Chantal Akerman","https://www.criterion.com/films/20978-news-from-home","2  (tie)","films","20978","films:20978"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","3","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","","films","510","films:510"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","4","The Piano Teacher","Michael Haneke","https://www.criterion.com/films/28739-the-piano-teacher","3","films","28739","films:28739"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","5","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","4","films","152","films:152"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","6","Written on the Wind","Douglas Sirk","https://www.criterion.com/films/636-written-on-the-wind","5  (tie)","films","636","films:636"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","7","All That Heaven Allows","Douglas Sirk","https://www.criterion.com/films/635-all-that-heaven-allows","","films","635","films:635"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","8","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","6","films","300","films:300"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","9","The Battle of Algiers","Gillo Pontecorvo","https://www.criterion.com/films/248-the-battle-of-algiers","7","films","248","films:248"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","10","Badlands","Terrence Malick","https://www.criterion.com/films/28406-badlands","8","films","28406","films:28406"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","11","Beyond the Valley of the Dolls","Russ Meyer","https://www.criterion.com/films/28120-beyond-the-valley-of-the-dolls","9","films","28120","films:28120"
"368","Karim Aïnouz’s Top 10","https://www.criterion.com/current/top-10-lists/368-karim-ainouz-s-top-10","12","Arabian Nights","Pier Paolo Pasolini","https://www.criterion.com/films/28374-arabian-nights","10","films","28374","films:28374"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","1","All About Eve","Joseph L. Mankiewicz","https://www.criterion.com/films/29596-all-about-eve","1","films","29596","films:29596"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","2","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","2","films","28561","films:28561"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","3","Black Orpheus","Marcel Camus","https://www.criterion.com/films/344-black-orpheus","3","films","344","films:344"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","4","Don’t Look Now","Nicolas Roeg","https://www.criterion.com/films/27928-don-t-look-now","4","films","27928","films:27928"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","5","Do the Right Thing","Spike Lee","https://www.criterion.com/films/286-do-the-right-thing","5","films","286","films:286"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","6","Fish Tank","Andrea Arnold","https://www.criterion.com/films/27541-fish-tank","6","films","27541","films:27541"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","7","The Graduate","Mike Nichols","https://www.criterion.com/films/28578-the-graduate","7","films","28578","films:28578"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","8","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","8","films","27896","films:27896"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","9","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemary-s-baby","9","films","27927","films:27927"
"367","Kasi Lemmons’s Top 10","https://www.criterion.com/current/top-10-lists/367-kasi-lemmons-s-top-10","10","Z","Costa-Gavras","https://www.criterion.com/films/1400-z","10","films","1400","films:1400"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","1","Ugetsu","Kenji Mizoguchi","https://www.criterion.com/films/369-ugetsu","1","films","369","films:369"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","2","Kwaidan","Masaki Kobayashi","https://www.criterion.com/films/629-kwaidan","2","films","629","films:629"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","3","Empire of Passion","Nagisa Oshima","https://www.criterion.com/films/1288-empire-of-passion","3","films","1288","films:1288"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","4","Peeping Tom","Michael Powell","https://www.criterion.com/films/235-peeping-tom","4","films","235","films:235"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","5","Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb","Stanley Kubrick","https://www.criterion.com/films/28822-dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb","5","films","28822","films:28822"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","6","Cul-de-sac","Roman Polanski","https://www.criterion.com/films/27658-cul-de-sac","6","films","27658","films:27658"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","7","Hour of the Wolf","Ingmar Bergman","https://www.criterion.com/films/28876-hour-of-the-wolf","7","films","28876","films:28876"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","8","Women in Love","Ken Russell","https://www.criterion.com/films/28688-women-in-love","8","films","28688","films:28688"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","9","Stalker","Andrei Tarkovsky","https://www.criterion.com/films/28150-stalker","9","films","28150","films:28150"
"365","Jack Reynor’s Top 10","https://www.criterion.com/current/top-10-lists/365-jack-reynor-s-top-10","10","The Vanishing","George Sluizer","https://www.criterion.com/films/677-the-vanishing","10","films","677","films:677"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","1","RoboCop","Paul Verhoeven","https://www.criterion.com/films/542-robocop","1","films","542","films:542"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","2","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","2","films","310","films:310"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","3","Mon oncle","Jacques Tati","https://www.criterion.com/films/650-mon-oncle","3","films","650","films:650"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","4","Gertrud","Carl Th. Dreyer","https://www.criterion.com/films/443-gertrud","4","films","443","films:443"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","5","À nos amours","Maurice Pialat","https://www.criterion.com/films/779-a-nos-amours","5","films","779","films:779"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","6","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","6  (tie)","films","153","films:153"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","7","Le silence de la mer","Jean-Pierre Melville","https://www.criterion.com/films/27979-le-silence-de-la-mer","","films","27979","films:27979"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","8","The Fire Within","Louis Malle","https://www.criterion.com/films/540-the-fire-within","7","films","540","films:540"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","9","Five Easy Pieces","Bob Rafelson","https://www.criterion.com/films/27529-five-easy-pieces","8","films","27529","films:27529"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","10","Blow Out","Brian De Palma","https://www.criterion.com/films/27561-blow-out","9","films","27561","films:27561"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","11","La vie de Jésus","Bruno Dumont","https://www.criterion.com/films/28075-la-vie-de-jesus","10  (tie)","films","28075","films:28075"
"364","Carlos Reygadas’s Top 10","https://www.criterion.com/current/top-10-lists/364-carlos-reygadas-s-top-10","12","L’humanité","Bruno Dumont","https://www.criterion.com/films/28074-l-humanite","","films","28074","films:28074"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","1","Chronicle of a Summer","Jean Rouch and Edgar Morin","https://www.criterion.com/films/28394-chronicle-of-a-summer","1  (tie)","films","28394","films:28394"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","2","Close-up","Abbas Kiarostami","https://www.criterion.com/films/1092-close-up","","films","1092","films:1092"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","3","Love Streams","John Cassavetes","https://www.criterion.com/films/28032-love-streams","2  (tie)","films","28032","films:28032"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","4","Punch-Drunk Love","Paul Thomas Anderson","https://www.criterion.com/films/27916-punch-drunk-love","","films","27916","films:27916"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","5","A Hollis Frampton Odyssey","Hollis Frampton","https://www.criterion.com/films/27945-a-hollis-frampton-odyssey","3  (tie)","films","27945","films:27945"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","6","News from Home","Chantal Akerman","https://www.criterion.com/films/20978-news-from-home","","films","20978","films:20978"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","7","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","4  (tie)","films","1076","films:1076"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","8","La Ciénaga","Lucrecia Martel","https://www.criterion.com/films/28113-la-cienaga","","films","28113","films:28113"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","9","Death by Hanging","Nagisa Oshima","https://www.criterion.com/films/28360-death-by-hanging","5  (tie)","films","28360","films:28360"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","10","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","","films","152","films:152"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","11","Late Spring","Yasujiro Ozu","https://www.criterion.com/films/298-late-spring","6  (tie)","films","298","films:298"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","12","Colossal Youth","Pedro Costa","https://www.criterion.com/films/439-colossal-youth","","films","439","films:439"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","13","Bigger Than Life","Nicholas Ray","https://www.criterion.com/films/1929-bigger-than-life","7  (tie)","films","1929","films:1929"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","14","Blue Velvet","David Lynch","https://www.criterion.com/films/29144-blue-velvet","","films","29144","films:29144"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","15","Red Desert","Michelangelo Antonioni","https://www.criterion.com/films/1454-red-desert","8  (tie)","films","1454","films:1454"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","16","Safe","Todd Haynes","https://www.criterion.com/films/28548-safe","","films","28548","films:28548"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","17","Symbiopsychotaxiplasm: Two Takes by William Greaves","William Greaves","https://www.criterion.com/films/751-symbiopsychotaxiplasm-two-takes-by-william-greaves","9  (tie)","films","751","films:751"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","18","Schizopolis","Steven Soderbergh","https://www.criterion.com/films/740-schizopolis","","films","740","films:740"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","19","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","10  (tie)","films","29450","films:29450"
"363","Dennis Lim’s Top 10","https://www.criterion.com/current/top-10-lists/363-dennis-lim-s-top-10","20","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","","films","245","films:245"
"361","Jeremy Workman’s Top 10","https://www.criterion.com/current/top-10-lists/361-jeremy-workman-s-top-10","1","Letter Never Sent","Mikhail Kalatozov","https://www.criterion.com/films/27673-letter-never-sent","1","films","27673","films:27673"
