"criterion_list_id","event_title","event_url","list_position","title","director","criterion_url","published_rank","criterion_namespace","criterion_id","criterion_key"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","1","To Sleep with Anger","Charles Burnett","https://www.criterion.com/films/29567-to-sleep-with-anger","1","films","29567","films:29567"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","2","Killer of Sheep","Charles Burnett","https://www.criterion.com/films/34233-killer-of-sheep","2","films","34233","films:34233"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","3","McCabe & Mrs. Miller","Robert Altman","https://www.criterion.com/films/28712-mccabe-mrs-miller","3","films","28712","films:28712"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","4","Yi Yi","Edward Yang","https://www.criterion.com/films/781-yi-yi","4","films","781","films:781"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","5","Marie Antoinette","Sofia Coppola","https://www.criterion.com/films/35306-marie-antoinette","5","films","35306","films:35306"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","6","The Age of Innocence","Martin Scorsese","https://www.criterion.com/films/28834-the-age-of-innocence","6","films","28834","films:28834"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","7","Matewan","John Sayles","https://www.criterion.com/films/29461-matewan","7","films","29461","films:29461"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","8","Fresh Kill","Shu Lea Cheang","https://www.criterion.com/films/32845-fresh-kill","8","films","32845","films:32845"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","9","Buck and the Preacher","Sidney Poitier","https://www.criterion.com/films/30530-buck-and-the-preacher","9","films","30530","films:30530"
"999","Shatara Michelle Ford’s Top 10","https://www.criterion.com/current/top-10-lists/999-shatara-michelle-ford-s-top-10","10","The Game","David Fincher","https://www.criterion.com/films/28058-the-game","10","films","28058","films:28058"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","1","The Damned","Luchino Visconti","https://www.criterion.com/films/31319-the-damned","1","films","31319","films:31319"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","2","Double Indemnity","Billy Wilder","https://www.criterion.com/films/30460-double-indemnity","2","films","30460","films:30460"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","3","Mean Streets","Martin Scorsese","https://www.criterion.com/films/29024-mean-streets","3","films","29024","films:29024"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","4","I Know Where I’m Going!","Michael Powell and Emeric Pressburger","https://www.criterion.com/films/633-i-know-where-i-m-going","4","films","633","films:633"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","5","Muriel, or The Time of Return","Alain Resnais","https://www.criterion.com/films/28635-muriel-or-the-time-of-return","5","films","28635","films:28635"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","6","Every Man for Himself","Jean-Luc Godard","https://www.criterion.com/films/28549-every-man-for-himself","6","films","28549","films:28549"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","7","The Decameron","Pier Paolo Pasolini","https://www.criterion.com/films/28105-the-decameron","7  (tie)","films","28105","films:28105"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","8","The Canterbury Tales","Pier Paolo Pasolini","https://www.criterion.com/films/28106-the-canterbury-tales","","films","28106","films:28106"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","9","Arabian Nights","Pier Paolo Pasolini","https://www.criterion.com/films/28374-arabian-nights","","films","28374","films:28374"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","10","Rushmore","Wes Anderson","https://www.criterion.com/films/333-rushmore","8","films","333","films:333"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","11","Shoah","Claude Lanzmann","https://www.criterion.com/films/27968-shoah","9","films","27968","films:27968"
"994","Kent Jones’s Top 10","https://www.criterion.com/current/top-10-lists/994-kent-jones-s-top-10","12","Limelight","Charles Chaplin","https://www.criterion.com/films/27557-limelight","10","films","27557","films:27557"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","1","High and Low","Akira Kurosawa","https://www.criterion.com/films/543-high-and-low","1","films","543","films:543"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","2","Brief Encounter","David Lean","https://www.criterion.com/films/345-brief-encounter","2","films","345","films:345"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","3","Le cercle rouge","Jean-Pierre Melville","https://www.criterion.com/films/628-le-cercle-rouge","3","films","628","films:628"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","4","Pickup on South Street","Samuel Fuller","https://www.criterion.com/films/446-pickup-on-south-street","4","films","446","films:446"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","5","Kiss Me Deadly","Robert Aldrich","https://www.criterion.com/films/27620-kiss-me-deadly","5","films","27620","films:27620"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","6","Anatomy of a Murder","Otto Preminger","https://www.criterion.com/films/27901-anatomy-of-a-murder","6","films","27901","films:27901"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","7","Nashville","Robert Altman","https://www.criterion.com/films/28427-nashville","7","films","28427","films:28427"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","8","L’avventura","Michelangelo Antonioni","https://www.criterion.com/films/209-l-avventura","8","films","209","films:209"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","9","Miller’s Crossing","Joel Coen","https://www.criterion.com/films/29604-miller-s-crossing","9","films","29604","films:29604"
"988","James Ellroy’s Top 10","https://www.criterion.com/current/top-10-lists/988-james-ellroy-s-top-10","10","Band of Outsiders","Jean-Luc Godard","https://www.criterion.com/films/291-band-of-outsiders","10","films","291","films:291"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","1","Birth","Jonathan Glazer","https://www.criterion.com/films/34221-birth","1","films","34221","films:34221"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","2","Do the Right Thing","Spike Lee","https://www.criterion.com/films/286-do-the-right-thing","2","films","286","films:286"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","3","Kuroneko","Kaneto Shindo","https://www.criterion.com/films/27628-kuroneko","3","films","27628","films:27628"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","4","All About My Mother","Pedro Almodóvar","https://www.criterion.com/films/29569-all-about-my-mother","4","films","29569","films:29569"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","5","Where Is the Friend’s House?","Abbas Kiarostami","https://www.criterion.com/films/28638-where-is-the-friend-s-house","5","films","28638","films:28638"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","6","The Virgin Suicides","Sofia Coppola","https://www.criterion.com/films/29336-the-virgin-suicides","6","films","29336","films:29336"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","7","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","7","films","651","films:651"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","8","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","8","films","152","films:152"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","9","Pixote","Héctor Babenco","https://www.criterion.com/films/30307-pixote","9","films","30307","films:30307"
"954","Julio Torres’s Top 10","https://www.criterion.com/current/top-10-lists/954-julio-torres-s-top-10","10","Amores perros","Alejandro G. Iñárritu","https://www.criterion.com/films/30908-amores-perros","10","films","30908","films:30908"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","1","Night on Earth","Jim Jarmusch","https://www.criterion.com/films/227-night-on-earth","1","films","227","films:227"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","2","Performance","Donald Cammell and Nicolas Roeg","https://www.criterion.com/films/30003-performance","2","films","30003","films:30003"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","3","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","3","films","957","films:957"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","4","The Piano Teacher","Michael Haneke","https://www.criterion.com/films/28739-the-piano-teacher","4","films","28739","films:28739"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","5","The Beast","Bertrand Bonello","https://www.criterion.com/films/34331-the-beast","5","films","34331","films:34331"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","6","Orpheus","Jean Cocteau","https://www.criterion.com/films/610-orpheus","6","films","610","films:610"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","7","Blue Velvet","David Lynch","https://www.criterion.com/films/29144-blue-velvet","7","films","29144","films:29144"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","8","Teorema","Pier Paolo Pasolini","https://www.criterion.com/films/28660-teorema","8","films","28660","films:28660"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","9","Solaris","Andrei Tarkovsky","https://www.criterion.com/films/553-solaris","9","films","553","films:553"
"940","Lucrecia Dalt’s Top 10","https://www.criterion.com/current/top-10-lists/940-lucrecia-dalt-s-top-10","10","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","10","films","651","films:651"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","1","Brazil","Terry Gilliam","https://www.criterion.com/films/211-brazil","1","films","211","films:211"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","2","The Vanishing","George Sluizer","https://www.criterion.com/films/677-the-vanishing","2","films","677","films:677"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","3","Hearts and Minds","Peter Davis","https://www.criterion.com/films/711-hearts-and-minds","3","films","711","films:711"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","4","Secret Honor","Robert Altman","https://www.criterion.com/films/955-secret-honor","4","films","955","films:955"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","5","Defending Your Life","Albert Brooks","https://www.criterion.com/films/29634-defending-your-life","5","films","29634","films:29634"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","6","Ran","Akira Kurosawa","https://www.criterion.com/films/754-ran","6","films","754","films:754"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","7","L’eclisse","Michelangelo Antonioni","https://www.criterion.com/films/928-l-eclisse","7","films","928","films:928"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","8","La Jetée","Chris Marker","https://www.criterion.com/films/329-la-jetee","8  (tie)","films","329","films:329"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","9","Sans Soleil","Chris Marker","https://www.criterion.com/films/304-sans-soleil","","films","304","films:304"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","10","Ivan’s Childhood","Andrei Tarkovsky","https://www.criterion.com/films/830-ivan-s-childhood","9","films","830","films:830"
"935","William Tyler’s Top 10","https://www.criterion.com/current/top-10-lists/935-william-tyler-s-top-10","11","Walker","Alex Cox","https://www.criterion.com/films/526-walker","10","films","526","films:526"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","1","The Tree of Life","Terrence Malick","https://www.criterion.com/films/28576-the-tree-of-life","1","films","28576","films:28576"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","2","The Royal Tenenbaums","Wes Anderson","https://www.criterion.com/films/230-the-royal-tenenbaums","2","films","230","films:230"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","3","Clouds of Sils Maria","Olivier Assayas","https://www.criterion.com/films/28748-clouds-of-sils-maria","3","films","28748","films:28748"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","4","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","4","films","27896","films:27896"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","5","The 400 Blows","François Truffaut","https://www.criterion.com/films/151-the-400-blows","5","films","151","films:151"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","6","Fanny and Alexander: Television Version","Ingmar Bergman","https://www.criterion.com/films/626-fanny-and-alexander-television-version","6","films","626","films:626"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","7","Frances Ha","Noah Baumbach","https://www.criterion.com/films/28560-frances-ha","7","films","28560","films:28560"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","8","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","8","films","906","films:906"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","9","Jacquot de Nantes","Agnès Varda","https://www.criterion.com/films/28625-jacquot-de-nantes","9","films","28625","films:28625"
"922","Max Richter’s Top 10","https://www.criterion.com/current/top-10-lists/922-max-richter-s-top-10","10","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","10","films","28619","films:28619"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","1","An Unmarried Woman","Paul Mazursky","https://www.criterion.com/films/29597-an-unmarried-woman","1","films","29597","films:29597"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","2","Rushmore","Wes Anderson","https://www.criterion.com/films/333-rushmore","2","films","333","films:333"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","3","Grey Gardens","David Maysles, Albert Maysles, Ellen Hovde, and Muffie Meyer","https://www.criterion.com/films/664-grey-gardens","3","films","664","films:664"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","4","Weekend","Andrew Haigh","https://www.criterion.com/films/27783-weekend","4","films","27783","films:27783"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","5","Pina","Wim Wenders","https://www.criterion.com/films/28404-pina","5","films","28404","films:28404"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","6","Romeo and Juliet","Franco Zeffirelli","https://www.criterion.com/films/30205-romeo-and-juliet","6","films","30205","films:30205"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","7","The Breakfast Club","John Hughes","https://www.criterion.com/films/29272-the-breakfast-club","7","films","29272","films:29272"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","8","Working Girls","Lizzie Borden","https://www.criterion.com/films/31084-working-girls","8","films","31084","films:31084"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","9","Polyester","John Waters","https://www.criterion.com/films/28714-polyester","9","films","28714","films:28714"
"907","Tommy Dorfman’s Top 10","https://www.criterion.com/current/top-10-lists/907-tommy-dorfman-s-top-10","10","Election","Alexander Payne","https://www.criterion.com/films/29335-election","10","films","29335","films:29335"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","1","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","1","films","28619","films:28619"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","2","Paris, Texas","Wim Wenders","https://www.criterion.com/films/1502-paris-texas","2","films","1502","films:1502"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","3","Don’t Look Now","Nicolas Roeg","https://www.criterion.com/films/27928-don-t-look-now","3","films","27928","films:27928"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","4","Death in Venice","Luchino Visconti","https://www.criterion.com/films/28699-death-in-venice","4","films","28699","films:28699"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","5","Performance","Donald Cammell and Nicolas Roeg","https://www.criterion.com/films/30003-performance","5","films","30003","films:30003"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","6","The Silence of the Lambs","Jonathan Demme","https://www.criterion.com/films/528-the-silence-of-the-lambs","6","films","528","films:528"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","7","Salò, or The 120 Days of Sodom","Pier Paolo Pasolini","https://www.criterion.com/films/532-salo-or-the-120-days-of-sodom","7","films","532","films:532"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","8","I Know Where I’m Going!","Michael Powell and Emeric Pressburger","https://www.criterion.com/films/633-i-know-where-i-m-going","8","films","633","films:633"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","9","Victim","Basil Dearden","https://www.criterion.com/films/27538-victim","9","films","27538","films:27538"
"889","Olivia Laing’s Top 10","https://www.criterion.com/current/top-10-lists/889-olivia-laing-s-top-10","10","The Man Who Fell to Earth","Nicolas Roeg","https://www.criterion.com/films/755-the-man-who-fell-to-earth","10","films","755","films:755"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","1","Barry Lyndon","Stanley Kubrick","https://www.criterion.com/films/29008-barry-lyndon","1","films","29008","films:29008"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","2","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","2","films","957","films:957"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","3","Easy Rider","Dennis Hopper","https://www.criterion.com/films/27528-easy-rider","3","films","27528","films:27528"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","4","Secrets & Lies","Mike Leigh","https://www.criterion.com/films/29202-secrets-lies","4","films","29202","films:29202"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","5","Le samouraï","Jean-Pierre Melville","https://www.criterion.com/films/184-le-samourai","5","films","184","films:184"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","6","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","6","films","245","films:245"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","7","Punch-Drunk Love","Paul Thomas Anderson","https://www.criterion.com/films/27916-punch-drunk-love","7","films","27916","films:27916"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","8","Manila in the Claws of Light","Lino Brocka","https://www.criterion.com/films/29221-manila-in-the-claws-of-light","8","films","29221","films:29221"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","9","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","9","films","300","films:300"
"883","Harris Dickinson’s Top 10","https://www.criterion.com/current/top-10-lists/883-harris-dickinson-s-top-10","10","Revanche","Götz Spielmann","https://www.criterion.com/films/85-revanche","10","films","85","films:85"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","1","My Winnipeg","Guy Maddin","https://www.criterion.com/films/27969-my-winnipeg","1","films","27969","films:27969"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","2","La piscine","Jacques Deray","https://www.criterion.com/films/30223-la-piscine","2","films","30223","films:30223"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","3","Band of Outsiders","Jean-Luc Godard","https://www.criterion.com/films/291-band-of-outsiders","3","films","291","films:291"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","4","Mon oncle","Jacques Tati","https://www.criterion.com/films/650-mon-oncle","4","films","650","films:650"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","5","Close-up","Abbas Kiarostami","https://www.criterion.com/films/1092-close-up","5","films","1092","films:1092"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","6","Crazed Fruit","Kô Nakahira","https://www.criterion.com/films/872-crazed-fruit","6","films","872","films:872"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","7","The Human Condition","Masaki Kobayashi","https://www.criterion.com/films/2106-the-human-condition","7  (tie)","films","2106","films:2106"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","8","The Honeymoon Killers","Leonard Kastle","https://www.criterion.com/films/582-the-honeymoon-killers","","films","582","films:582"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","9","Woman in the Dunes","Hiroshi Teshigahara","https://www.criterion.com/films/826-woman-in-the-dunes","8","films","826","films:826"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","10","Stranger Than Paradise","Jim Jarmusch","https://www.criterion.com/films/252-stranger-than-paradise","9","films","252","films:252"
"876","Sparks’ Top 10","https://www.criterion.com/current/top-10-lists/876-sparks-top-10","11","Nights of Cabiria","Federico Fellini","https://www.criterion.com/films/243-nights-of-cabiria","10","films","243","films:243"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","1","Hedwig and the Angry Inch","John Cameron Mitchell","https://www.criterion.com/films/29018-hedwig-and-the-angry-inch","1","films","29018","films:29018"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","2","This Is Spinal Tap","Rob Reiner","https://www.criterion.com/films/317-this-is-spinal-tap","2","films","317","films:317"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","3","Bound","Lana Wachowski and Lilly Wachowski","https://www.criterion.com/films/33670-bound","3","films","33670","films:33670"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","4","Multiple Maniacs","John Waters","https://www.criterion.com/films/28954-multiple-maniacs","4","films","28954","films:28954"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","5","Portrait of a Lady on Fire","Céline Sciamma","https://www.criterion.com/films/30469-portrait-of-a-lady-on-fire","5","films","30469","films:30469"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","6","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","6","films","28561","films:28561"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","7","The Life Aquatic with Steve Zissou","Wes Anderson","https://www.criterion.com/films/741-the-life-aquatic-with-steve-zissou","7","films","741","films:741"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","8","Rebecca","Alfred Hitchcock","https://www.criterion.com/films/680-rebecca","8","films","680","films:680"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","9","Antichrist","Lars von Trier","https://www.criterion.com/films/27524-antichrist","9","films","27524","films:27524"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","10","The Others","Alejandro Amenábar","https://www.criterion.com/films/33636-the-others","10  (tie)","films","33636","films:33636"
"867","King Princess’s Top 10","https://www.criterion.com/current/top-10-lists/867-king-princess-s-top-10","11","To Die For","Gus Van Sant","https://www.criterion.com/films/32358-to-die-for","","films","32358","films:32358"
"861","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","1","His Girl Friday","Howard Hawks","https://www.criterion.com/films/27903-his-girl-friday","1","films","27903","films:27903"
"861","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","2","Rebecca","Alfred Hitchcock","https://www.criterion.com/films/680-rebecca","2","films","680","films:680"
"861","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","3","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemary-s-baby","3","films","27927","films:27927"
"861","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","4","Nashville","Robert Altman","https://www.criterion.com/films/28427-nashville","4","films","28427","films:28427"
"861","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","5","The Heiress","William Wyler","https://www.criterion.com/films/28986-the-heiress","5","films","28986","films:28986"
"861","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","6","All About Eve","Joseph L. Mankiewicz","https://www.criterion.com/films/29596-all-about-eve","6","films","29596","films:29596"
"861","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","7","Now, Voyager","Irving Rapper","https://www.criterion.com/films/29026-now-voyager","7","films","29026","films:29026"
"861","Charles Busch’s Top 10","https://www.criterion.com/current/top-10-lists/861-charles-busch-s-top-10","8","Romeo and Juliet","Franco Zeffirelli","https://www.criterion.com/films/30205-romeo-and-juliet","8","films","30205","films:30205"
