"title","slug","criterion_spine_number","director","year","country","genres","criterion_url","imdb_id","imdb_url","tmdb_id","tmdb_url","letterboxd_url","pick_count","is_box_set","credits","tmdb_type"
"Risky Business","risky-business","1227","Paul Brickman","1983","","[""Romance"",""Comedy"",""Drama""]","https://www.criterion.com/films/33808-risky-business","tt0086200","https://www.imdb.com/title/tt0086200/","9346","https://www.themoviedb.org/movie/9346","https://letterboxd.com/tmdb/9346","2","0","{""directors"":[{""name"":""Paul Brickman"",""tmdb_id"":57383}],""writers"":[{""name"":""Paul Brickman"",""tmdb_id"":57383}],""cinematographers"":[{""name"":""Bruce Surtees"",""tmdb_id"":792},{""name"":""Reynaldo Villalobos"",""tmdb_id"":17948}],""editors"":[{""name"":""Richard Chew"",""tmdb_id"":8425}],""cast"":[{""name"":""Tom Cruise"",""tmdb_id"":500,""character"":""Joel Goodson""},{""name"":""Rebecca De Mornay"",""tmdb_id"":28412,""character"":""Lana""},{""name"":""Joe Pantoliano"",""tmdb_id"":532,""character"":""Guido""},{""name"":""Richard Masur"",""tmdb_id"":15416,""character"":""Rutherford""},{""name"":""Bronson Pinchot"",""tmdb_id"":4689,""character"":""Barry""},{""name"":""Curtis Armstrong"",""tmdb_id"":87003,""character"":""Miles Dalby""},{""name"":""Nicholas Pryor"",""tmdb_id"":13028,""character"":""Joel's Father""},{""name"":""Janet Carroll"",""tmdb_id"":20217,""character"":""Joel's Mother""}]}",""
"Robinson Crusoe on Mars","robinson-crusoe-on-mars","404","Byron Haskin","1964","","[""Science Fiction"",""Adventure""]","https://www.criterion.com/films/821-robinson-crusoe-on-mars","tt0058530","https://www.imdb.com/title/tt0058530/","7348","https://www.themoviedb.org/movie/7348","https://letterboxd.com/tmdb/7348","1","0","{""directors"":[{""name"":""Byron Haskin"",""tmdb_id"":51000}],""writers"":[{""name"":""John C. Higgins"",""tmdb_id"":52589},{""name"":""Ib Melchior"",""tmdb_id"":51715}],""cinematographers"":[{""name"":""Winton C. Hoch"",""tmdb_id"":22085}],""editors"":[{""name"":""Terry O. Morse"",""tmdb_id"":29321}],""cast"":[{""name"":""Paul Mantee"",""tmdb_id"":52590,""character"":""Commander Christopher Draper""},{""name"":""Victor Lundin"",""tmdb_id"":1090742,""character"":""Friday""},{""name"":""Adam West"",""tmdb_id"":26847,""character"":""Colonel Dan McReady""},{""name"":""The Woolly Monkey"",""tmdb_id"":4402106,""character"":""Mona""}]}",""
"Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese","rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese","1062","Martin Scorsese","2019","","[""Documentary"",""Music""]","https://www.criterion.com/films/31036-rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese","tt9577852","https://www.imdb.com/title/tt9577852/","574638","https://www.themoviedb.org/movie/574638","https://letterboxd.com/tmdb/574638","2","0","{""directors"":[{""name"":""Martin Scorsese"",""tmdb_id"":1032}],""writers"":[],""cinematographers"":[{""name"":""Howard Alk"",""tmdb_id"":927798},{""name"":""Paul Goldsmith"",""tmdb_id"":2335047},{""name"":""Ellen Kuras"",""tmdb_id"":313},{""name"":""David Myers"",""tmdb_id"":9213}],""editors"":[{""name"":""Damian Rodriguez"",""tmdb_id"":1913256},{""name"":""David Tedeschi"",""tmdb_id"":53395}],""cast"":[{""name"":""Bob Dylan"",""tmdb_id"":1487,""character"":""Self""},{""name"":""Allen Ginsberg"",""tmdb_id"":110589,""character"":""The Oracle of Delphi""},{""name"":""Patti Smith"",""tmdb_id"":56200,""character"":""The Punk Poet""},{""name"":""Martin von Haselberg"",""tmdb_id"":1228680,""character"":""The Filmmaker""},{""name"":""Scarlet Rivera"",""tmdb_id"":2335057,""character"":""The Queen of Swords""},{""name"":""Joan Baez"",""tmdb_id"":1490,""character"":""The Balladeer""},{""name"":""Roger McGuinn"",""tmdb_id"":23088,""character"":""The Minstrel""},{""name"":""Larry Sloman"",""tmdb_id"":61327,""character"":""The Rolling Stone Reporter""}]}",""
"Roma","roma-1972","848","Federico Fellini","1972","","[""Comedy"",""Drama""]","https://www.criterion.com/films/28039-roma","tt0069191","https://www.imdb.com/title/tt0069191/","11035","https://www.themoviedb.org/movie/11035","https://letterboxd.com/tmdb/11035","3","0","{""directors"":[{""name"":""Federico Fellini"",""tmdb_id"":4415}],""writers"":[{""name"":""Federico Fellini"",""tmdb_id"":4415},{""name"":""Bernardino Zapponi"",""tmdb_id"":67884}],""cinematographers"":[{""name"":""Giuseppe Rotunno"",""tmdb_id"":15131}],""editors"":[{""name"":""Ruggero Mastroianni"",""tmdb_id"":32053}],""cast"":[{""name"":""Peter Gonzales Falcon"",""tmdb_id"":67879,""character"":""Fellini, Age 18""},{""name"":""Fiona Florence"",""tmdb_id"":67880,""character"":""Dolores - Young Prostitute""},{""name"":""Pia De Doses"",""tmdb_id"":67881,""character"":""Princess Domitilla""},{""name"":""Marne Maitland"",""tmdb_id"":67882,""character"":""Underground Guide""},{""name"":""Renato Giovannoli"",""tmdb_id"":67883,""character"":""Cardinal Ottaviani""},{""name"":""Elisa Mainardi"",""tmdb_id"":44421,""character"":""Pharmacist's wife / Cinema spectator""},{""name"":""Norma Giacchero"",""tmdb_id"":1740212,""character"":""Reporter Interviewing Fellini""},{""name"":""Stefano Mayore"",""tmdb_id"":1889600,""character"":""Fellini as a Child""}]}",""
"Roma","roma-2018","1014","Alfonso Cuarón","2018","","[""Drama""]","https://www.criterion.com/films/30124-roma","tt6155172","https://www.imdb.com/title/tt6155172/","426426","https://www.themoviedb.org/movie/426426","https://letterboxd.com/tmdb/426426","9","0","{""directors"":[{""name"":""Federico Fellini"",""tmdb_id"":4415}],""writers"":[{""name"":""Federico Fellini"",""tmdb_id"":4415},{""name"":""Bernardino Zapponi"",""tmdb_id"":67884}],""cinematographers"":[{""name"":""Giuseppe Rotunno"",""tmdb_id"":15131}],""editors"":[{""name"":""Ruggero Mastroianni"",""tmdb_id"":32053}],""cast"":[{""name"":""Peter Gonzales Falcon"",""tmdb_id"":67879,""character"":""Fellini, Age 18""},{""name"":""Fiona Florence"",""tmdb_id"":67880,""character"":""Dolores - Young Prostitute""},{""name"":""Pia De Doses"",""tmdb_id"":67881,""character"":""Princess Domitilla""},{""name"":""Marne Maitland"",""tmdb_id"":67882,""character"":""Underground Guide""},{""name"":""Renato Giovannoli"",""tmdb_id"":67883,""character"":""Cardinal Ottaviani""},{""name"":""Elisa Mainardi"",""tmdb_id"":44421,""character"":""Pharmacist's wife / Cinema spectator""},{""name"":""Norma Giacchero"",""tmdb_id"":1740212,""character"":""Reporter Interviewing Fellini""},{""name"":""Stefano Mayore"",""tmdb_id"":1889600,""character"":""Fellini as a Child""}]}",""
"Rosemary’s Baby","rosemarys-baby","630","Roman Polanski","1968","","[""Drama"",""Horror"",""Thriller""]","https://www.criterion.com/films/27927-rosemary-s-baby","tt0063522","https://www.imdb.com/title/tt0063522/","805","https://www.themoviedb.org/movie/805","https://letterboxd.com/tmdb/805","3","0","{""directors"":[{""name"":""Roman Polanski"",""tmdb_id"":3556}],""writers"":[{""name"":""Roman Polanski"",""tmdb_id"":3556}],""cinematographers"":[{""name"":""William A. Fraker"",""tmdb_id"":12846}],""editors"":[{""name"":""Sam O'Steen"",""tmdb_id"":12015},{""name"":""Bob Wyman"",""tmdb_id"":12016}],""cast"":[{""name"":""Mia Farrow"",""tmdb_id"":12021,""character"":""Rosemary Woodhouse""},{""name"":""John Cassavetes"",""tmdb_id"":11147,""character"":""Guy Woodhouse""},{""name"":""Ruth Gordon"",""tmdb_id"":4970,""character"":""Minnie Castevet""},{""name"":""Sidney Blackmer"",""tmdb_id"":12022,""character"":""Roman Castevet""},{""name"":""Maurice Evans"",""tmdb_id"":12023,""character"":""Hutch""},{""name"":""Ralph Bellamy"",""tmdb_id"":1208,""character"":""Dr. Sapirstein""},{""name"":""Victoria Vetri"",""tmdb_id"":12024,""character"":""Terry""},{""name"":""Patsy Kelly"",""tmdb_id"":12025,""character"":""Laura-Louise""}]}",""
"Rosetta","rosetta","621","Jean-Pierre Dardenne","1999","","[""Drama""]","https://www.criterion.com/films/28056-rosetta","tt0200071","https://www.imdb.com/title/tt0200071/","11489","https://www.themoviedb.org/movie/11489","https://letterboxd.com/tmdb/11489","3","0","{""directors"":[{""name"":""Jean-Pierre Dardenne"",""tmdb_id"":56209},{""name"":""Luc Dardenne"",""tmdb_id"":45138}],""writers"":[{""name"":""Jean-Pierre Dardenne"",""tmdb_id"":56209},{""name"":""Luc Dardenne"",""tmdb_id"":45138}],""cinematographers"":[{""name"":""Alain Marcoen"",""tmdb_id"":70313}],""editors"":[{""name"":""Marie-Hélène Dozo"",""tmdb_id"":70323}],""cast"":[{""name"":""Émilie Dequenne"",""tmdb_id"":23671,""character"":""Rosetta""},{""name"":""Olivier Gourmet"",""tmdb_id"":45152,""character"":""Patron""},{""name"":""Fabrizio Rongione"",""tmdb_id"":70312,""character"":""Riquet""},{""name"":""Anne Yernaux"",""tmdb_id"":70311,""character"":""Mother""},{""name"":""Bernard Marbaix"",""tmdb_id"":1642481,""character"":""Campground Manager""},{""name"":""Frédéric Bodson"",""tmdb_id"":586275,""character"":""Head of Personnel""},{""name"":""Florian Delain"",""tmdb_id"":227883,""character"":""The Boss's Son""},{""name"":""Christiane Dorval"",""tmdb_id"":1731607,""character"":""First Saleswoman""}]}",""
"Rouge","rouge","1129","Stanley Kwan","1987","","[""Drama"",""Fantasy"",""Romance"",""Mystery""]","https://www.criterion.com/films/30738-rouge","tt0093258","https://www.imdb.com/title/tt0093258/","68883","https://www.themoviedb.org/movie/68883","https://letterboxd.com/tmdb/68883","2","0","{""directors"":[{""name"":""Stanley Kwan Kam-Pang"",""tmdb_id"":96861}],""writers"":[{""name"":""Lilian Lee Bik-Wah"",""tmdb_id"":67766},{""name"":""Chiu Kang-Chien"",""tmdb_id"":1042723}],""cinematographers"":[{""name"":""Bill Wong Chung-Piu"",""tmdb_id"":65962}],""editors"":[{""name"":""Peter Cheung Yiu-Chung"",""tmdb_id"":46326}],""cast"":[{""name"":""Anita Mui Yim-Fong"",""tmdb_id"":44917,""character"":""Fleur""},{""name"":""Leslie Cheung"",""tmdb_id"":69637,""character"":""Chan Chen-Pang""},{""name"":""Alex Man Chi-Leung"",""tmdb_id"":148886,""character"":""Yuen""},{""name"":""Emily Chu Bo-Yee"",""tmdb_id"":69638,""character"":""Chor""},{""name"":""Irene Wan"",""tmdb_id"":227780,""character"":""Shu-Hsien""},{""name"":""Tam Sin-Hung"",""tmdb_id"":554183,""character"":""Chen-Pang's Mother""},{""name"":""Chu Shui-Tong"",""tmdb_id"":4027448,""character"":""Chen-Pang's Father""},{""name"":""Wong Yu"",""tmdb_id"":238841,""character"":""Ho Hsi""}]}",""
"Rumble Fish","rumble-fish","869","Francis Ford Coppola","1983","","[""Crime"",""Drama"",""Romance""]","https://www.criterion.com/films/28993-rumble-fish","tt0086216","https://www.imdb.com/title/tt0086216/","232","https://www.themoviedb.org/movie/232","https://letterboxd.com/tmdb/232","5","0","{""directors"":[{""name"":""Francis Ford Coppola"",""tmdb_id"":1776}],""writers"":[{""name"":""S.E. Hinton"",""tmdb_id"":2868},{""name"":""Francis Ford Coppola"",""tmdb_id"":1776}],""cinematographers"":[{""name"":""Stephen H. Burum"",""tmdb_id"":1258}],""editors"":[{""name"":""Barry Malkin"",""tmdb_id"":2988}],""cast"":[{""name"":""Matt Dillon"",""tmdb_id"":2876,""character"":""Rusty James""},{""name"":""Mickey Rourke"",""tmdb_id"":2295,""character"":""The Motorcycle Boy""},{""name"":""Diane Lane"",""tmdb_id"":2882,""character"":""Patty""},{""name"":""Dennis Hopper"",""tmdb_id"":2778,""character"":""Father""},{""name"":""Diana Scarwid"",""tmdb_id"":2958,""character"":""Cassandra""},{""name"":""Vincent Spano"",""tmdb_id"":147119,""character"":""Steve""},{""name"":""Nicolas Cage"",""tmdb_id"":2963,""character"":""Smokey""},{""name"":""Chris Penn"",""tmdb_id"":2969,""character"":""B.J. Jackson""}]}",""
"Rushmore","rushmore","65","Wes Anderson","1998","","[""Comedy"",""Drama""]","https://www.criterion.com/films/333-rushmore","tt0128445","https://www.imdb.com/title/tt0128445/","11545","https://www.themoviedb.org/movie/11545","https://letterboxd.com/tmdb/11545","5","0","{""directors"":[{""name"":""Wes Anderson"",""tmdb_id"":5655}],""writers"":[{""name"":""Wes Anderson"",""tmdb_id"":5655},{""name"":""Owen Wilson"",""tmdb_id"":887}],""cinematographers"":[{""name"":""Robert D. Yeoman"",""tmdb_id"":5667}],""editors"":[{""name"":""David Moritz"",""tmdb_id"":5668}],""cast"":[{""name"":""Jason Schwartzman"",""tmdb_id"":17881,""character"":""Max Fischer""},{""name"":""Bill Murray"",""tmdb_id"":1532,""character"":""Herman Blume""},{""name"":""Olivia Williams"",""tmdb_id"":11616,""character"":""Rosemary Cross""},{""name"":""Seymour Cassel"",""tmdb_id"":5950,""character"":""Bert Fischer""},{""name"":""Brian Cox"",""tmdb_id"":1248,""character"":""Dr. Nelson Guggenheim""},{""name"":""Mason Gamble"",""tmdb_id"":15252,""character"":""Dirk Calloway""},{""name"":""Sara Tanaka"",""tmdb_id"":239981,""character"":""Margaret Yang""},{""name"":""Stephen McCole"",""tmdb_id"":71770,""character"":""Magnus Buchan""}]}",""
"Ryuichi Sakamoto | Opus","34102-ryuichi-sakamoto-opus","","Neo Sora","2023","","[""Music"",""Documentary""]","https://www.criterion.com/films/34102-ryuichi-sakamoto-opus","tt28490873","https://www.imdb.com/title/tt28490873/","1156189","https://www.themoviedb.org/movie/1156189","https://letterboxd.com/tmdb/1156189","2","0","{""directors"":[{""name"":""Neo Sora"",""tmdb_id"":2010321}],""writers"":[],""cinematographers"":[{""name"":""Bill Kirstein"",""tmdb_id"":1610252}],""editors"":[{""name"":""Takuya Kawakami"",""tmdb_id"":2247870}],""cast"":[{""name"":""Ryuichi Sakamoto"",""tmdb_id"":11382,""character"":""Self""}]}",""
"Safe","safe","739","Todd Haynes","1995","","[""Drama""]","https://www.criterion.com/films/28548-safe","tt0114323","https://www.imdb.com/title/tt0114323/","32646","https://www.themoviedb.org/movie/32646","https://letterboxd.com/tmdb/32646","6","0","{""directors"":[{""name"":""Todd Haynes"",""tmdb_id"":16863}],""writers"":[{""name"":""Todd Haynes"",""tmdb_id"":16863}],""cinematographers"":[{""name"":""Alex Nepomniaschy"",""tmdb_id"":59443}],""editors"":[{""name"":""James Lyons"",""tmdb_id"":17234}],""cast"":[{""name"":""Julianne Moore"",""tmdb_id"":1231,""character"":""Carol""},{""name"":""Xander Berkeley"",""tmdb_id"":3982,""character"":""Greg""},{""name"":""Peter Friedman"",""tmdb_id"":54246,""character"":""Peter Dunning""},{""name"":""James LeGros"",""tmdb_id"":6474,""character"":""Chris""},{""name"":""Dean Norris"",""tmdb_id"":14329,""character"":""Mover""},{""name"":""Julie Burgess"",""tmdb_id"":1397377,""character"":""Aerobics Instructor""},{""name"":""Ronnie Farer"",""tmdb_id"":1397378,""character"":""Barbara""},{""name"":""Jodie Markell"",""tmdb_id"":100771,""character"":""Anita""}]}",""
"Safety Last!","safety-last","662","Fred C. Newmeyer","1923","","[""Comedy"",""Romance""]","https://www.criterion.com/films/28446-safety-last","tt0014429","https://www.imdb.com/title/tt0014429/","22596","https://www.themoviedb.org/movie/22596","https://letterboxd.com/tmdb/22596","2","0","{""directors"":[{""name"":""Fred C. Newmeyer"",""tmdb_id"":143385},{""name"":""Sam Taylor"",""tmdb_id"":143561}],""writers"":[{""name"":""Hal Roach"",""tmdb_id"":33223},{""name"":""Sam Taylor"",""tmdb_id"":143561},{""name"":""Tim Whelan"",""tmdb_id"":71788}],""cinematographers"":[{""name"":""Walter Lundin"",""tmdb_id"":1002959}],""editors"":[{""name"":""Thomas J. Crizer"",""tmdb_id"":148404}],""cast"":[{""name"":""Harold Lloyd"",""tmdb_id"":88953,""character"":""The Boy""},{""name"":""Mildred Davis"",""tmdb_id"":88954,""character"":""The Girl""},{""name"":""Bill Strother"",""tmdb_id"":148377,""character"":""The Pal""},{""name"":""Noah Young"",""tmdb_id"":88958,""character"":""The Law""},{""name"":""Westcott Clarke"",""tmdb_id"":148378,""character"":""The Floorwalker""},{""name"":""Roy Brooks"",""tmdb_id"":148423,""character"":""Man Laughing from Window (uncredited)""},{""name"":""Mickey Daniels"",""tmdb_id"":1172948,""character"":""Newsboy with Freckles (uncredited)""},{""name"":""Richard Daniels"",""tmdb_id"":148390,""character"":""Worker with Acetylene Torch (uncredited)""}]}",""
"Saint Omer","saint-omer","1212","Alice Diop","2022","","[""Drama"",""Crime""]","https://www.criterion.com/films/34051-saint-omer","tt15376894","https://www.imdb.com/title/tt15376894/","925943","https://www.themoviedb.org/movie/925943","https://letterboxd.com/tmdb/925943","5","0","{""directors"":[{""name"":""Alice Diop"",""tmdb_id"":1648265}],""writers"":[{""name"":""Amrita David"",""tmdb_id"":1648267},{""name"":""Alice Diop"",""tmdb_id"":1648265},{""name"":""Marie N'Diaye"",""tmdb_id"":213450}],""cinematographers"":[{""name"":""Claire Mathon"",""tmdb_id"":1090814}],""editors"":[{""name"":""Amrita David"",""tmdb_id"":1648267}],""cast"":[{""name"":""Kayije Kagame"",""tmdb_id"":3268219,""character"":""Rama""},{""name"":""Guslagie Malanda"",""tmdb_id"":1360307,""character"":""Laurence Coly""},{""name"":""Aurélia Petit"",""tmdb_id"":4287,""character"":""Maître Vaudenay""},{""name"":""Valérie Dréville"",""tmdb_id"":584544,""character"":""La Présidente""},{""name"":""Xavier Maly"",""tmdb_id"":96416,""character"":""Luc Dumontet""},{""name"":""Robert Cantarella"",""tmdb_id"":1169406,""character"":""Avocat général""},{""name"":""Salimata Kamate"",""tmdb_id"":1411815,""character"":""Odile Diata""},{""name"":""Thomas De Pourquery"",""tmdb_id"":1367034,""character"":""Adrien""}]}",""
"Salesman","salesman","122","David Maysles","1969","","[""Documentary""]","https://www.criterion.com/films/663-salesman","tt0064921","https://www.imdb.com/title/tt0064921/","27375","https://www.themoviedb.org/movie/27375","https://letterboxd.com/tmdb/27375","4","0","{""directors"":[{""name"":""David Maysles"",""tmdb_id"":139002},{""name"":""Albert Maysles"",""tmdb_id"":1418},{""name"":""Charlotte Zwerin"",""tmdb_id"":1477}],""writers"":[],""cinematographers"":[{""name"":""Albert Maysles"",""tmdb_id"":1418}],""editors"":[{""name"":""David Maysles"",""tmdb_id"":139002},{""name"":""Charlotte Zwerin"",""tmdb_id"":1477}],""cast"":[{""name"":""Paul Brennan"",""tmdb_id"":178617,""character"":""Himself - 'The Badger'""},{""name"":""Charles McDevitt"",""tmdb_id"":1972025,""character"":""Himself - 'The Gipper'""},{""name"":""James Baker"",""tmdb_id"":1457930,""character"":""Himself - 'The Rabbit'""},{""name"":""Raymond Martos"",""tmdb_id"":1972027,""character"":""Himself - 'The Bull'""},{""name"":""Melbourne I. Feltman"",""tmdb_id"":1972029,""character"":""""},{""name"":""Margaret McCarron"",""tmdb_id"":1972030,""character"":""""},{""name"":""Kennie Turner"",""tmdb_id"":1972031,""character"":""""}]}",""
"Salò, or the 120 Days of Sodom","salo-or-the-120-days-of-sodom","17","Pier Paolo Pasolini","1976","","[""Drama"",""Horror""]","https://www.criterion.com/films/532-salo-or-the-120-days-of-sodom","tt0073650","https://www.imdb.com/title/tt0073650/","5336","https://www.themoviedb.org/movie/5336","https://letterboxd.com/tmdb/5336","10","0","{""directors"":[{""name"":""Pier Paolo Pasolini"",""tmdb_id"":5970}],""writers"":[{""name"":""Pupi Avati"",""tmdb_id"":72191},{""name"":""Sergio Citti"",""tmdb_id"":72477},{""name"":""Pier Paolo Pasolini"",""tmdb_id"":5970}],""cinematographers"":[{""name"":""Tonino Delli Colli"",""tmdb_id"":2361}],""editors"":[{""name"":""Nino Baragli"",""tmdb_id"":4670}],""cast"":[{""name"":""Paolo Bonacelli"",""tmdb_id"":4819,""character"":""The Duke""},{""name"":""Giorgio Cataldi"",""tmdb_id"":42845,""character"":""The Bishop""},{""name"":""Uberto Paolo Quintavalle"",""tmdb_id"":42846,""character"":""The Magistrate""},{""name"":""Aldo Valletti"",""tmdb_id"":42847,""character"":""The President""},{""name"":""Caterina Boratto"",""tmdb_id"":5686,""character"":""Signora Castelli""},{""name"":""Elsa De Giorgi"",""tmdb_id"":42860,""character"":""Signora Maggi""},{""name"":""Hélène Surgère"",""tmdb_id"":28681,""character"":""Signora Vaccari""},{""name"":""Sonia Saviange"",""tmdb_id"":42848,""character"":""The Pianist""}]}",""
"Salvatore Giuliano","salvatore-giuliano","228","Francesco Rosi","1962","","[""Crime"",""Drama""]","https://www.criterion.com/films/687-salvatore-giuliano","tt0055399","https://www.imdb.com/title/tt0055399/","27523","https://www.themoviedb.org/movie/27523","https://letterboxd.com/tmdb/27523","3","0","{""directors"":[{""name"":""Francesco Rosi"",""tmdb_id"":87267}],""writers"":[{""name"":""Francesco Rosi"",""tmdb_id"":87267},{""name"":""Suso Cecchi d'Amico"",""tmdb_id"":24658},{""name"":""Enzo Provenzale"",""tmdb_id"":1014404},{""name"":""Franco Solinas"",""tmdb_id"":71416}],""cinematographers"":[{""name"":""Gianni Di Venanzo"",""tmdb_id"":5680}],""editors"":[{""name"":""Mario Serandrei"",""tmdb_id"":15132}],""cast"":[{""name"":""Salvo Randone"",""tmdb_id"":68406,""character"":""President of Viterbo Assize Court""},{""name"":""Frank Wolff"",""tmdb_id"":4968,""character"":""Gaspare Pisciotta""},{""name"":""Pippo Agusta"",""tmdb_id"":235549,""character"":""Minor Role (uncredited)""},{""name"":""Sennuccio Benelli"",""tmdb_id"":98455,""character"":""Reporter (uncredited)""},{""name"":""Giuseppe Calandra"",""tmdb_id"":3365215,""character"":""Minor Official (uncredited)""},{""name"":""Pietro Cammarata"",""tmdb_id"":98454,""character"":""Salvatore Giuliano (uncredited)""},{""name"":""Max Cartier"",""tmdb_id"":1035580,""character"":""Francesco (uncredited)""},{""name"":""Nando Cicero"",""tmdb_id"":33924,""character"":""Bandit (uncredited)""}]}",""
"Samurai Spy","samurai-spy","312","Masahiro Shinoda","1965","","[""Action"",""Drama""]","https://www.criterion.com/films/762-samurai-spy","tt0059303","https://www.imdb.com/title/tt0059303/","46916","https://www.themoviedb.org/movie/46916","https://letterboxd.com/tmdb/46916","1","0","{""directors"":[{""name"":""Masahiro Shinoda"",""tmdb_id"":133518}],""writers"":[{""name"":""Yoshiyuki Fukuda"",""tmdb_id"":224654}],""cinematographers"":[{""name"":""Masao Kosugi"",""tmdb_id"":1088569}],""editors"":[{""name"":""Yoshi Sugihara"",""tmdb_id"":1039764}],""cast"":[{""name"":""Kōji Takahashi"",""tmdb_id"":82867,""character"":""Sarutobi Sasuke""},{""name"":""Shintarō Ishihara"",""tmdb_id"":139091,""character"":""Saizo Kirigakure""},{""name"":""Eitarō Ozawa"",""tmdb_id"":97203,""character"":""Shigeyuki Koremura""},{""name"":""Kei Satō"",""tmdb_id"":33730,""character"":""Takanosuke Nojiri""},{""name"":""Rokkō Toura"",""tmdb_id"":138748,""character"":""Mitsuaki Inamura""},{""name"":""Tetsuro Tamba"",""tmdb_id"":10071,""character"":""Sakon Takatani""},{""name"":""Eiji Okada"",""tmdb_id"":25466,""character"":""Tatewaki Koriyama""},{""name"":""Seiji Miyaguchi"",""tmdb_id"":20829,""character"":""Jinnai-Kazutaka Horikawa""}]}",""
"Scarface (1932)","scarface-1932","1239","Howard Hawks","1932","","[""Crime"",""Action"",""Drama"",""Thriller""]","https://www.criterion.com/films/32139-scarface","tt0023427","https://www.imdb.com/title/tt0023427/","877","https://www.themoviedb.org/movie/877","https://letterboxd.com/tmdb/877","1","0","{""directors"":[{""name"":""Howard Hawks"",""tmdb_id"":11435}],""writers"":[{""name"":""Ben Hecht"",""tmdb_id"":4341}],""cinematographers"":[{""name"":""Lee Garmes"",""tmdb_id"":13338},{""name"":""L. William O'Connell"",""tmdb_id"":34342}],""editors"":[{""name"":""Edward Curtiss"",""tmdb_id"":13350}],""cast"":[{""name"":""Paul Muni"",""tmdb_id"":13352,""character"":""Antonio 'Tony' Camonte""},{""name"":""Ann Dvorak"",""tmdb_id"":13353,""character"":""Francesca 'Cesca' Camonte""},{""name"":""Karen Morley"",""tmdb_id"":13354,""character"":""Poppy""},{""name"":""Osgood Perkins"",""tmdb_id"":13355,""character"":""John 'Johnny' Lovo""},{""name"":""C. Henry Gordon"",""tmdb_id"":13356,""character"":""Insp. Ben Guarino""},{""name"":""George Raft"",""tmdb_id"":3152,""character"":""Guino Rinaldo""},{""name"":""Vince Barnett"",""tmdb_id"":13357,""character"":""Angelo""},{""name"":""Boris Karloff"",""tmdb_id"":2922,""character"":""Gaffney""}]}",""
"Scenes from a Marriage","scenes-from-a-marriage","229","Ingmar Bergman","1974","","[""Drama"",""Romance""]","https://www.criterion.com/films/710-scenes-from-a-marriage","tt6725014","https://www.imdb.com/title/tt6725014/","133919","https://www.themoviedb.org/movie/133919","https://letterboxd.com/tmdb/133919","3","0","{""directors"":[{""name"":""Ingmar Bergman"",""tmdb_id"":6648}],""writers"":[{""name"":""Ingmar Bergman"",""tmdb_id"":6648}],""cinematographers"":[{""name"":""Sven Nykvist"",""tmdb_id"":11905}],""editors"":[{""name"":""Siv Lundgren"",""tmdb_id"":67522}],""cast"":[{""name"":""Liv Ullmann"",""tmdb_id"":11916,""character"":""Marianne""},{""name"":""Erland Josephson"",""tmdb_id"":38127,""character"":""Johan""},{""name"":""Bibi Andersson"",""tmdb_id"":6657,""character"":""Katarina""},{""name"":""Jan Malmsjö"",""tmdb_id"":46867,""character"":""Peter""},{""name"":""Gunnel Lindblom"",""tmdb_id"":6662,""character"":""Eva""},{""name"":""Wenche Foss"",""tmdb_id"":92052,""character"":""Modern""},{""name"":""Bertil Norström"",""tmdb_id"":116509,""character"":""Arne""},{""name"":""Anita Wall"",""tmdb_id"":109284,""character"":""Mrs. Palm""}]}",""
"Science is Fiction: 23 Films by Jean Painlevé","science-is-fiction-23-films-by-jean-painleve","468","Jean Painlevé","1902","","[]","https://www.criterion.com/films/1286-science-is-fiction-23-films-by-jean-painleve","","","","","","1","0","",""
"Scorsese Shorts","scorsese-shorts","1030","Martin Scorsese","2020","","[""Documentary""]","https://www.criterion.com/films/30616-scorsese-shorts","tt12431770","https://www.imdb.com/title/tt12431770/","720336","https://www.themoviedb.org/movie/720336","https://letterboxd.com/tmdb/720336","6","0","{""directors"":[{""name"":""Martin Scorsese"",""tmdb_id"":1032}],""writers"":[],""cinematographers"":[],""editors"":[],""cast"":[]}",""
