"title","slug","criterion_spine_number","director","year","country","genres","criterion_url","imdb_id","imdb_url","tmdb_id","tmdb_url","letterboxd_url","pick_count","is_box_set","credits","tmdb_type"
"¡Alambrista!","alambrista","609","Robert M. Young","1977","","[""Drama""]","https://www.criterion.com/films/28101--alambrista","tt0075654","https://www.imdb.com/title/tt0075654/","86975","https://www.themoviedb.org/movie/86975","https://letterboxd.com/tmdb/86975","1","0","{""directors"":[{""name"":""Robert M. Young"",""tmdb_id"":86293}],""writers"":[{""name"":""Robert M. Young"",""tmdb_id"":86293}],""cinematographers"":[{""name"":""Robert M. Young"",""tmdb_id"":86293}],""editors"":[{""name"":""Norman Buckley"",""tmdb_id"":51915},{""name"":""Edward Beyer"",""tmdb_id"":1609399}],""cast"":[{""name"":""Domingo Ambriz"",""tmdb_id"":937884,""character"":""Roberto""},{""name"":""Trinidad Silva"",""tmdb_id"":146798,""character"":""Joe""},{""name"":""Linda Gillen"",""tmdb_id"":198980,""character"":""Sharon""},{""name"":""Ned Beatty"",""tmdb_id"":13726,""character"":""Anglo Coyote""},{""name"":""Jerry Hardin"",""tmdb_id"":89141,""character"":""Man in cafe""},{""name"":""Julius Harris"",""tmdb_id"":6772,""character"":""2nd Drunk""},{""name"":""Edward James Olmos"",""tmdb_id"":587,""character"":""1st Drunk""},{""name"":""Ludevina Mendez Salazar"",""tmdb_id"":4694640,""character"":""Roberto's Wife""}]}",""
"‘Round Midnight","round-midnight","1122","Bertrand Tavernier","1986","","[""Drama"",""Music""]","https://www.criterion.com/films/29031--round-midnight","tt0090557","https://www.imdb.com/title/tt0090557/","14670","https://www.themoviedb.org/movie/14670","https://letterboxd.com/tmdb/14670","7","0","{""directors"":[{""name"":""Bertrand Tavernier"",""tmdb_id"":20556}],""writers"":[{""name"":""David Rayfiel"",""tmdb_id"":11056},{""name"":""Bertrand Tavernier"",""tmdb_id"":20556}],""cinematographers"":[{""name"":""Bruno de Keyzer"",""tmdb_id"":50521}],""editors"":[{""name"":""Armand Psenny"",""tmdb_id"":21169}],""cast"":[{""name"":""Dexter Gordon"",""tmdb_id"":77135,""character"":""Dale Turner""},{""name"":""François Cluzet"",""tmdb_id"":33161,""character"":""Francis Borler""},{""name"":""Gabrielle Haker"",""tmdb_id"":244385,""character"":""Bérangère""},{""name"":""Christine Pascal"",""tmdb_id"":3200,""character"":""Sylvie""},{""name"":""Pierre Trabaud"",""tmdb_id"":145442,""character"":""le père de Francis""},{""name"":""Frédérique Meininger"",""tmdb_id"":40582,""character"":""la mère de Francis""},{""name"":""Liliane Rovère"",""tmdb_id"":36513,""character"":""Madame Queen""},{""name"":""Ged Marlon"",""tmdb_id"":30644,""character"":""Beau""}]}",""
"12 Angry Men","12-angry-men","591","Sidney Lumet","1957","","[""Drama""]","https://www.criterion.com/films/27871-12-angry-men","tt0050083","https://www.imdb.com/title/tt0050083/","389","https://www.themoviedb.org/movie/389","https://letterboxd.com/tmdb/389","11","0","{""directors"":[{""name"":""Sidney Lumet"",""tmdb_id"":39996}],""writers"":[{""name"":""Reginald Rose"",""tmdb_id"":5246}],""cinematographers"":[{""name"":""Boris Kaufman"",""tmdb_id"":5261}],""editors"":[{""name"":""Carl Lerner"",""tmdb_id"":5262}],""cast"":[{""name"":""Martin Balsam"",""tmdb_id"":1936,""character"":""Juror 1""},{""name"":""John Fiedler"",""tmdb_id"":5247,""character"":""Juror 2""},{""name"":""Lee J. Cobb"",""tmdb_id"":5248,""character"":""Juror 3""},{""name"":""E.G. Marshall"",""tmdb_id"":5249,""character"":""Juror 4""},{""name"":""Jack Klugman"",""tmdb_id"":5250,""character"":""Juror 5""},{""name"":""Edward Binns"",""tmdb_id"":2651,""character"":""Juror 6""},{""name"":""Jack Warden"",""tmdb_id"":5251,""character"":""Juror 7""},{""name"":""Henry Fonda"",""tmdb_id"":4958,""character"":""Juror 8""}]}",""
"1984","1984","984","Michael Radford","1984","","[""Drama"",""Science Fiction"",""Thriller""]","https://www.criterion.com/films/29140-1984","tt0087803","https://www.imdb.com/title/tt0087803/","9314","https://www.themoviedb.org/movie/9314","https://letterboxd.com/tmdb/9314","2","0","{""directors"":[{""name"":""Michael Radford"",""tmdb_id"":28898}],""writers"":[{""name"":""Michael Radford"",""tmdb_id"":28898}],""cinematographers"":[{""name"":""Roger Deakins"",""tmdb_id"":151}],""editors"":[{""name"":""Tom Priestley"",""tmdb_id"":25633}],""cast"":[{""name"":""John Hurt"",""tmdb_id"":5049,""character"":""Winston Smith""},{""name"":""Richard Burton"",""tmdb_id"":5341,""character"":""O'Brien""},{""name"":""Suzanna Hamilton"",""tmdb_id"":10652,""character"":""Julia""},{""name"":""Cyril Cusack"",""tmdb_id"":4973,""character"":""Charrington""},{""name"":""Gregor Fisher"",""tmdb_id"":7053,""character"":""Parsons""},{""name"":""James Walker"",""tmdb_id"":208920,""character"":""Syme""},{""name"":""Andrew Wilde"",""tmdb_id"":26861,""character"":""Tillotson""},{""name"":""David Cann"",""tmdb_id"":193340,""character"":""Martin""}]}",""
"2 or 3 Things I Know About Her","2-or-3-things-i-know-about-her","482","Jean-Luc Godard","1967","","[""Comedy"",""Drama""]","https://www.criterion.com/films/1333-2-or-3-things-i-know-about-her","tt0060304","https://www.imdb.com/title/tt0060304/","8074","https://www.themoviedb.org/movie/8074","https://letterboxd.com/tmdb/8074","2","0","{""directors"":[{""name"":""Jean-Luc Godard"",""tmdb_id"":3776}],""writers"":[{""name"":""Jean-Luc Godard"",""tmdb_id"":3776}],""cinematographers"":[{""name"":""Raoul Coutard"",""tmdb_id"":3540}],""editors"":[{""name"":""Françoise Collin"",""tmdb_id"":28097},{""name"":""Chantal Delattre"",""tmdb_id"":36522}],""cast"":[{""name"":""Marina Vlady"",""tmdb_id"":14813,""character"":""Juliette Jeanson""},{""name"":""Jean-Luc Godard"",""tmdb_id"":3776,""character"":""Narrator (voice)""},{""name"":""Anny Duperey"",""tmdb_id"":24475,""character"":""Marianne""},{""name"":""Roger Montsoret"",""tmdb_id"":53912,""character"":""Robert Jeanson""},{""name"":""Raoul Lévy"",""tmdb_id"":37775,""character"":""John Bogus, the American""},{""name"":""Jean Narboni"",""tmdb_id"":53913,""character"":""Roger""},{""name"":""Yves Beneyton"",""tmdb_id"":24399,""character"":""Young Man""},{""name"":""Juliet Berto"",""tmdb_id"":18228,""character"":""Girl Talking to Robert""}]}",""
"24 Frames","24-frames","956","Abbas Kiarostami","2018","","[""Drama""]","https://www.criterion.com/films/29399-24-frames","tt6777170","https://www.imdb.com/title/tt6777170/","377269","https://www.themoviedb.org/movie/377269","https://letterboxd.com/tmdb/377269","1","0","{""directors"":[{""name"":""Abbas Kiarostami"",""tmdb_id"":119294}],""writers"":[],""cinematographers"":[],""editors"":[],""cast"":[{""name"":""Farhad Farhadi"",""tmdb_id"":3454949,""character"":""""},{""name"":""Salma Mansh"",""tmdb_id"":5365096,""character"":""""},{""name"":""Soheyla Bazigar"",""tmdb_id"":5365099,""character"":""""},{""name"":""Shabnam Taghadom"",""tmdb_id"":5365100,""character"":""""},{""name"":""Hedyeh Esfahani"",""tmdb_id"":5365101,""character"":""""},{""name"":""Reza Golfaam"",""tmdb_id"":5365102,""character"":""""},{""name"":""Bahman Raad"",""tmdb_id"":5365103,""character"":""""},{""name"":""Shahab Ehsani"",""tmdb_id"":5365104,""character"":""""}]}",""
"3 Women","3-women","230","Robert Altman","1977","","[""Drama""]","https://www.criterion.com/films/712-3-women","tt0075612","https://www.imdb.com/title/tt0075612/","41662","https://www.themoviedb.org/movie/41662","https://letterboxd.com/tmdb/41662","9","0","{""directors"":[{""name"":""Robert Altman"",""tmdb_id"":9789}],""writers"":[{""name"":""Robert Altman"",""tmdb_id"":9789},{""name"":""Patricia Resnick"",""tmdb_id"":133489}],""cinematographers"":[{""name"":""Charles Rosher Jr."",""tmdb_id"":41151}],""editors"":[{""name"":""Dennis M. Hill"",""tmdb_id"":30606}],""cast"":[{""name"":""Shelley Duvall"",""tmdb_id"":10409,""character"":""Mildred \""Millie\"" Lammoreaux""},{""name"":""Sissy Spacek"",""tmdb_id"":5606,""character"":""Mildred \""Pinky\"" Rose""},{""name"":""Janice Rule"",""tmdb_id"":20604,""character"":""Willie Hart""},{""name"":""Robert Fortier"",""tmdb_id"":166790,""character"":""Edgar Hart""},{""name"":""Ruth Nelson"",""tmdb_id"":67761,""character"":""Mrs. Rose""},{""name"":""John Cromwell"",""tmdb_id"":31497,""character"":""Mr. Rose""},{""name"":""Sierra Pecheur"",""tmdb_id"":170074,""character"":""Ms. Bunweill""},{""name"":""Craig Richard Nelson"",""tmdb_id"":132371,""character"":""Doctor Maas""}]}",""
"3:10 to Yuma","310-to-yuma","657","Delmer Daves","1957","","[""Western"",""Drama"",""Thriller""]","https://www.criterion.com/films/27910-3-10-to-yuma","tt0050086","https://www.imdb.com/title/tt0050086/","14168","https://www.themoviedb.org/movie/14168","https://letterboxd.com/tmdb/14168","3","0","{""directors"":[{""name"":""Delmer Daves"",""tmdb_id"":76981}],""writers"":[{""name"":""Halsted Welles"",""tmdb_id"":115328}],""cinematographers"":[{""name"":""Charles Lawton Jr."",""tmdb_id"":18576}],""editors"":[{""name"":""Al Clark"",""tmdb_id"":117774}],""cast"":[{""name"":""Glenn Ford"",""tmdb_id"":3381,""character"":""Ben Wade""},{""name"":""Van Heflin"",""tmdb_id"":18803,""character"":""Dan Evans""},{""name"":""Felicia Farr"",""tmdb_id"":76979,""character"":""Emmy""},{""name"":""Leora Dana"",""tmdb_id"":76980,""character"":""Mrs. Alice Evans""},{""name"":""Henry Jones"",""tmdb_id"":5732,""character"":""Alex Potter""},{""name"":""Richard Jaeckel"",""tmdb_id"":58423,""character"":""Charlie Prince""},{""name"":""Robert Emhardt"",""tmdb_id"":83826,""character"":""Mr. Butterfield""},{""name"":""Sheridan Comerate"",""tmdb_id"":139613,""character"":""Bob Moons""}]}",""
"4 Months, 3 Weeks and 2 Days","4-months-3-weeks-and-2-days","958","Cristian Mungiu","2007","","[""Drama""]","https://www.criterion.com/films/28617-4-months-3-weeks-and-2-days","tt1032846","https://www.imdb.com/title/tt1032846/","2009","https://www.themoviedb.org/movie/2009","https://letterboxd.com/tmdb/2009","2","0","{""directors"":[{""name"":""Cristian Mungiu"",""tmdb_id"":20657}],""writers"":[{""name"":""Cristian Mungiu"",""tmdb_id"":20657}],""cinematographers"":[{""name"":""Oleg Mutu"",""tmdb_id"":20701}],""editors"":[{""name"":""Dana Bunescu"",""tmdb_id"":20700}],""cast"":[{""name"":""Anamaria Marinca"",""tmdb_id"":20699,""character"":""Otilia""},{""name"":""Laura Vasiliu"",""tmdb_id"":20698,""character"":""Găbiță""},{""name"":""Vlad Ivanov"",""tmdb_id"":39959,""character"":""Domnu' Bebe""},{""name"":""Alexandru Potocean"",""tmdb_id"":39960,""character"":""Adi""},{""name"":""Luminița Gheorghiu"",""tmdb_id"":39961,""character"":""Mrs. Radu""},{""name"":""Adi Cărăuleanu"",""tmdb_id"":39962,""character"":""Dr. Radu""},{""name"":""Liliana Mocanu"",""tmdb_id"":122784,""character"":""Unireal Hotel receptionist""},{""name"":""Doru Ana"",""tmdb_id"":145241,""character"":""Gas pump attendant""}]}",""
"8½","812","140","Federico Fellini","1963","","[""Drama""]","https://www.criterion.com/films/150-8-1-2","tt0056801","https://www.imdb.com/title/tt0056801/","422","https://www.themoviedb.org/movie/422","https://letterboxd.com/tmdb/422","18","0","{""directors"":[{""name"":""Federico Fellini"",""tmdb_id"":4415}],""writers"":[{""name"":""Federico Fellini"",""tmdb_id"":4415},{""name"":""Brunello Rondi"",""tmdb_id"":5678},{""name"":""Tullio Pinelli"",""tmdb_id"":5396},{""name"":""Ennio Flaiano"",""tmdb_id"":5397}],""cinematographers"":[{""name"":""Gianni Di Venanzo"",""tmdb_id"":5680}],""editors"":[{""name"":""Leo Catozzo"",""tmdb_id"":1848241}],""cast"":[{""name"":""Marcello Mastroianni"",""tmdb_id"":5676,""character"":""Guido Anselmi""},{""name"":""Claudia Cardinale"",""tmdb_id"":4959,""character"":""Claudia""},{""name"":""Anouk Aimée"",""tmdb_id"":5682,""character"":""Luisa Anselmi""},{""name"":""Sandra Milo"",""tmdb_id"":5683,""character"":""Carla""},{""name"":""Rossella Falk"",""tmdb_id"":5684,""character"":""Rossella""},{""name"":""Barbara Steele"",""tmdb_id"":5685,""character"":""Gloria Morin""},{""name"":""Madeleine Lebeau"",""tmdb_id"":4116,""character"":""Madeleine, the French Actress""},{""name"":""Caterina Boratto"",""tmdb_id"":5686,""character"":""Mysterious Lady""}]}",""
"A Brighter Summer Day","a-brighter-summer-day","804","Edward Yang","1991","","[""Crime"",""Drama"",""Romance""]","https://www.criterion.com/films/28596-a-brighter-summer-day","tt0101985","https://www.imdb.com/title/tt0101985/","15804","https://www.themoviedb.org/movie/15804","https://letterboxd.com/tmdb/15804","6","0","{""directors"":[{""name"":""Edward Yang"",""tmdb_id"":143035}],""writers"":[{""name"":""Yen Hung-ya"",""tmdb_id"":143309},{""name"":""Mingtang Lai"",""tmdb_id"":150159},{""name"":""Alex Yang"",""tmdb_id"":150161},{""name"":""Edward Yang"",""tmdb_id"":143035}],""cinematographers"":[{""name"":""Chang Hui-kung"",""tmdb_id"":1554164},{""name"":""Longyu Zhang"",""tmdb_id"":1554165}],""editors"":[{""name"":""Chen Po-Wen"",""tmdb_id"":1554166}],""cast"":[{""name"":""Chang Chen"",""tmdb_id"":1622,""character"":""Xiao Si'r""},{""name"":""Lisa Yang"",""tmdb_id"":150162,""character"":""Ming""},{""name"":""Chang Kuo-Chu"",""tmdb_id"":1088685,""character"":""Father""},{""name"":""Elaine Jin Yan-Ling"",""tmdb_id"":103598,""character"":""Mother""},{""name"":""Chuan Wang"",""tmdb_id"":1293234,""character"":""Eldest Sister""},{""name"":""Chang Han"",""tmdb_id"":1089570,""character"":""Elder Brother""},{""name"":""Chiang Hsiu-Chiung"",""tmdb_id"":1083229,""character"":""Middle Sister""},{""name"":""Stephanie Lai"",""tmdb_id"":1554172,""character"":""Youngest Sister""}]}",""
"A Canterbury Tale","a-canterbury-tale","341","Michael Powell","1944","","[""Mystery"",""War"",""Drama""]","https://www.criterion.com/films/785-a-canterbury-tale","tt0036695","https://www.imdb.com/title/tt0036695/","15696","https://www.themoviedb.org/movie/15696","https://letterboxd.com/tmdb/15696","1","0","{""directors"":[{""name"":""Michael Powell"",""tmdb_id"":68424},{""name"":""Emeric Pressburger"",""tmdb_id"":37846}],""writers"":[{""name"":""Michael Powell"",""tmdb_id"":68424},{""name"":""Emeric Pressburger"",""tmdb_id"":37846}],""cinematographers"":[{""name"":""Erwin Hillier"",""tmdb_id"":31050}],""editors"":[{""name"":""John Seabourne Sr."",""tmdb_id"":543809}],""cast"":[{""name"":""Eric Portman"",""tmdb_id"":96994,""character"":""Thomas Colpeper, JP""},{""name"":""Sheila Sim"",""tmdb_id"":121004,""character"":""Alison Smith""},{""name"":""Dennis Price"",""tmdb_id"":30766,""character"":""Peter Gibbs""},{""name"":""John Sweet"",""tmdb_id"":112023,""character"":""Bob Johnson""},{""name"":""Charles Hawtrey"",""tmdb_id"":40944,""character"":""Thomas Duckett""},{""name"":""Esmond Knight"",""tmdb_id"":56875,""character"":""Narrator / Seven-Sisters Soldier / Village Idiot""},{""name"":""Hay Petrie"",""tmdb_id"":552408,""character"":""Woodcock""},{""name"":""George Merritt"",""tmdb_id"":27944,""character"":""Ned Horton""}]}",""
"A Day in the Country","a-day-in-the-country","746","Jean Renoir","1936","","[""Drama"",""Romance"",""Comedy""]","https://www.criterion.com/films/28072-a-day-in-the-country","tt0028445","https://www.imdb.com/title/tt0028445/","43878","https://www.themoviedb.org/movie/43878","https://letterboxd.com/tmdb/43878","2","0","{""directors"":[{""name"":""Jean Renoir"",""tmdb_id"":11528}],""writers"":[{""name"":""Jean Renoir"",""tmdb_id"":11528}],""cinematographers"":[{""name"":""Claude Renoir"",""tmdb_id"":10469}],""editors"":[{""name"":""Marguerite Renoir"",""tmdb_id"":11532},{""name"":""Marinette Cadix"",""tmdb_id"":1458591}],""cast"":[{""name"":""Sylvia Bataille"",""tmdb_id"":556944,""character"":""Henriette""},{""name"":""Jane Marken"",""tmdb_id"":25160,""character"":""Madame Dufour""},{""name"":""Georges D'Arnoux"",""tmdb_id"":556945,""character"":""Henri""},{""name"":""Jacques Brunius"",""tmdb_id"":133184,""character"":""Rodolphe""},{""name"":""André Gabriello"",""tmdb_id"":535167,""character"":""Monsieur Dufour""},{""name"":""Gabrielle Fontan"",""tmdb_id"":37147,""character"":""La Grand' Mère""},{""name"":""Jean Renoir"",""tmdb_id"":11528,""character"":""Père Poulain""},{""name"":""Marguerite Renoir"",""tmdb_id"":11532,""character"":""La Servante""}]}",""
"A Dry White Season","a-dry-white-season","953","Euzhan Palcy","1989","","[""Drama"",""Thriller""]","https://www.criterion.com/films/29148-a-dry-white-season","tt0097243","https://www.imdb.com/title/tt0097243/","32075","https://www.themoviedb.org/movie/32075","https://letterboxd.com/tmdb/32075","2","0","{""directors"":[{""name"":""Euzhan Palcy"",""tmdb_id"":108824}],""writers"":[{""name"":""Colin Welland"",""tmdb_id"":14957},{""name"":""Euzhan Palcy"",""tmdb_id"":108824}],""cinematographers"":[{""name"":""Kelvin Pike"",""tmdb_id"":1556557},{""name"":""Pierre-William Glenn"",""tmdb_id"":20034}],""editors"":[{""name"":""Glenn Cunningham"",""tmdb_id"":2014132},{""name"":""Sam O'Steen"",""tmdb_id"":12015}],""cast"":[{""name"":""Donald Sutherland"",""tmdb_id"":55636,""character"":""Ben du Toit""},{""name"":""Janet Suzman"",""tmdb_id"":67026,""character"":""Susan du Toit""},{""name"":""Zakes Mokae"",""tmdb_id"":47458,""character"":""Stanley Makhaya""},{""name"":""Jürgen Prochnow"",""tmdb_id"":920,""character"":""Captain Stolz""},{""name"":""Susan Sarandon"",""tmdb_id"":4038,""character"":""Melanie Bruwer""},{""name"":""Marlon Brando"",""tmdb_id"":3084,""character"":""Ian McKenzie""},{""name"":""Winston Ntshona"",""tmdb_id"":75790,""character"":""Gordon Ngubene""},{""name"":""Thoko Ntshinga"",""tmdb_id"":124510,""character"":""Emily Ngubene""}]}",""
"A Face in the Crowd","a-face-in-the-crowd","970","Elia Kazan","1957","","[""Drama""]","https://www.criterion.com/films/28703-a-face-in-the-crowd","tt0050371","https://www.imdb.com/title/tt0050371/","21849","https://www.themoviedb.org/movie/21849","https://letterboxd.com/tmdb/21849","8","0","{""directors"":[{""name"":""Elia Kazan"",""tmdb_id"":2746}],""writers"":[{""name"":""Budd Schulberg"",""tmdb_id"":9850}],""cinematographers"":[{""name"":""Gayne Rescher"",""tmdb_id"":1798},{""name"":""Harry Stradling Sr."",""tmdb_id"":10537}],""editors"":[{""name"":""Gene Milford"",""tmdb_id"":9852}],""cast"":[{""name"":""Andy Griffith"",""tmdb_id"":65562,""character"":""Larry 'Lonesome' Rhodes""},{""name"":""Patricia Neal"",""tmdb_id"":1934,""character"":""Marcia Jeffries""},{""name"":""Anthony Franciosa"",""tmdb_id"":106179,""character"":""Joey DePalma""},{""name"":""Walter Matthau"",""tmdb_id"":6837,""character"":""Mel Miller""},{""name"":""Lee Remick"",""tmdb_id"":855,""character"":""Betty Lou Fleckum""},{""name"":""Percy Waram"",""tmdb_id"":87547,""character"":""General Haynesworth""},{""name"":""Paul McGrath"",""tmdb_id"":120715,""character"":""Macey""},{""name"":""Rod Brasfield"",""tmdb_id"":1098537,""character"":""Beanie""}]}",""
"A Hard Day’s Night","a-hard-days-night","711","Richard Lester","1964","","[""Comedy"",""Music""]","https://www.criterion.com/films/28547-a-hard-day-s-night","tt0058182","https://www.imdb.com/title/tt0058182/","704","https://www.themoviedb.org/movie/704","https://letterboxd.com/tmdb/704","4","0","{""directors"":[{""name"":""Richard Lester"",""tmdb_id"":10586}],""writers"":[{""name"":""Alun Owen"",""tmdb_id"":10587}],""cinematographers"":[{""name"":""Gilbert Taylor"",""tmdb_id"":7753}],""editors"":[{""name"":""John Jympson"",""tmdb_id"":7754}],""cast"":[{""name"":""John Lennon"",""tmdb_id"":10592,""character"":""John""},{""name"":""Paul McCartney"",""tmdb_id"":10215,""character"":""Paul""},{""name"":""George Harrison"",""tmdb_id"":10593,""character"":""George""},{""name"":""Ringo Starr"",""tmdb_id"":10594,""character"":""Ringo""},{""name"":""Wilfrid Brambell"",""tmdb_id"":10595,""character"":""Grandfather""},{""name"":""Norman Rossington"",""tmdb_id"":10596,""character"":""Norm""},{""name"":""John Junkin"",""tmdb_id"":10597,""character"":""Shake""},{""name"":""Victor Spinetti"",""tmdb_id"":10598,""character"":""T.V. Director""}]}",""
"A Hollis Frampton Odyssey","a-hollis-frampton-odyssey","607","Hollis Frampton","1966","","[]","https://www.criterion.com/films/27945-a-hollis-frampton-odyssey","","","166718","https://www.themoviedb.org/movie/166718","https://letterboxd.com/tmdb/166718","1","0","{""directors"":[{""name"":""Hollis Frampton"",""tmdb_id"":1092209}],""writers"":[],""cinematographers"":[],""editors"":[],""cast"":[]}",""
"A Man and a Woman","a-man-and-a-woman","1304","Claude Lelouch","1966","","[""Drama"",""Romance""]","https://www.criterion.com/films/34966-a-man-and-a-woman","tt0061138","https://www.imdb.com/title/tt0061138/","42726","https://www.themoviedb.org/movie/42726","https://letterboxd.com/tmdb/42726","1","0","{""directors"":[{""name"":""Claude Lelouch"",""tmdb_id"":16862}],""writers"":[{""name"":""Claude Lelouch"",""tmdb_id"":16862},{""name"":""Pierre Uytterhoeven"",""tmdb_id"":24455}],""cinematographers"":[{""name"":""Claude Lelouch"",""tmdb_id"":16862}],""editors"":[{""name"":""Claude Barrois"",""tmdb_id"":24855},{""name"":""Claude Lelouch"",""tmdb_id"":16862}],""cast"":[{""name"":""Anouk Aimée"",""tmdb_id"":5682,""character"":""Anne Gauthier""},{""name"":""Jean-Louis Trintignant"",""tmdb_id"":1352,""character"":""Jean-Louis Duroc""},{""name"":""Pierre Barouh"",""tmdb_id"":70179,""character"":""Pierre Gauthier""},{""name"":""Valérie Lagrange"",""tmdb_id"":39199,""character"":""Valérie Duroc""},{""name"":""Antoine Sire"",""tmdb_id"":244518,""character"":""Antoine Duroc""},{""name"":""Souad Amidou"",""tmdb_id"":146628,""character"":""Françoise Gauthier""},{""name"":""Henri Chemin"",""tmdb_id"":327203,""character"":""Jean-Louis' Co-pilot""},{""name"":""Yane Barry"",""tmdb_id"":278332,""character"":""Jean-Louis' Mistress""}]}",""
"A Man Escaped","a-man-escaped","650","Robert Bresson","1956","","[""Drama"",""Thriller""]","https://www.criterion.com/films/27848-a-man-escaped","tt0049902","https://www.imdb.com/title/tt0049902/","15244","https://www.themoviedb.org/movie/15244","https://letterboxd.com/tmdb/15244","8","0","{""directors"":[{""name"":""Robert Bresson"",""tmdb_id"":10346}],""writers"":[{""name"":""Robert Bresson"",""tmdb_id"":10346}],""cinematographers"":[{""name"":""Léonce-Henri Burel"",""tmdb_id"":10349}],""editors"":[{""name"":""Raymond Lamy"",""tmdb_id"":10350}],""cast"":[{""name"":""François Leterrier"",""tmdb_id"":26183,""character"":""Fontaine""},{""name"":""Charles Le Clainche"",""tmdb_id"":96794,""character"":""Jost""},{""name"":""Maurice Beerblock"",""tmdb_id"":96795,""character"":""Blanchet""},{""name"":""Roland Monod"",""tmdb_id"":39438,""character"":""Priest of Leiris""},{""name"":""Jacques Ertaud"",""tmdb_id"":96796,""character"":""Orsini""},{""name"":""Jean Paul Delhumeau"",""tmdb_id"":223218,""character"":""Hebrard""},{""name"":""Roger Treherne"",""tmdb_id"":223219,""character"":""Terry""},{""name"":""Jean Philippe Delamarre"",""tmdb_id"":1120081,""character"":""Le Prisonnier 110""}]}",""
"A Master Builder","a-master-builder","762","Jonathan Demme","2014","","[""Drama""]","https://www.criterion.com/films/28646-a-master-builder","tt2276069","https://www.imdb.com/title/tt2276069/","268536","https://www.themoviedb.org/movie/268536","https://letterboxd.com/tmdb/268536","1","0","{""directors"":[{""name"":""Jonathan Demme"",""tmdb_id"":16294}],""writers"":[{""name"":""Wallace Shawn"",""tmdb_id"":12900}],""cinematographers"":[{""name"":""Declan Quinn"",""tmdb_id"":6117}],""editors"":[{""name"":""Tim Squyres"",""tmdb_id"":1635}],""cast"":[{""name"":""Wallace Shawn"",""tmdb_id"":12900,""character"":""Halvard Solness""},{""name"":""Julie Hagerty"",""tmdb_id"":14415,""character"":""Mrs. Solness""},{""name"":""Larry Pine"",""tmdb_id"":19511,""character"":""Dr. Herdal""},{""name"":""Lisa Joyce"",""tmdb_id"":1218257,""character"":""Hilde Wangel""},{""name"":""Andre Gregory"",""tmdb_id"":109470,""character"":""Knut Brovik""},{""name"":""Emily Cass McDonnell"",""tmdb_id"":1412150,""character"":""Kaia Fosli""},{""name"":""Jeff Biehl"",""tmdb_id"":1578557,""character"":""Ragnar Brovik""},{""name"":""Winsome Brown"",""tmdb_id"":149724,""character"":""Nurse""}]}",""
"A Matter of Life and Death","a-matter-of-life-and-death","939","Michael Powell","1946","","[""Romance"",""Fantasy"",""Drama"",""Comedy""]","https://www.criterion.com/films/28833-a-matter-of-life-and-death","tt0038733","https://www.imdb.com/title/tt0038733/","28162","https://www.themoviedb.org/movie/28162","https://letterboxd.com/tmdb/28162","5","0","{""directors"":[{""name"":""Emeric Pressburger"",""tmdb_id"":37846},{""name"":""Michael Powell"",""tmdb_id"":68424}],""writers"":[{""name"":""Emeric Pressburger"",""tmdb_id"":37846},{""name"":""Michael Powell"",""tmdb_id"":68424}],""cinematographers"":[{""name"":""Jack Cardiff"",""tmdb_id"":6603}],""editors"":[{""name"":""Reginald Mills"",""tmdb_id"":24667}],""cast"":[{""name"":""David Niven"",""tmdb_id"":14261,""character"":""Peter Carter""},{""name"":""Kim Hunter"",""tmdb_id"":10539,""character"":""June""},{""name"":""Roger Livesey"",""tmdb_id"":83907,""character"":""Doctor Reeves""},{""name"":""Marius Goring"",""tmdb_id"":38037,""character"":""Conductor 71""},{""name"":""Robert Coote"",""tmdb_id"":92908,""character"":""Bob Trubshawe""},{""name"":""Kathleen Byron"",""tmdb_id"":99905,""character"":""An Angel""},{""name"":""Richard Attenborough"",""tmdb_id"":4786,""character"":""An English Pilot""},{""name"":""Bonar Colleano"",""tmdb_id"":132598,""character"":""An American Pilot""}]}",""
"À nos amours","a-nos-amours","337","Maurice Pialat","1983","","[""Drama"",""Romance""]","https://www.criterion.com/films/779-a-nos-amours","tt0086650","https://www.imdb.com/title/tt0086650/","2282","https://www.themoviedb.org/movie/2282","https://letterboxd.com/tmdb/2282","1","0","{""directors"":[{""name"":""Maurice Pialat"",""tmdb_id"":16988}],""writers"":[{""name"":""Maurice Pialat"",""tmdb_id"":16988},{""name"":""Arlette Langmann"",""tmdb_id"":38397}],""cinematographers"":[{""name"":""Jacques Loiseleux"",""tmdb_id"":21799}],""editors"":[{""name"":""Yann Dedet"",""tmdb_id"":6318},{""name"":""Sophie Coussein"",""tmdb_id"":23510},{""name"":""Valérie Condroyer"",""tmdb_id"":23509}],""cast"":[{""name"":""Sandrine Bonnaire"",""tmdb_id"":19161,""character"":""Suzanne""},{""name"":""Maurice Pialat"",""tmdb_id"":16988,""character"":""Le Père""},{""name"":""Christophe Odent"",""tmdb_id"":23505,""character"":""Michel""},{""name"":""Dominique Besnehard"",""tmdb_id"":21680,""character"":""Robert""},{""name"":""Cyril Collard"",""tmdb_id"":127283,""character"":""Jean-Pierre""},{""name"":""Jacques Fieschi"",""tmdb_id"":23506,""character"":""Le Beau-frère""},{""name"":""Valérie Schlumberger"",""tmdb_id"":2255253,""character"":""Marie-France""},{""name"":""Evelyne Ker"",""tmdb_id"":21770,""character"":""La Mère""}]}",""
