"selector_label","title","director","criterion_url","source","published_rank"
"Josephine Decker","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Christophe Honoré","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Young Jean Lee","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Bret Easton Ellis","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Alex Ross Perry","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Hossein Amini","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Martin Scorsese","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Richard Ayoade","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"John Bailey","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Chris Hegedus","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Nicolas Roeg","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Christa Lang-Fuller","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Neil LaBute","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"David Hudson","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Jane Campion","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Barker","Contempt","Jean-Luc Godard","https://www.criterion.com/films/239-contempt","https://github.com/brittonwalker/criterion-top-ten",""
"Dash Shaw","Crash","David Cronenberg","https://www.criterion.com/films/29014-crash","https://github.com/brittonwalker/criterion-top-ten",""
"Dash Shaw","Eclipse Series 19: Chantal Akerman in the Seventies","Chantal Akerman","https://www.criterion.com/boxsets/691-eclipse-series-19-chantal-akerman-in-the-seventies","https://github.com/brittonwalker/criterion-top-ten",""
"Dash Shaw","The Complete Jacques Tati","Jacques Tati","https://www.criterion.com/films/1069-the-complete-jacques-tati","https://github.com/brittonwalker/criterion-top-ten",""
"Dash Shaw","Brand upon the Brain!","Guy Maddin","https://www.criterion.com/films/746-brand-upon-the-brain","https://github.com/brittonwalker/criterion-top-ten",""
"Marcel Dzama","Brand upon the Brain!","Guy Maddin","https://www.criterion.com/films/746-brand-upon-the-brain","https://github.com/brittonwalker/criterion-top-ten",""
"Edson Oda","City Lights","Charles Chaplin","https://www.criterion.com/films/27558-city-lights","https://github.com/brittonwalker/criterion-top-ten",""
"Edson Oda","Rashomon","Akira Kurosawa","https://www.criterion.com/films/307-rashomon","https://github.com/brittonwalker/criterion-top-ten",""
"Alan Rudolph","Rashomon","Akira Kurosawa","https://www.criterion.com/films/307-rashomon","https://github.com/brittonwalker/criterion-top-ten",""
"Young Jean Lee","Rashomon","Akira Kurosawa","https://www.criterion.com/films/307-rashomon","https://github.com/brittonwalker/criterion-top-ten",""
"Roger Corman","Rashomon","Akira Kurosawa","https://www.criterion.com/films/307-rashomon","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Weil","Rashomon","Akira Kurosawa","https://www.criterion.com/films/307-rashomon","https://github.com/brittonwalker/criterion-top-ten",""
"Adam Yauch","Rashomon","Akira Kurosawa","https://www.criterion.com/films/307-rashomon","https://github.com/brittonwalker/criterion-top-ten",""
"Edson Oda","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Hobbs","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"Roger Corman","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"Flying Lotus","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"Guillermo del Toro","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"Caitlin Kuhwald","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"Whit Stillman","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"David Hudson","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"Peter Cowie","The Seventh Seal","Ingmar Bergman","https://www.criterion.com/films/173-the-seventh-seal","https://github.com/brittonwalker/criterion-top-ten",""
"Edson Oda","Wings of Desire","Wim Wenders","https://www.criterion.com/films/200-wings-of-desire","https://github.com/brittonwalker/criterion-top-ten",""
"John Grant","Wings of Desire","Wim Wenders","https://www.criterion.com/films/200-wings-of-desire","https://github.com/brittonwalker/criterion-top-ten",""
"Matthew Weiner","Wings of Desire","Wim Wenders","https://www.criterion.com/films/200-wings-of-desire","https://github.com/brittonwalker/criterion-top-ten",""
"Stella Mozgawa","Wings of Desire","Wim Wenders","https://www.criterion.com/films/200-wings-of-desire","https://github.com/brittonwalker/criterion-top-ten",""
"Franc Roddam","Wings of Desire","Wim Wenders","https://www.criterion.com/films/200-wings-of-desire","https://github.com/brittonwalker/criterion-top-ten",""
" John Taylor","Wings of Desire","Wim Wenders","https://www.criterion.com/films/200-wings-of-desire","https://github.com/brittonwalker/criterion-top-ten",""
"Oren Moverman","Wings of Desire","Wim Wenders","https://www.criterion.com/films/200-wings-of-desire","https://github.com/brittonwalker/criterion-top-ten",""
"Edson Oda","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Josephine Decker","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Brian Raftery","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Steven Yeun","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Jessica Morgan","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Zach Braff","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Clea DuVall","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Ana Lily Amirpour","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Bong Joon-ho","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Nicholas Stoller","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Flying Lotus","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Chuck Klosterman","Being John Malkovich","Spike Jonze","https://www.criterion.com/films/28055-being-john-malkovich","https://github.com/brittonwalker/criterion-top-ten",""
"Edson Oda","Hunger","Steve McQueen","https://www.criterion.com/films/477-hunger","https://github.com/brittonwalker/criterion-top-ten",""
"Jennifer Reeder","Hunger","Steve McQueen","https://www.criterion.com/films/477-hunger","https://github.com/brittonwalker/criterion-top-ten",""
"Mogwai","Hunger","Steve McQueen","https://www.criterion.com/films/477-hunger","https://github.com/brittonwalker/criterion-top-ten",""
"Alec Baldwin","Hunger","Steve McQueen","https://www.criterion.com/films/477-hunger","https://github.com/brittonwalker/criterion-top-ten",""
"Edson Oda","Police Story 2","Jackie Chan","https://www.criterion.com/films/29545-police-story-2","https://github.com/brittonwalker/criterion-top-ten",""
"Edson Oda","The Virgin Suicides","Sofia Coppola","https://www.criterion.com/films/29336-the-virgin-suicides","https://github.com/brittonwalker/criterion-top-ten",""
"Dustin O’Halloran","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"The Ross Brothers’ Top 10","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Paweł Pawlikowski","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Barry Levinson","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Illeana Douglas","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Nicholas Stoller","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Dominic Monaghan","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Greg Mottola","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Monte Hellman","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Patton Oswalt","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Rian Johnson","Amarcord","Federico Fellini","https://www.criterion.com/films/208-amarcord","https://github.com/brittonwalker/criterion-top-ten",""
"Dustin O’Halloran","La notte","Michelangelo Antonioni","https://www.criterion.com/films/28111-la-notte","https://github.com/brittonwalker/criterion-top-ten",""
"Sebastián Lelio","La notte","Michelangelo Antonioni","https://www.criterion.com/films/28111-la-notte","https://github.com/brittonwalker/criterion-top-ten",""
"Tracy Letts","La notte","Michelangelo Antonioni","https://www.criterion.com/films/28111-la-notte","https://github.com/brittonwalker/criterion-top-ten",""
"Dustin O’Halloran","Stalker","Andrei Tarkovsky","https://www.criterion.com/films/28150-stalker","https://github.com/brittonwalker/criterion-top-ten",""
"Jack Reynor","Stalker","Andrei Tarkovsky","https://www.criterion.com/films/28150-stalker","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","Stalker","Andrei Tarkovsky","https://www.criterion.com/films/28150-stalker","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Radcliff and Lauren Wolkstein","Stalker","Andrei Tarkovsky","https://www.criterion.com/films/28150-stalker","https://github.com/brittonwalker/criterion-top-ten",""
"Zola Jesus","Stalker","Andrei Tarkovsky","https://www.criterion.com/films/28150-stalker","https://github.com/brittonwalker/criterion-top-ten",""
"Dustin O’Halloran","Betty Blue","Jean-Jacques Beineix","https://www.criterion.com/films/29079-betty-blue","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Radcliff and Lauren Wolkstein","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Janicza Bravo","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Rodarte","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Douglas Hart","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Megan Abbott","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Robert Greene","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Jonathan Caouette","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"James Franco","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Leanne Shapton","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"David Markey","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Allison Anders","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Jonathan Lethem","3 Women","Robert Altman","https://www.criterion.com/films/712-3-women","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Amy Seimetz","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Kleber Mendonça Filho","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"David and Nathan Zellner","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Doug Nichol","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Steve Gunn","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"K. K. Barrett","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Susie Bright ","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Edgar Wright","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Georgia Hubley","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Atkinson","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Joe Swanberg","Two-Lane Blacktop","Monte Hellman","https://www.criterion.com/films/847-two-lane-blacktop","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","Downhill Racer","Michael Ritchie","https://www.criterion.com/films/20391-downhill-racer","https://github.com/brittonwalker/criterion-top-ten",""
"Julia Cafritz","Downhill Racer","Michael Ritchie","https://www.criterion.com/films/20391-downhill-racer","https://github.com/brittonwalker/criterion-top-ten",""
"Angus MacLachlan","Downhill Racer","Michael Ritchie","https://www.criterion.com/films/20391-downhill-racer","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","Red Desert","Michelangelo Antonioni","https://www.criterion.com/films/1454-red-desert","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Red Desert","Michelangelo Antonioni","https://www.criterion.com/films/1454-red-desert","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Radcliff and Lauren Wolkstein","Red Desert","Michelangelo Antonioni","https://www.criterion.com/films/1454-red-desert","https://github.com/brittonwalker/criterion-top-ten",""
"K. K. Barrett","Red Desert","Michelangelo Antonioni","https://www.criterion.com/films/1454-red-desert","https://github.com/brittonwalker/criterion-top-ten",""
"Geoff Dyer","Red Desert","Michelangelo Antonioni","https://www.criterion.com/films/1454-red-desert","https://github.com/brittonwalker/criterion-top-ten",""
"Brie Larson ","Red Desert","Michelangelo Antonioni","https://www.criterion.com/films/1454-red-desert","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","Black Girl","Ousmane Sembène","https://www.criterion.com/films/28849-black-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Carrie Coon","Black Girl","Ousmane Sembène","https://www.criterion.com/films/28849-black-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Kelly Reichardt","Black Girl","Ousmane Sembène","https://www.criterion.com/films/28849-black-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Janicza Bravo","Black Girl","Ousmane Sembène","https://www.criterion.com/films/28849-black-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","Hiroshima mon amour","Alain Resnais","https://www.criterion.com/films/217-hiroshima-mon-amour","https://github.com/brittonwalker/criterion-top-ten",""
"Isabel Sandoval","Hiroshima mon amour","Alain Resnais","https://www.criterion.com/films/217-hiroshima-mon-amour","https://github.com/brittonwalker/criterion-top-ten",""
"Ali Abbasi","Hiroshima mon amour","Alain Resnais","https://www.criterion.com/films/217-hiroshima-mon-amour","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","Léon Morin, Priest","Jean-Pierre Melville","https://www.criterion.com/films/27660-lon-morin-priest","https://github.com/brittonwalker/criterion-top-ten",""
"Richard Hell","Léon Morin, Priest","Jean-Pierre Melville","https://www.criterion.com/films/27660-lon-morin-priest","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","Mishima: A Life in Four Chapters","Paul Schrader","https://www.criterion.com/films/588-mishima-a-life-in-four-chapters","https://github.com/brittonwalker/criterion-top-ten",""
"Ben Wheatley","Mishima: A Life in Four Chapters","Paul Schrader","https://www.criterion.com/films/588-mishima-a-life-in-four-chapters","https://github.com/brittonwalker/criterion-top-ten",""
"K. K. Barrett","Mishima: A Life in Four Chapters","Paul Schrader","https://www.criterion.com/films/588-mishima-a-life-in-four-chapters","https://github.com/brittonwalker/criterion-top-ten",""
"Stella Mozgawa","Mishima: A Life in Four Chapters","Paul Schrader","https://www.criterion.com/films/588-mishima-a-life-in-four-chapters","https://github.com/brittonwalker/criterion-top-ten",""
"Daniel Lopatin","Mishima: A Life in Four Chapters","Paul Schrader","https://www.criterion.com/films/588-mishima-a-life-in-four-chapters","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Weil","Mishima: A Life in Four Chapters","Paul Schrader","https://www.criterion.com/films/588-mishima-a-life-in-four-chapters","https://github.com/brittonwalker/criterion-top-ten",""
"John Bailey","Mishima: A Life in Four Chapters","Paul Schrader","https://www.criterion.com/films/588-mishima-a-life-in-four-chapters","https://github.com/brittonwalker/criterion-top-ten",""
"Wes Anderson","Mishima: A Life in Four Chapters","Paul Schrader","https://www.criterion.com/films/588-mishima-a-life-in-four-chapters","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","La vie de bohème","Aki Kaurismäki","https://www.criterion.com/films/28086-la-vie-de-bohme","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","Trouble in Paradise","Ernst Lubitsch","https://www.criterion.com/films/723-trouble-in-paradise","https://github.com/brittonwalker/criterion-top-ten",""
"Miguel Arteta ","Trouble in Paradise","Ernst Lubitsch","https://www.criterion.com/films/723-trouble-in-paradise","https://github.com/brittonwalker/criterion-top-ten",""
"Angus MacLachlan","Trouble in Paradise","Ernst Lubitsch","https://www.criterion.com/films/723-trouble-in-paradise","https://github.com/brittonwalker/criterion-top-ten",""
"David Schwartz","Trouble in Paradise","Ernst Lubitsch","https://www.criterion.com/films/723-trouble-in-paradise","https://github.com/brittonwalker/criterion-top-ten",""
"Tom Schnabel","Trouble in Paradise","Ernst Lubitsch","https://www.criterion.com/films/723-trouble-in-paradise","https://github.com/brittonwalker/criterion-top-ten",""
"Bruce Goldstein","Trouble in Paradise","Ernst Lubitsch","https://www.criterion.com/films/723-trouble-in-paradise","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Kelly Reichardt","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Ruben Östlund","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Ken Jennings","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Reggie Watts","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Stella Mozgawa","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Frederick Elmes","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Pedro Costa","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Robin Wood","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Jean-Pierre Gorin","PlayTime","Jacques Tati","https://www.criterion.com/films/651-playtime","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","Shock Corridor","Samuel Fuller","https://www.criterion.com/films/534-shock-corridor","https://github.com/brittonwalker/criterion-top-ten",""
"David and Nathan Zellner","Shock Corridor","Samuel Fuller","https://www.criterion.com/films/534-shock-corridor","https://github.com/brittonwalker/criterion-top-ten",""
"Miguel Arteta ","Shock Corridor","Samuel Fuller","https://www.criterion.com/films/534-shock-corridor","https://github.com/brittonwalker/criterion-top-ten",""
"Christa Lang-Fuller","Shock Corridor","Samuel Fuller","https://www.criterion.com/films/534-shock-corridor","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Josephine Decker","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Kasi Lemmons","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"John Grant","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Sloane Crosley","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Zach Braff","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Mike Portnoy","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Keith Gordon","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Sean Baker","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Don Hertzfeldt","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Will Oldham","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Jonathan Caouette","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Paul Feig ","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Phil Rosenthal","Harold and Maude","Hal Ashby","https://www.criterion.com/films/27896-harold-and-maude","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","The Breakfast Club","John Hughes","https://www.criterion.com/films/29272-the-breakfast-club","https://github.com/brittonwalker/criterion-top-ten",""
"Jessica Morgan","The Breakfast Club","John Hughes","https://www.criterion.com/films/29272-the-breakfast-club","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Alice Rohrwacher","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Don Hertzfeldt","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Brie Larson ","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Wes Anderson","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Pedro Costa","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Atkinson","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Ramin Bahrani","The Exterminating Angel","Luis Buñuel","https://www.criterion.com/films/1076-the-exterminating-angel","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Raúl Castillo","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Alan Rudolph","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Ruben Östlund","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Roger Corman","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Edgar Wright","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Georgia Hubley","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
"Marcel Dzama","The Discreet Charm of the Bourgeoisie","Luis Buñuel","https://www.criterion.com/films/310-the-discreet-charm-of-the-bourgeoisie","https://github.com/brittonwalker/criterion-top-ten",""
