slug,title,year,director,runtime,imdb,tmdb,lb_rating,lb_rating_count,imdb_rating,imdb_votes,times_picked,imdb_url,lb_url
the-red-balloon,The Red Balloon,1956,Albert Lamorisse,34,tt0048980,15265,4.11,55865,8.1,21873,2,https://www.imdb.com/title/tt0048980/,https://letterboxd.com/film/the-red-balloon/
katzelmacher,Katzelmacher,1969,Rainer Werner Fassbinder,90,tt0064536,7736,3.45,4521,6.8,3325,2,https://www.imdb.com/title/tt0064536/,https://letterboxd.com/film/katzelmacher/
the-servant,The Servant,1963,Joseph Losey,116,tt0057490,42987,4.14,33704,7.7,15935,2,https://www.imdb.com/title/tt0057490/,https://letterboxd.com/film/the-servant/
they-live-by-night,They Live by Night,1948,Nicholas Ray,96,tt0040872,44190,3.91,20724,7.4,10406,2,https://www.imdb.com/title/tt0040872/,https://letterboxd.com/film/they-live-by-night/
risky-business,Risky Business,1983,Paul Brickman,98,tt0086200,9346,3.43,137798,6.8,108605,2,https://www.imdb.com/title/tt0086200/,https://letterboxd.com/film/risky-business/
journey-to-the-beginning-of-time,Journey to the Beginning of Time,1955,Karel Zeman,85,tt0047930,8779,3.58,6289,7.1,3013,2,https://www.imdb.com/title/tt0047930/,https://letterboxd.com/film/journey-to-the-beginning-of-time/
not-a-pretty-picture,Not a Pretty Picture,1976,Martha Coolidge,83,tt0073467,432907,4.04,2258,7.3,313,2,https://www.imdb.com/title/tt0073467/,https://letterboxd.com/film/not-a-pretty-picture/
a-raisin-in-the-sun,A Raisin in the Sun,1961,Daniel Petrie,128,tt0055353,29478,4.05,15639,8,10549,2,https://www.imdb.com/title/tt0055353/,https://letterboxd.com/film/a-raisin-in-the-sun/
two-tons-of-turquoise-to-taos-tonight,Two Tons of Turquoise to Taos Tonight,1975,Robert Downey Sr.,56,tt0427550,112446,3.27,617,5.5,267,2,https://www.imdb.com/title/tt0427550/,https://letterboxd.com/film/two-tons-of-turquoise-to-taos-tonight/
shaft,Shaft,1971,Gordon Parks,100,tt0067741,482,3.47,39310,6.6,23077,2,https://www.imdb.com/title/tt0067741/,https://letterboxd.com/film/shaft/
secret-sunshine,Secret Sunshine,2007,Lee Chang-dong,143,tt0817225,2015,4.1,30379,7.5,10808,2,https://www.imdb.com/title/tt0817225/,https://letterboxd.com/film/secret-sunshine/
red-beard,Red Beard,1965,Akira Kurosawa,185,tt0058888,3780,4.42,35910,8.3,23511,2,https://www.imdb.com/title/tt0058888/,https://letterboxd.com/film/red-beard/
kicking-and-screaming,Kicking and Screaming,1995,Noah Baumbach,96,tt0113537,28387,3.36,54343,6.6,16088,2,https://www.imdb.com/title/tt0113537/,https://letterboxd.com/film/kicking-and-screaming/
babo-73,Babo 73,1964,Robert Downey Sr.,57,tt0138311,112448,3.16,1010,5.3,453,2,https://www.imdb.com/title/tt0138311/,https://letterboxd.com/film/babo-73/
cameraperson,Cameraperson,2016,Kirsten Johnson,102,tt5375040,376534,4.14,19418,7.5,3659,2,https://www.imdb.com/title/tt5375040/,https://letterboxd.com/film/cameraperson/
under-the-volcano,Under the Volcano,1984,John Huston,112,tt0088322,41089,3.52,6602,6.8,6850,2,https://www.imdb.com/title/tt0088322/,https://letterboxd.com/film/under-the-volcano/
4-months-3-weeks-and-2-days,"4 Months, 3 Weeks and 2 Days",2007,Cristian Mungiu,114,tt1032846,2009,4.25,64264,7.9,66151,2,https://www.imdb.com/title/tt1032846/,https://letterboxd.com/film/4-months-3-weeks-and-2-days/
richard-iii,Richard III,1955,Laurence Olivier,155,tt0049674,43323,3.71,6385,7.3,5895,2,https://www.imdb.com/title/tt0049674/,https://letterboxd.com/film/richard-iii/
funny-girl,Funny Girl,1968,William Wyler,155,tt0062994,16085,3.98,68970,7.4,27503,2,https://www.imdb.com/title/tt0062994/,https://letterboxd.com/film/funny-girl/
the-rose,The Rose,1979,Mark Rydell,125,tt0079826,16323,3.6,4892,7,9863,2,https://www.imdb.com/title/tt0079826/,https://letterboxd.com/film/the-rose/
the-great-dictator,The Great Dictator,1940,Charlie Chaplin,125,tt0032553,914,4.33,195664,8.4,258841,2,https://www.imdb.com/title/tt0032553/,https://letterboxd.com/film/the-great-dictator/
still-walking,Still Walking,2008,Hirokazu Kore-eda,114,tt1087578,25050,4.34,67573,7.9,21113,2,https://www.imdb.com/title/tt1087578/,https://letterboxd.com/film/still-walking/
ingrid-bergman-in-her-own-words,Ingrid Bergman: In Her Own Words,2015,Stig Björkman,116,tt4621016,341106,3.89,3922,7.4,2670,2,https://www.imdb.com/title/tt4621016/,https://letterboxd.com/film/ingrid-bergman-in-her-own-words/
la-bamba,La Bamba,1987,Luis Valdez,108,tt0093378,16620,3.62,50817,7,38537,2,https://www.imdb.com/title/tt0093378/,https://letterboxd.com/film/la-bamba/
green-for-danger,Green for Danger,1946,Sidney Gilliat,91,tt0038577,29589,3.56,5919,7.3,6332,2,https://www.imdb.com/title/tt0038577/,https://letterboxd.com/film/green-for-danger/
mudbound,Mudbound,2017,Dee Rees,135,tt2396589,414425,3.76,58527,7.4,57728,2,https://www.imdb.com/title/tt2396589/,https://letterboxd.com/film/mudbound/
the-organizer,The Organizer,1963,Mario Monicelli,130,tt0056945,51092,4.09,6537,8,3811,2,https://www.imdb.com/title/tt0056945/,https://letterboxd.com/film/the-organizer/
chafed-elbows,Chafed Elbows,1967,Robert Downey Sr.,63,tt0138355,110689,3.48,1545,6.2,559,2,https://www.imdb.com/title/tt0138355/,https://letterboxd.com/film/chafed-elbows/
the-gunfighter,The Gunfighter,1950,Henry King,85,tt0042531,17409,4,15219,7.7,14453,2,https://www.imdb.com/title/tt0042531/,https://letterboxd.com/film/the-gunfighter/
branded-to-kill,Branded to Kill,1967,Seijun Suzuki,91,tt0061882,17905,3.87,34927,7.2,11191,2,https://www.imdb.com/title/tt0061882/,https://letterboxd.com/film/branded-to-kill/
the-fabulous-baron-munchausen,The Fabulous Baron Munchausen,1962,Karel Zeman,85,tt0054665,41213,4.07,14354,7.7,3615,2,https://www.imdb.com/title/tt0054665/,https://letterboxd.com/film/the-fabulous-baron-munchausen/
leningrad-cowboys-meet-moses,Leningrad Cowboys Meet Moses,1994,Aki Kaurismäki,94,tt0107384,30366,3.15,3105,5.6,2052,2,https://www.imdb.com/title/tt0107384/,https://letterboxd.com/film/leningrad-cowboys-meet-moses/
the-magnificent-ambersons,The Magnificent Ambersons,1942,Orson Welles,88,tt0035015,965,3.89,41288,7.6,28772,2,https://www.imdb.com/title/tt0035015/,https://letterboxd.com/film/the-magnificent-ambersons/
comradeship,Comradeship,1931,Georg Wilhelm Pabst,93,tt0022017,42836,3.83,2876,7.5,2076,2,https://www.imdb.com/title/tt0022017/,https://letterboxd.com/film/comradeship/
harold-and-maude,Harold and Maude,1971,Hal Ashby,92,tt0067185,343,4.11,151492,7.8,85242,2,https://www.imdb.com/title/tt0067185/,https://letterboxd.com/film/harold-and-maude/
david-lynch-the-art-life,David Lynch: The Art Life,2016,"Jon Nguyen, Rick Barnes, Olivia Neergaard-Holm",89,tt1691152,413765,3.83,36847,7.2,7768,2,https://www.imdb.com/title/tt1691152/,https://letterboxd.com/film/david-lynch-the-art-life/
the-earrings-of-madame-de,The Earrings of Madame de...,1953,Max Ophüls,105,tt0046022,27030,4.08,24437,7.8,12188,2,https://www.imdb.com/title/tt0046022/,https://letterboxd.com/film/the-earrings-of-madame-de/
taris,Taris,1931,Jean Vigo,9,tt0022462,49836,3.54,5234,6.7,2699,2,https://www.imdb.com/title/tt0022462/,https://letterboxd.com/film/taris/
total-balalaika-show,Total Balalaika Show,1994,Aki Kaurismäki,57,tt0111460,109485,3.57,1525,6.8,1062,2,https://www.imdb.com/title/tt0111460/,https://letterboxd.com/film/total-balalaika-show/
native-land,Native Land,1942,"Leo Hurwitz, Paul Strand",89,tt0035112,44787,3.37,473,6.3,411,2,https://www.imdb.com/title/tt0035112/,https://letterboxd.com/film/native-land/
zero-for-conduct-1933,Zero for Conduct,1933,Jean Vigo,48,tt0024803,44494,3.74,18346,7.2,10079,2,https://www.imdb.com/title/tt0024803/,https://letterboxd.com/film/zero-for-conduct-1933/
the-fabulous-world-of-jules-verne,The Fabulous World of Jules Verne,1958,Karel Zeman,83,tt0052374,19759,3.88,7391,7.5,3175,2,https://www.imdb.com/title/tt0052374/,https://letterboxd.com/film/the-fabulous-world-of-jules-verne/
holiday,Holiday,1938,George Cukor,97,tt0030241,16274,3.97,33702,7.7,20242,2,https://www.imdb.com/title/tt0030241/,https://letterboxd.com/film/holiday/
alex-wheatle,Alex Wheatle,2020,Steve McQueen,66,tt10551104,752358,3.47,14060,6.8,2670,2,https://www.imdb.com/title/tt10551104/,https://letterboxd.com/film/alex-wheatle/
anora,Anora,2024,Sean Baker,139,tt28607951,1064213,3.78,2481613,7.4,295383,2,https://www.imdb.com/title/tt28607951/,https://letterboxd.com/film/anora/
hopscotch,Hopscotch,1980,Ronald Neame,104,tt0080889,32030,3.55,9282,7.1,10086,2,https://www.imdb.com/title/tt0080889/,https://letterboxd.com/film/hopscotch/
a-touch-of-zen,A Touch of Zen,1970,King Hu,180,tt0064451,44154,4.12,19950,7.5,8278,2,https://www.imdb.com/title/tt0064451/,https://letterboxd.com/film/a-touch-of-zen/
swing-time,Swing Time,1936,George Stevens,103,tt0028333,20325,3.6,18928,7.4,15632,2,https://www.imdb.com/title/tt0028333/,https://letterboxd.com/film/swing-time/
sorcerer,Sorcerer,1977,William Friedkin,122,tt0076740,38985,4.27,158122,7.7,36804,2,https://www.imdb.com/title/tt0076740/,https://letterboxd.com/film/sorcerer/
samurai-spy,Samurai Spy,1965,Masahiro Shinoda,100,tt0059303,46916,3.61,2165,7,2020,2,https://www.imdb.com/title/tt0059303/,https://letterboxd.com/film/samurai-spy/
ryuichi-sakamoto-opus,Ryuichi Sakamoto | Opus,2023,Neo Sora,103,tt28490873,1156189,4.23,7584,8,1110,2,https://www.imdb.com/title/tt28490873/,https://letterboxd.com/film/ryuichi-sakamoto-opus/
i-am-curious-blue,I Am Curious (Blue),1968,Vilgot Sjöman,107,tt0063149,45690,3.35,2020,6,1778,2,https://www.imdb.com/title/tt0063149/,https://letterboxd.com/film/i-am-curious-blue/
gummo,Gummo,1997,Harmony Korine,89,tt0119237,18415,3.61,180901,6.6,42083,2,https://www.imdb.com/title/tt0119237/,https://letterboxd.com/film/gummo/
fox-and-his-friends,Fox and His Friends,1975,Rainer Werner Fassbinder,125,tt0072976,42254,4.03,19564,7.5,7623,2,https://www.imdb.com/title/tt0072976/,https://letterboxd.com/film/fox-and-his-friends/
merry-christmas-mr-lawrence,"Merry Christmas, Mr. Lawrence",1983,Nagisa Ōshima,124,tt0085933,11948,3.94,51887,7.2,22515,2,https://www.imdb.com/title/tt0085933/,https://letterboxd.com/film/merry-christmas-mr-lawrence/
one-false-move,One False Move,1991,Carl Franklin,105,tt0102592,21128,3.72,23274,7.1,16570,2,https://www.imdb.com/title/tt0102592/,https://letterboxd.com/film/one-false-move/
f-for-fake,F for Fake,1973,Orson Welles,89,tt0072962,43003,4.21,62467,7.7,19786,2,https://www.imdb.com/title/tt0072962/,https://letterboxd.com/film/f-for-fake/
rouge,Rouge,1987,Stanley Kwan Kam-Pang,96,tt0093258,68883,3.89,15022,7.3,4193,2,https://www.imdb.com/title/tt0093258/,https://letterboxd.com/film/rouge/
au-revoir-les-enfants,Au Revoir les Enfants,1987,Louis Malle,105,tt0092593,1786,4.21,58938,8,38650,2,https://www.imdb.com/title/tt0092593/,https://letterboxd.com/film/au-revoir-les-enfants/
merrily-we-go-to-hell,Merrily We Go to Hell,1932,Dorothy Arzner,83,tt0023213,81107,3.6,8837,6.9,2353,2,https://www.imdb.com/title/tt0023213/,https://letterboxd.com/film/merrily-we-go-to-hell/
an-actors-revenge,An Actor's Revenge,1963,Kon Ichikawa,114,tt0057710,27197,3.84,5524,7.3,3185,2,https://www.imdb.com/title/tt0057710/,https://letterboxd.com/film/an-actors-revenge/
night-and-fog,Night and Fog,1956,Alain Resnais,32,tt0048434,803,4.56,61393,8.6,23534,2,https://www.imdb.com/title/tt0048434/,https://letterboxd.com/film/night-and-fog/
vampyr,Vampyr,1932,Carl Theodor Dreyer,74,tt0023649,779,3.77,66698,7.4,22918,2,https://www.imdb.com/title/tt0023649/,https://letterboxd.com/film/vampyr/
weekend-1967,Weekend,1967,Jean-Luc Godard,104,tt0062480,8075,3.74,35575,6.9,16746,2,https://www.imdb.com/title/tt0062480/,https://letterboxd.com/film/weekend-1967/
the-hit-1984,The Hit,1984,Stephen Frears,98,tt0087414,19621,3.67,17608,7,11481,2,https://www.imdb.com/title/tt0087414/,https://letterboxd.com/film/the-hit-1984/
state-of-siege,State of Siege,1972,Costa-Gavras,122,tt0070959,91487,4.09,11668,7.7,6756,2,https://www.imdb.com/title/tt0070959/,https://letterboxd.com/film/state-of-siege/
the-moment-of-truth,The Moment of Truth,1965,Francesco Rosi,100,tt0059459,86785,3.8,2455,7.2,1129,2,https://www.imdb.com/title/tt0059459/,https://letterboxd.com/film/the-moment-of-truth/
zazie-dans-le-metro,Zazie dans le Métro,1960,Louis Malle,93,tt0054494,2546,3.73,15336,6.9,7303,2,https://www.imdb.com/title/tt0054494/,https://letterboxd.com/film/zazie-dans-le-metro/
jellyfish-eyes,Jellyfish Eyes,2013,Takashi Murakami,101,tt2006181,228426,2.59,2253,4.7,617,2,https://www.imdb.com/title/tt2006181/,https://letterboxd.com/film/jellyfish-eyes/
che-part-two,Che: Part Two,2008,Steven Soderbergh,135,tt0374569,8880,3.61,23749,6.8,36493,2,https://www.imdb.com/title/tt0374569/,https://letterboxd.com/film/che-part-two/
ali-fear-eats-the-soul,Ali: Fear Eats the Soul,1974,Rainer Werner Fassbinder,93,tt0071141,216,4.17,70065,8,26103,2,https://www.imdb.com/title/tt0071141/,https://letterboxd.com/film/ali-fear-eats-the-soul/
monsoon-wedding,Monsoon Wedding,2001,Mira Nair,114,tt0265343,480,3.82,23453,7.3,26666,2,https://www.imdb.com/title/tt0265343/,https://letterboxd.com/film/monsoon-wedding/
personal-shopper,Personal Shopper,2016,Olivier Assayas,106,tt4714782,340676,3.38,104657,6.1,45931,2,https://www.imdb.com/title/tt4714782/,https://letterboxd.com/film/personal-shopper/
corsage,Corsage,2022,Marie Kreutzer,114,tt11992694,888321,3.47,41121,6.5,11618,2,https://www.imdb.com/title/tt11992694/,https://letterboxd.com/film/corsage/
bim-the-little-donkey,"Bim, the Little Donkey",1951,Albert Lamorisse,45,tt0137387,273086,3.45,443,6.6,208,2,https://www.imdb.com/title/tt0137387/,https://letterboxd.com/film/bim-the-little-donkey/
bitter-rice,Bitter Rice,1949,Giuseppe De Santis,109,tt0040737,31058,3.86,10769,7.6,5626,2,https://www.imdb.com/title/tt0040737/,https://letterboxd.com/film/bitter-rice/
leave-her-to-heaven,Leave Her to Heaven,1945,John M. Stahl,110,tt0037865,17645,3.94,31647,7.6,16800,2,https://www.imdb.com/title/tt0037865/,https://letterboxd.com/film/leave-her-to-heaven/
war-and-peace-1965,War and Peace,1965,Sergey Bondarchuk,422,tt0063794,29266,4.4,19486,8.3,9727,2,https://www.imdb.com/title/tt0063794/,https://letterboxd.com/film/war-and-peace-1965/
faya-dayi,Faya Dayi,2021,Jessica Beshir,120,tt13648216,776551,3.74,4224,6.8,803,2,https://www.imdb.com/title/tt13648216/,https://letterboxd.com/film/faya-dayi/
people-on-sunday,People on Sunday,1930,"Robert Siodmak, Edgar G. Ulmer",74,tt0020163,347,3.62,6453,7.2,3977,2,https://www.imdb.com/title/tt0020163/,https://letterboxd.com/film/people-on-sunday/
once-upon-a-time-in-china-iii,Once Upon a Time in China III,1992,Tsui Hark,112,tt0108592,10619,3.37,5547,6.7,8273,2,https://www.imdb.com/title/tt0108592/,https://letterboxd.com/film/once-upon-a-time-in-china-iii/
beastie-boys-video-anthology,Beastie Boys: Video Anthology,2000,"Adam Bernstein, Spike Jonze, David Perez Shadi, Evan Bernard, Tamra Davis, Adam Yauch, Ari Marcopoulos",65,tt0273456,283462,4.2,1709,8.3,1188,2,https://www.imdb.com/title/tt0273456/,https://letterboxd.com/film/beastie-boys-video-anthology/
topsy-turvy,Topsy-Turvy,1999,Mike Leigh,160,tt0151568,46435,3.86,13022,7.3,14268,2,https://www.imdb.com/title/tt0151568/,https://letterboxd.com/film/topsy-turvy/
che-part-one,Che: Part One,2008,Steven Soderbergh,134,tt0892255,8881,3.81,34837,7.1,49865,2,https://www.imdb.com/title/tt0892255/,https://letterboxd.com/film/che-part-one/
valerie-and-her-week-of-wonders,Valerie and Her Week of Wonders,1970,Jaromil Jireš,73,tt0066516,46315,3.45,89390,7,13528,2,https://www.imdb.com/title/tt0066516/,https://letterboxd.com/film/valerie-and-her-week-of-wonders/
nineteen-eighty-four-1984,Nineteen Eighty-Four,1984,Michael Radford,113,tt0087803,9314,3.37,84372,7,88492,2,https://www.imdb.com/title/tt0087803/,https://letterboxd.com/film/nineteen-eighty-four-1984/
education-2020,Education,2020,Steve McQueen,63,tt10551106,768675,3.83,14673,7.5,2613,2,https://www.imdb.com/title/tt10551106/,https://letterboxd.com/film/education-2020/
once-upon-a-time-in-china-ii,Once Upon a Time in China II,1992,Tsui Hark,113,tt0105839,10618,3.78,8932,7.3,11438,2,https://www.imdb.com/title/tt0105839/,https://letterboxd.com/film/once-upon-a-time-in-china-ii/
i-was-born-but,"I Was Born, But...",1932,Yasujirō Ozu,91,tt0023634,28268,4,15810,7.8,6796,2,https://www.imdb.com/title/tt0023634/,https://letterboxd.com/film/i-was-born-but/
boyhood,Boyhood,2014,Richard Linklater,165,tt1065073,85350,3.83,643825,7.9,382444,2,https://www.imdb.com/title/tt1065073/,https://letterboxd.com/film/boyhood/
the-cremator,The Cremator,1969,Juraj Herz,101,tt0063633,18352,4.3,52711,8,12979,2,https://www.imdb.com/title/tt0063633/,https://letterboxd.com/film/the-cremator/
red-river,Red River,1948,Howard Hawks,133,tt0040724,3089,4.02,40084,7.7,38008,2,https://www.imdb.com/title/tt0040724/,https://letterboxd.com/film/red-river/
love-is-colder-than-death,Love Is Colder Than Death,1969,Rainer Werner Fassbinder,88,tt0064588,12482,3.31,7009,6.4,3820,2,https://www.imdb.com/title/tt0064588/,https://letterboxd.com/film/love-is-colder-than-death/
the-firemens-ball,The Firemen's Ball,1967,Miloš Forman,73,tt0061781,38442,3.72,24734,7.3,13390,2,https://www.imdb.com/title/tt0061781/,https://letterboxd.com/film/the-firemens-ball/
the-last-wave,The Last Wave,1977,Peter Weir,106,tt0076299,72277,3.57,20257,6.9,12475,2,https://www.imdb.com/title/tt0076299/,https://letterboxd.com/film/the-last-wave/
the-naked-city,The Naked City,1948,Jules Dassin,96,tt0040636,20482,3.81,22172,7.5,17066,2,https://www.imdb.com/title/tt0040636/,https://letterboxd.com/film/the-naked-city/
the-american-friend,The American Friend,1977,Wim Wenders,125,tt0075675,11222,4.03,59545,7.4,21336,2,https://www.imdb.com/title/tt0075675/,https://letterboxd.com/film/the-american-friend/
the-american-soldier,The American Soldier,1970,Rainer Werner Fassbinder,80,tt0065391,48267,3.33,2855,6.5,2069,2,https://www.imdb.com/title/tt0065391/,https://letterboxd.com/film/the-american-soldier/
infernal-affairs-iii,Infernal Affairs III,2003,"Alan Mak Siu-Fai, Andrew Lau Wai-Keung",118,tt0374339,14310,3.29,12308,6.8,15839,2,https://www.imdb.com/title/tt0374339/,https://letterboxd.com/film/infernal-affairs-iii/
el-sur,El Sur,1983,Víctor Erice,94,tt0084740,48139,4.16,22369,7.8,7416,2,https://www.imdb.com/title/tt0084740/,https://letterboxd.com/film/el-sur/
speedy,Speedy,1928,Ted Wilde,86,tt0019412,22595,3.81,7277,7.6,4815,2,https://www.imdb.com/title/tt0019412/,https://letterboxd.com/film/speedy/
godland,Godland,2022,Hlynur Pálmason,143,tt19623228,960206,3.87,41879,7.1,9753,2,https://www.imdb.com/title/tt19623228/,https://letterboxd.com/film/godland/
mr-klein,Mr. Klein,1976,Joseph Losey,123,tt0074916,58925,4.03,20614,7.5,10632,2,https://www.imdb.com/title/tt0074916/,https://letterboxd.com/film/mr-klein/
leningrad-cowboys-go-america,Leningrad Cowboys Go America,1989,Aki Kaurismäki,79,tt0097728,11475,3.77,18499,7,9490,2,https://www.imdb.com/title/tt0097728/,https://letterboxd.com/film/leningrad-cowboys-go-america/
lovers-rock-2020,Lovers Rock,2020,Steve McQueen,70,tt10551102,1016041,4.05,37470,7.5,5604,2,https://www.imdb.com/title/tt10551102/,https://letterboxd.com/film/lovers-rock-2020/
a-dry-white-season,A Dry White Season,1989,Euzhan Palcy,107,tt0097243,32075,3.61,4678,7,6893,2,https://www.imdb.com/title/tt0097243/,https://letterboxd.com/film/a-dry-white-season/
white-mane,White Mane,1953,Albert Lamorisse,41,tt0044518,15382,3.67,2819,7.2,2522,2,https://www.imdb.com/title/tt0044518/,https://letterboxd.com/film/white-mane/
the-adventures-of-baron-munchausen,The Adventures of Baron Munchausen,1988,Terry Gilliam,126,tt0096764,14506,3.73,51185,7.1,59996,2,https://www.imdb.com/title/tt0096764/,https://letterboxd.com/film/the-adventures-of-baron-munchausen/
the-children-are-watching-us,The Children Are Watching Us,1943,Vittorio De Sica,84,tt0034493,61461,3.87,4494,7.7,3380,2,https://www.imdb.com/title/tt0034493/,https://letterboxd.com/film/the-children-are-watching-us/
fists-in-the-pocket,Fists in the Pocket,1965,Marco Bellocchio,110,tt0059619,46591,3.87,12808,7.5,5700,2,https://www.imdb.com/title/tt0059619/,https://letterboxd.com/film/fists-in-the-pocket/
the-ballad-of-narayama-1958,The Ballad of Narayama,1958,Keisuke Kinoshita,98,tt0051980,116690,4.02,8350,7.8,4162,2,https://www.imdb.com/title/tt0051980/,https://letterboxd.com/film/the-ballad-of-narayama-1958/
once-upon-a-time-in-china-v,Once Upon a Time in China V,1994,Tsui Hark,101,tt0110073,42287,3.15,1549,5.9,1342,2,https://www.imdb.com/title/tt0110073/,https://letterboxd.com/film/once-upon-a-time-in-china-v/
circus-angel,Circus Angel,1965,Albert Lamorisse,75,tt0059177,198815,3.45,333,6.7,206,2,https://www.imdb.com/title/tt0059177/,https://letterboxd.com/film/circus-angel/
gilda,Gilda,1946,Charles Vidor,110,tt0038559,3767,3.76,62269,7.6,37486,2,https://www.imdb.com/title/tt0038559/,https://letterboxd.com/film/gilda/
stowaway-in-the-sky,Stowaway in the Sky,1960,Albert Lamorisse,85,tt0056667,204199,3.53,469,6.6,335,2,https://www.imdb.com/title/tt0056667/,https://letterboxd.com/film/stowaway-in-the-sky/
smithereens,Smithereens,1982,Susan Seidelman,94,tt0084698,94066,3.57,21178,6.7,3159,2,https://www.imdb.com/title/tt0084698/,https://letterboxd.com/film/smithereens/
dodeska-den,Dodes'ka-den,1970,Akira Kurosawa,140,tt0065649,33205,3.72,10303,7.3,8393,2,https://www.imdb.com/title/tt0065649/,https://letterboxd.com/film/dodeska-den/
red-white-and-blue-2020,"Red, White and Blue",2020,Steve McQueen,80,tt10551108,753972,3.83,19542,7.6,3527,2,https://www.imdb.com/title/tt10551108/,https://letterboxd.com/film/red-white-and-blue-2020/
time-bandits,Time Bandits,1981,Terry Gilliam,116,tt0081633,36819,3.54,80103,6.9,74459,2,https://www.imdb.com/title/tt0081633/,https://letterboxd.com/film/time-bandits/
borderline,Borderline,1930,Kenneth MacPherson,75,tt0020701,65874,3.46,1083,6.1,637,2,https://www.imdb.com/title/tt0020701/,https://letterboxd.com/film/borderline/
network,Network,1976,Sidney Lumet,122,tt0074958,10774,4.26,233684,8.1,186259,2,https://www.imdb.com/title/tt0074958/,https://letterboxd.com/film/network/
bergman-island-2021,Bergman Island,2021,Mia Hansen-Løve,113,tt6910282,477044,3.6,53194,6.6,11703,2,https://www.imdb.com/title/tt6910282/,https://letterboxd.com/film/bergman-island-2021/
the-flavor-of-green-tea-over-rice,The Flavor of Green Tea Over Rice,1952,Yasujirō Ozu,116,tt0044982,55197,4.03,12035,7.6,4428,2,https://www.imdb.com/title/tt0044982/,https://letterboxd.com/film/the-flavor-of-green-tea-over-rice/
infernal-affairs-ii,Infernal Affairs II,2003,"Andrew Lau Wai-Keung, Alan Mak Siu-Fai",119,tt0369060,11647,3.71,17774,7.2,21294,2,https://www.imdb.com/title/tt0369060/,https://letterboxd.com/film/infernal-affairs-ii/
othello-1951,Othello,1951,Orson Welles,93,tt0045251,47697,3.85,17980,7.5,10220,2,https://www.imdb.com/title/tt0045251/,https://letterboxd.com/film/othello-1951/
viridiana,Viridiana,1961,Luis Buñuel,90,tt0055601,4497,4.1,49994,8,28303,2,https://www.imdb.com/title/tt0055601/,https://letterboxd.com/film/viridiana/
guillermo-del-toros-pinocchio,Guillermo del Toro's Pinocchio,2022,"Mark Gustafson, Guillermo del Toro",117,tt1488589,555604,3.99,696031,7.6,163645,2,https://www.imdb.com/title/tt1488589/,https://letterboxd.com/film/guillermo-del-toros-pinocchio/
meantime,Meantime,1983,Mike Leigh,107,tt0082727,57978,3.81,17773,7.1,5537,2,https://www.imdb.com/title/tt0082727/,https://letterboxd.com/film/meantime/
the-life-of-oharu,The Life of Oharu,1952,Kenji Mizoguchi,136,tt0045112,43364,4.21,13793,8,8436,2,https://www.imdb.com/title/tt0045112/,https://letterboxd.com/film/the-life-of-oharu/
the-cousins-1959,The Cousins,1959,Claude Chabrol,112,tt0052708,2363,3.72,5202,7.2,3596,2,https://www.imdb.com/title/tt0052708/,https://letterboxd.com/film/the-cousins-1959/
the-tree-of-wooden-clogs,The Tree of Wooden Clogs,1978,Ermanno Olmi,187,tt0077138,31542,4.1,9075,7.8,9420,2,https://www.imdb.com/title/tt0077138/,https://letterboxd.com/film/the-tree-of-wooden-clogs/
jericho-1937,Jericho,1937,Thornton Freeland,77,tt0029064,113749,3.5,986,6.2,365,2,https://www.imdb.com/title/tt0029064/,https://letterboxd.com/film/jericho-1937/
afire,Afire,2023,Christian Petzold,103,tt26440619,900379,3.69,55148,7,11364,2,https://www.imdb.com/title/tt26440619/,https://letterboxd.com/film/afire/
blue-is-the-warmest-color,Blue Is the Warmest Color,2013,Abdellatif Kechiche,180,tt2278871,152584,3.19,372654,7.6,173836,2,https://www.imdb.com/title/tt2278871/,https://letterboxd.com/film/blue-is-the-warmest-color/
okja,Okja,2017,Bong Joon Ho,120,tt3967856,387426,3.71,499723,7.3,142337,2,https://www.imdb.com/title/tt3967856/,https://letterboxd.com/film/okja/
pat-garrett-billy-the-kid,Pat Garrett & Billy the Kid,1973,Sam Peckinpah,115,tt0070518,11577,3.88,31659,7.2,23329,2,https://www.imdb.com/title/tt0070518/,https://letterboxd.com/film/pat-garrett-billy-the-kid/
a-day-in-the-country,A Day in the Country,1946,Jean Renoir,41,tt0028445,43878,3.85,16310,7.5,7774,2,https://www.imdb.com/title/tt0028445/,https://letterboxd.com/film/a-day-in-the-country/
shoot-the-piano-player,Shoot the Piano Player,1960,François Truffaut,85,tt0054389,1818,3.77,41282,7.4,21937,2,https://www.imdb.com/title/tt0054389/,https://letterboxd.com/film/shoot-the-piano-player/
foreign-correspondent,Foreign Correspondent,1940,Alfred Hitchcock,120,tt0032484,25670,3.71,28993,7.4,26164,2,https://www.imdb.com/title/tt0032484/,https://letterboxd.com/film/foreign-correspondent/
following,Following,1998,Christopher Nolan,69,tt0154506,11660,3.49,159763,7.4,111113,2,https://www.imdb.com/title/tt0154506/,https://letterboxd.com/film/following/
shallow-grave,Shallow Grave,1994,Danny Boyle,93,tt0111149,9905,3.79,91921,7.2,71073,2,https://www.imdb.com/title/tt0111149/,https://letterboxd.com/film/shallow-grave/
the-life-of-jesus,The Life of Jesus,1997,Bruno Dumont,96,tt0120448,27067,3.64,7388,6.9,3776,2,https://www.imdb.com/title/tt0120448/,https://letterboxd.com/film/the-life-of-jesus/
