slug,title,year,director,runtime,imdb,tmdb,lb_rating,lb_rating_count,imdb_rating,imdb_votes,times_picked,imdb_url,lb_url
a-woman-under-the-influence,A Woman Under the Influence,1974,John Cassavetes,155,tt0072417,29845,4.4,148340,8,33524,40,https://www.imdb.com/title/tt0072417/,https://letterboxd.com/film/a-woman-under-the-influence/
the-killing-of-a-chinese-bookie,The Killing of a Chinese Bookie,1976,John Cassavetes,135,tt0074749,32040,3.9,51818,7.2,16453,38,https://www.imdb.com/title/tt0074749/,https://letterboxd.com/film/the-killing-of-a-chinese-bookie/
faces-1968,Faces,1968,John Cassavetes,130,tt0062952,753,3.93,29556,7.4,12796,36,https://www.imdb.com/title/tt0062952/,https://letterboxd.com/film/faces-1968/
8-half,8½,1963,Federico Fellini,139,tt0056801,422,4.27,267044,8,133067,35,https://www.imdb.com/title/tt0056801/,https://letterboxd.com/film/8-half/
shadows-1958,Shadows,1958,John Cassavetes,87,tt0053270,15484,3.69,37895,7.2,13615,33,https://www.imdb.com/title/tt0053270/,https://letterboxd.com/film/shadows-1958/
la-strada,La Strada,1954,Federico Fellini,115,tt0047528,405,4.18,92242,8,70070,33,https://www.imdb.com/title/tt0047528/,https://letterboxd.com/film/la-strada/
opening-night,Opening Night,1977,John Cassavetes,144,tt0079672,33665,4.3,62433,7.8,14139,33,https://www.imdb.com/title/tt0079672/,https://letterboxd.com/film/opening-night/
a-constant-forge,A Constant Forge,2000,Charles Kiselyak,200,tt0346794,66131,3.67,896,7.4,545,32,https://www.imdb.com/title/tt0346794/,https://letterboxd.com/film/a-constant-forge/
vagabond,Vagabond,1985,Agnès Varda,106,tt0089960,44018,4.11,86645,7.6,15950,27,https://www.imdb.com/title/tt0089960/,https://letterboxd.com/film/vagabond/
cleo-from-5-to-7,Cléo from 5 to 7,1962,Agnès Varda,90,tt0055852,499,4.18,254565,7.8,31836,27,https://www.imdb.com/title/tt0055852/,https://letterboxd.com/film/cleo-from-5-to-7/
la-pointe-courte,La Pointe Courte,1955,Agnès Varda,80,tt0048499,54436,3.72,24706,7,4927,26,https://www.imdb.com/title/tt0048499/,https://letterboxd.com/film/la-pointe-courte/
happiness-1965,Le Bonheur,1965,Agnès Varda,80,tt0058985,53023,4.14,101780,7.6,11911,26,https://www.imdb.com/title/tt0058985/,https://letterboxd.com/film/happiness-1965/
amarcord,Amarcord,1973,Federico Fellini,123,tt0071129,7857,4.12,73269,7.8,51592,24,https://www.imdb.com/title/tt0071129/,https://letterboxd.com/film/amarcord/
varda-by-agnes,Varda by Agnès,2019,Agnès Varda,115,tt9530198,554967,4.08,16912,7.8,2839,24,https://www.imdb.com/title/tt9530198/,https://letterboxd.com/film/varda-by-agnes/
the-gleaners-and-i,The Gleaners and I,2000,Agnès Varda,82,tt0247380,44379,4.27,64108,7.7,10237,24,https://www.imdb.com/title/tt0247380/,https://letterboxd.com/film/the-gleaners-and-i/
documenteur,Documenteur,1981,Agnès Varda,65,tt0082275,157160,3.79,8515,6.9,1510,24,https://www.imdb.com/title/tt0082275/,https://letterboxd.com/film/documenteur/
kung-fu-master,Kung-Fu Master!,1988,Agnès Varda,80,tt0093371,47429,3.62,11280,6.9,2534,24,https://www.imdb.com/title/tt0093371/,https://letterboxd.com/film/kung-fu-master/
uncle-yanco,Uncle Yanco,1967,Agnès Varda,18,tt0179389,277677,4.08,15767,7.4,1726,24,https://www.imdb.com/title/tt0179389/,https://letterboxd.com/film/uncle-yanco/
jane-b-by-agnes-v,Jane B. by Agnès V.,1988,Agnès Varda,99,tt0093295,53028,4.01,18502,7.2,1858,24,https://www.imdb.com/title/tt0093295/,https://letterboxd.com/film/jane-b-by-agnes-v/
jacquot-de-nantes,Jacquot de Nantes,1991,Agnès Varda,118,tt0102141,41789,4.17,9524,7.6,2343,24,https://www.imdb.com/title/tt0102141/,https://letterboxd.com/film/jacquot-de-nantes/
lions-love,Lions Love,1969,Agnès Varda,110,tt0064591,63320,3.39,8529,5.8,1605,24,https://www.imdb.com/title/tt0064591/,https://letterboxd.com/film/lions-love/
black-panthers,Black Panthers,1968,Agnès Varda,28,tt0209942,144597,4.14,35532,7.4,3104,24,https://www.imdb.com/title/tt0209942/,https://letterboxd.com/film/black-panthers/
faces-places,Faces Places,2017,"Agnès Varda, JR",94,tt5598102,451995,4.15,49011,7.8,14466,24,https://www.imdb.com/title/tt5598102/,https://letterboxd.com/film/faces-places/
one-sings-the-other-doesnt,"One Sings, the Other Doesn't",1977,Agnès Varda,122,tt0076855,63318,4.14,29104,7.4,3227,24,https://www.imdb.com/title/tt0076855/,https://letterboxd.com/film/one-sings-the-other-doesnt/
mur-murs,Mur Murs,1981,Agnès Varda,82,tt0081204,230048,3.99,9443,7.4,1341,24,https://www.imdb.com/title/tt0081204/,https://letterboxd.com/film/mur-murs/
daguerreotypes,Daguerréotypes,1975,Agnès Varda,80,tt0071384,49650,4.02,15689,7.6,2302,24,https://www.imdb.com/title/tt0071384/,https://letterboxd.com/film/daguerreotypes/
the-beaches-of-agnes,The Beaches of Agnès,2008,Agnès Varda,110,tt1129435,38879,4.34,32817,8,5373,24,https://www.imdb.com/title/tt1129435/,https://letterboxd.com/film/the-beaches-of-agnes/
agnes-varda-from-here-to-there,Agnès Varda: From Here to There,2011,Agnès Varda,235,tt2125012,,4.06,2236,7.9,349,24,https://www.imdb.com/title/tt2125012/,https://letterboxd.com/film/agnes-varda-from-here-to-there/
one-hundred-and-one-nights,One Hundred and One Nights,1995,Agnès Varda,105,tt0112654,94771,3.76,7930,6.5,2183,24,https://www.imdb.com/title/tt0112654/,https://letterboxd.com/film/one-hundred-and-one-nights/
the-creatures,The Creatures,1966,Agnès Varda,94,tt0060263,53026,3.49,7638,6.4,1558,24,https://www.imdb.com/title/tt0060263/,https://letterboxd.com/film/the-creatures/
the-gleaners-and-i-two-years-later,The Gleaners and I: Two Years Later,2002,Agnès Varda,63,tt0345128,84026,3.82,4304,7.1,1447,23,https://www.imdb.com/title/tt0345128/,https://letterboxd.com/film/the-gleaners-and-i-two-years-later/
do-the-right-thing,Do the Right Thing,1989,Spike Lee,120,tt0097216,925,4.4,542394,7.9,125027,22,https://www.imdb.com/title/tt0097216/,https://letterboxd.com/film/do-the-right-thing/
monsieur-hulots-holiday,Monsieur Hulot's Holiday,1953,Jacques Tati,87,tt0046487,778,3.73,39981,7.3,22019,21,https://www.imdb.com/title/tt0046487/,https://letterboxd.com/film/monsieur-hulots-holiday/
parade,Parade,1974,Jacques Tati,90,tt0071968,58655,3.27,5244,5.9,2025,21,https://www.imdb.com/title/tt0071968/,https://letterboxd.com/film/parade/
all-that-jazz,All That Jazz,1979,Bob Fosse,123,tt0078754,16858,4.34,145940,7.8,40780,21,https://www.imdb.com/title/tt0078754/,https://letterboxd.com/film/all-that-jazz/
mon-oncle,Mon Oncle,1958,Jacques Tati,118,tt0050706,427,4.04,55944,7.6,24937,21,https://www.imdb.com/title/tt0050706/,https://letterboxd.com/film/mon-oncle/
trafic,Trafic,1971,Jacques Tati,96,tt0069400,11378,3.75,16858,7,8401,21,https://www.imdb.com/title/tt0069400/,https://letterboxd.com/film/trafic/
playtime,PlayTime,1967,Jacques Tati,115,tt0062136,10227,4.2,111151,7.8,29716,21,https://www.imdb.com/title/tt0062136/,https://letterboxd.com/film/playtime/
jour-de-fete,Jour de Fête,1949,Jacques Tati,86,tt0040497,4595,3.59,16374,7.2,9704,21,https://www.imdb.com/title/tt0040497/,https://letterboxd.com/film/jour-de-fete/
roma,Roma,1972,Federico Fellini,120,tt0069191,11035,3.88,22197,7.3,14927,21,https://www.imdb.com/title/tt0069191/,https://letterboxd.com/film/roma/
fanny-and-alexander,Fanny and Alexander,1982,Ingmar Bergman,188,tt0083922,5961,4.42,76390,8.1,71508,20,https://www.imdb.com/title/tt0083922/,https://letterboxd.com/film/fanny-and-alexander/
fanny-and-alexander-1984,Fanny and Alexander,1984,Ingmar Bergman,312,tt6725158,,4.56,21682,9,5373,20,https://www.imdb.com/title/tt6725158/,https://letterboxd.com/film/fanny-and-alexander-1984/
in-the-mood-for-love,In the Mood for Love,2000,Wong Kar-Wai,99,tt0118694,843,4.37,1020825,8,189536,20,https://www.imdb.com/title/tt0118694/,https://letterboxd.com/film/in-the-mood-for-love/
juliet-of-the-spirits,Juliet of the Spirits,1965,Federico Fellini,148,tt0059229,19120,3.91,25662,7.4,15792,19,https://www.imdb.com/title/tt0059229/,https://letterboxd.com/film/juliet-of-the-spirits/
satyricon-1969,Satyricon,1969,Federico Fellini,129,tt0064940,11163,3.71,26292,6.8,18222,19,https://www.imdb.com/title/tt0064940/,https://letterboxd.com/film/satyricon-1969/
persona,Persona,1966,Ingmar Bergman,85,tt0060827,797,4.38,441416,8,141092,18,https://www.imdb.com/title/tt0060827/,https://letterboxd.com/film/persona/
i-vitelloni,I Vitelloni,1953,Federico Fellini,103,tt0046521,12548,3.99,43055,7.8,23307,18,https://www.imdb.com/title/tt0046521/,https://letterboxd.com/film/i-vitelloni/
theorem,Theorem,1968,Pier Paolo Pasolini,95,tt0063678,5335,3.91,57593,7,17042,18,https://www.imdb.com/title/tt0063678/,https://letterboxd.com/film/theorem/
mamma-roma,Mamma Roma,1962,Pier Paolo Pasolini,110,tt0056215,47796,4.03,24894,7.7,11460,18,https://www.imdb.com/title/tt0056215/,https://letterboxd.com/film/mamma-roma/
through-a-glass-darkly,Through a Glass Darkly,1961,Ingmar Bergman,91,tt0055499,11602,4.16,56535,7.9,29526,18,https://www.imdb.com/title/tt0055499/,https://letterboxd.com/film/through-a-glass-darkly/
the-silence,The Silence,1963,Ingmar Bergman,95,tt0057611,11506,4.01,35957,7.7,22745,18,https://www.imdb.com/title/tt0057611/,https://letterboxd.com/film/the-silence/
winter-light,Winter Light,1963,Ingmar Bergman,80,tt0057358,29455,4.25,77503,8,29631,18,https://www.imdb.com/title/tt0057358/,https://letterboxd.com/film/winter-light/
the-swindle-1955,The Swindle,1955,Federico Fellini,113,tt0047876,36102,3.73,10563,7.5,7780,17,https://www.imdb.com/title/tt0047876/,https://letterboxd.com/film/the-swindle-1955/
nights-of-cabiria,Nights of Cabiria,1957,Federico Fellini,110,tt0050783,19426,4.41,87950,8.1,57252,17,https://www.imdb.com/title/tt0050783/,https://letterboxd.com/film/nights-of-cabiria/
medea,Medea,1969,Pier Paolo Pasolini,118,tt0066065,26356,3.69,16817,6.9,6171,17,https://www.imdb.com/title/tt0066065/,https://letterboxd.com/film/medea/
the-white-sheik,The White Sheik,1952,Federico Fellini,83,tt0044000,43361,3.51,11892,7.2,7545,17,https://www.imdb.com/title/tt0044000/,https://letterboxd.com/film/the-white-sheik/
the-hawks-and-the-sparrows,The Hawks and the Sparrows,1966,Pier Paolo Pasolini,90,tt0061132,33954,3.76,16922,7.2,6321,17,https://www.imdb.com/title/tt0061132/,https://letterboxd.com/film/the-hawks-and-the-sparrows/
accattone,Accattone,1961,Pier Paolo Pasolini,117,tt0054599,12491,3.91,29865,7.6,11268,17,https://www.imdb.com/title/tt0054599/,https://letterboxd.com/film/accattone/
being-there,Being There,1979,Hal Ashby,130,tt0078841,10322,4.08,79821,7.9,82127,17,https://www.imdb.com/title/tt0078841/,https://letterboxd.com/film/being-there/
variety-lights,Variety Lights,1950,"Alberto Lattuada, Federico Fellini",93,tt0042692,43389,3.48,7136,7.1,4357,17,https://www.imdb.com/title/tt0042692/,https://letterboxd.com/film/variety-lights/
love-meetings,Love Meetings,1964,Pier Paolo Pasolini,88,tt0057960,42733,4.03,18542,7.5,3026,17,https://www.imdb.com/title/tt0057960/,https://letterboxd.com/film/love-meetings/
the-gospel-according-to-st-matthew,The Gospel According to St. Matthew,1964,Pier Paolo Pasolini,137,tt0058715,24192,4.1,36600,7.6,15203,17,https://www.imdb.com/title/tt0058715/,https://letterboxd.com/film/the-gospel-according-to-st-matthew/
intervista,Intervista,1987,Federico Fellini,108,tt0093267,47715,3.61,4335,7,3602,17,https://www.imdb.com/title/tt0093267/,https://letterboxd.com/film/intervista/
pigsty,Pigsty,1969,Pier Paolo Pasolini,99,tt0064828,48688,3.56,13049,6.6,4359,17,https://www.imdb.com/title/tt0064828/,https://letterboxd.com/film/pigsty/
and-the-ship-sails-on,And the Ship Sails On,1983,Federico Fellini,129,tt0087188,5622,3.77,8101,7.4,7412,17,https://www.imdb.com/title/tt0087188/,https://letterboxd.com/film/and-the-ship-sails-on/
la-dolce-vita,La Dolce Vita,1960,Federico Fellini,174,tt0053779,439,4.27,156258,8,86048,17,https://www.imdb.com/title/tt0053779/,https://letterboxd.com/film/la-dolce-vita/
oedipus-rex,Oedipus Rex,1967,Pier Paolo Pasolini,105,tt0061613,42691,3.78,20954,7.2,7668,17,https://www.imdb.com/title/tt0061613/,https://letterboxd.com/film/oedipus-rex/
naked,Naked,1993,Mike Leigh,131,tt0107653,21450,4,130381,7.6,48956,16,https://www.imdb.com/title/tt0107653/,https://letterboxd.com/film/naked/
the-magician-1958,The Magician,1958,Ingmar Bergman,102,tt0051365,29453,3.81,17438,7.5,11911,16,https://www.imdb.com/title/tt0051365/,https://letterboxd.com/film/the-magician-1958/
wanda,Wanda,1970,Barbara Loden,103,tt0067961,80560,3.81,39730,7.1,7045,16,https://www.imdb.com/title/tt0067961/,https://letterboxd.com/film/wanda/
the-red-shoes,The Red Shoes,1948,"Michael Powell, Emeric Pressburger",133,tt0040725,19542,4.41,170695,8.1,43816,15,https://www.imdb.com/title/tt0040725/,https://letterboxd.com/film/the-red-shoes/
summer-with-monika,Summer with Monika,1953,Ingmar Bergman,98,tt0046345,47735,3.86,46702,7.5,17806,15,https://www.imdb.com/title/tt0046345/,https://letterboxd.com/film/summer-with-monika/
salo-or-the-120-days-of-sodom,"Salò, or the 120 Days of Sodom",1975,Pier Paolo Pasolini,117,tt0073650,5336,3.07,210591,5.8,73184,15,https://www.imdb.com/title/tt0073650/,https://letterboxd.com/film/salo-or-the-120-days-of-sodom/
the-night-of-the-hunter,The Night of the Hunter,1955,Charles Laughton,93,tt0048424,3112,4.25,248104,8,108163,15,https://www.imdb.com/title/tt0048424/,https://letterboxd.com/film/the-night-of-the-hunter/
yi-yi,Yi Yi,2000,Edward Yang,174,tt0244316,25538,4.53,190312,8.1,34449,15,https://www.imdb.com/title/tt0244316/,https://letterboxd.com/film/yi-yi/
the-seventh-seal,The Seventh Seal,1957,Ingmar Bergman,96,tt0050976,490,4.32,415846,8.1,215844,15,https://www.imdb.com/title/tt0050976/,https://letterboxd.com/film/the-seventh-seal/
five-easy-pieces,Five Easy Pieces,1970,Bob Rafelson,98,tt0065724,26617,3.88,67149,7.3,44633,14,https://www.imdb.com/title/tt0065724/,https://letterboxd.com/film/five-easy-pieces/
on-the-waterfront,On the Waterfront,1954,Elia Kazan,108,tt0047296,654,4.16,152711,8.1,179127,14,https://www.imdb.com/title/tt0047296/,https://letterboxd.com/film/on-the-waterfront/
punch-drunk-love,Punch-Drunk Love,2002,Paul Thomas Anderson,96,tt0272338,8051,3.96,724054,7.3,198253,14,https://www.imdb.com/title/tt0272338/,https://letterboxd.com/film/punch-drunk-love/
barry-lyndon,Barry Lyndon,1975,Stanley Kubrick,188,tt0072684,3175,4.41,435294,8.1,205939,14,https://www.imdb.com/title/tt0072684/,https://letterboxd.com/film/barry-lyndon/
autumn-sonata,Autumn Sonata,1978,Ingmar Bergman,93,tt0077711,12761,4.49,149819,8.1,42572,14,https://www.imdb.com/title/tt0077711/,https://letterboxd.com/film/autumn-sonata/
cries-and-whispers,Cries and Whispers,1972,Ingmar Bergman,95,tt0069467,10238,4.21,84387,7.9,39914,14,https://www.imdb.com/title/tt0069467/,https://letterboxd.com/film/cries-and-whispers/
wild-strawberries,Wild Strawberries,1957,Ingmar Bergman,91,tt0050986,614,4.33,180127,8.1,124889,14,https://www.imdb.com/title/tt0050986/,https://letterboxd.com/film/wild-strawberries/
the-virgin-spring,The Virgin Spring,1960,Ingmar Bergman,90,tt0053976,11656,4.16,52047,8,33902,14,https://www.imdb.com/title/tt0053976/,https://letterboxd.com/film/the-virgin-spring/
paris-texas,"Paris, Texas",1984,Wim Wenders,145,tt0087884,655,4.36,733286,8.1,142402,13,https://www.imdb.com/title/tt0087884/,https://letterboxd.com/film/paris-texas/
easy-rider,Easy Rider,1969,Dennis Hopper,96,tt0064276,624,3.77,150882,7.2,122790,13,https://www.imdb.com/title/tt0064276/,https://letterboxd.com/film/easy-rider/
journey-to-italy,Journey to Italy,1954,Roberto Rossellini,85,tt0046511,2748,3.81,35573,7.2,13947,13,https://www.imdb.com/title/tt0046511/,https://letterboxd.com/film/journey-to-italy/
shame,Shame,1968,Ingmar Bergman,104,tt0063611,26372,4.22,31321,8,16532,13,https://www.imdb.com/title/tt0063611/,https://letterboxd.com/film/shame/
the-magic-flute,The Magic Flute,1975,Ingmar Bergman,134,tt0073822,44864,3.68,7177,7.4,5780,13,https://www.imdb.com/title/tt0073822/,https://letterboxd.com/film/the-magic-flute/
shampoo,Shampoo,1975,Hal Ashby,110,tt0073692,31121,3.41,29841,6.4,15992,13,https://www.imdb.com/title/tt0073692/,https://letterboxd.com/film/shampoo/
europa-51,Europa '51,1952,Roberto Rossellini,118,tt0043511,41464,3.91,11715,7.4,5456,13,https://www.imdb.com/title/tt0043511/,https://letterboxd.com/film/europa-51/
stromboli,Stromboli,1950,Roberto Rossellini,107,tt0041931,4173,3.87,21321,7.2,9000,13,https://www.imdb.com/title/tt0041931/,https://letterboxd.com/film/stromboli/
rushmore,Rushmore,1998,Wes Anderson,93,tt0128445,11545,3.89,491491,7.6,208852,13,https://www.imdb.com/title/tt0128445/,https://letterboxd.com/film/rushmore/
the-devils-eye,The Devil's Eye,1960,Ingmar Bergman,88,tt0053772,48145,3.59,6607,7.1,5099,13,https://www.imdb.com/title/tt0053772/,https://letterboxd.com/film/the-devils-eye/
scenes-from-a-marriage,Scenes from a Marriage,1974,Ingmar Bergman,169,tt6725014,133919,4.38,58379,8.3,10484,13,https://www.imdb.com/title/tt6725014/,https://letterboxd.com/film/scenes-from-a-marriage/
trainspotting,Trainspotting,1996,Danny Boyle,94,tt0117951,627,4.23,1243355,8.1,769875,12,https://www.imdb.com/title/tt0117951/,https://letterboxd.com/film/trainspotting/
faro-document,Fårö Document,1970,Ingmar Bergman,57,tt0064355,304081,3.44,1823,6.7,619,12,https://www.imdb.com/title/tt0064355/,https://letterboxd.com/film/faro-document/
waiting-women,Waiting Women,1952,Ingmar Bergman,104,tt0044811,69544,3.51,4184,7,3331,12,https://www.imdb.com/title/tt0044811/,https://letterboxd.com/film/waiting-women/
brief-encounter,Brief Encounter,1945,David Lean,86,tt0037558,851,4.32,112744,8,48795,12,https://www.imdb.com/title/tt0037558/,https://letterboxd.com/film/brief-encounter/
saraband,Saraband,2003,Ingmar Bergman,120,tt0299478,55650,3.95,10043,7.5,9118,12,https://www.imdb.com/title/tt0299478/,https://letterboxd.com/film/saraband/
thirst,Thirst,1949,Ingmar Bergman,85,tt0041998,51143,3.24,5158,6.5,3193,12,https://www.imdb.com/title/tt0041998/,https://letterboxd.com/film/thirst/
faro-document-1979,Fårö Document 1979,1979,Ingmar Bergman,103,tt0079187,119421,3.41,1652,6.7,838,12,https://www.imdb.com/title/tt0079187/,https://letterboxd.com/film/faro-document-1979/
to-joy,To Joy,1950,Ingmar Bergman,99,tt0043048,39284,3.54,6315,7.1,3811,12,https://www.imdb.com/title/tt0043048/,https://letterboxd.com/film/to-joy/
a-lesson-in-love,A Lesson in Love,1954,Ingmar Bergman,97,tt0047167,64782,3.47,5352,7,4112,12,https://www.imdb.com/title/tt0047167/,https://letterboxd.com/film/a-lesson-in-love/
paris-is-burning,Paris Is Burning,1990,Jennie Livingston,78,tt0100332,31225,4.55,254585,8.2,21436,12,https://www.imdb.com/title/tt0100332/,https://letterboxd.com/film/paris-is-burning/
the-passion-of-anna,The Passion of Anna,1969,Ingmar Bergman,101,tt0064793,42602,3.96,19771,7.6,11342,12,https://www.imdb.com/title/tt0064793/,https://letterboxd.com/film/the-passion-of-anna/
from-the-life-of-the-marionettes,From the Life of the Marionettes,1980,Ingmar Bergman,104,tt0080397,42152,3.73,7626,7.2,5228,12,https://www.imdb.com/title/tt0080397/,https://letterboxd.com/film/from-the-life-of-the-marionettes/
the-rite,The Rite,1969,Ingmar Bergman,72,tt0064897,65092,3.57,8347,7,3718,12,https://www.imdb.com/title/tt0064897/,https://letterboxd.com/film/the-rite/
smiles-of-a-summer-night,Smiles of a Summer Night,1955,Ingmar Bergman,109,tt0048641,11700,3.9,22693,7.7,15772,12,https://www.imdb.com/title/tt0048641/,https://letterboxd.com/film/smiles-of-a-summer-night/
hour-of-the-wolf,Hour of the Wolf,1968,Ingmar Bergman,88,tt0063759,18333,4.03,69579,7.5,25112,12,https://www.imdb.com/title/tt0063759/,https://letterboxd.com/film/hour-of-the-wolf/
down-by-law,Down by Law,1986,Jim Jarmusch,106,tt0090967,1554,4.08,83459,7.6,58853,12,https://www.imdb.com/title/tt0090967/,https://letterboxd.com/film/down-by-law/
summer-interlude,Summer Interlude,1951,Ingmar Bergman,96,tt0044060,47473,3.85,16149,7.5,7333,12,https://www.imdb.com/title/tt0044060/,https://letterboxd.com/film/summer-interlude/
a-ship-to-india,A Ship to India,1947,Ingmar Bergman,96,tt0039834,106122,3.13,5676,6.4,2552,12,https://www.imdb.com/title/tt0039834/,https://letterboxd.com/film/a-ship-to-india/
all-these-women,All These Women,1964,Ingmar Bergman,77,tt0058124,96118,2.9,4288,5.4,2864,12,https://www.imdb.com/title/tt0058124/,https://letterboxd.com/film/all-these-women/
the-serpents-egg,The Serpent's Egg,1977,Ingmar Bergman,120,tt0076686,47474,3.35,7545,6.6,6883,12,https://www.imdb.com/title/tt0076686/,https://letterboxd.com/film/the-serpents-egg/
sans-soleil,Sans Soleil,1983,Chris Marker,100,tt0084628,1563,4.22,47497,7.7,13154,12,https://www.imdb.com/title/tt0084628/,https://letterboxd.com/film/sans-soleil/
brink-of-life,Brink of Life,1958,Ingmar Bergman,85,tt0052017,60899,3.76,6221,7.3,3783,12,https://www.imdb.com/title/tt0052017/,https://letterboxd.com/film/brink-of-life/
mirror,Mirror,1975,Andrei Tarkovsky,107,tt0072443,1396,4.32,189841,7.9,57925,12,https://www.imdb.com/title/tt0072443/,https://letterboxd.com/film/mirror/
port-of-call,Port of Call,1948,Ingmar Bergman,93,tt0040418,51141,3.26,4559,6.6,3135,12,https://www.imdb.com/title/tt0040418/,https://letterboxd.com/film/port-of-call/
the-discreet-charm-of-the-bourgeoisie,The Discreet Charm of the Bourgeoisie,1972,Luis Buñuel,101,tt0068361,4593,3.99,107264,7.7,50713,12,https://www.imdb.com/title/tt0068361/,https://letterboxd.com/film/the-discreet-charm-of-the-bourgeoisie/
scenes-from-a-marriage-1973-1,Scenes from a Marriage,1973,Ingmar Bergman,283,tt0070644,,4.45,15292,8.5,17838,12,https://www.imdb.com/title/tt0070644/,https://letterboxd.com/film/scenes-from-a-marriage-1973-1/
repo-man,Repo Man,1984,Alex Cox,92,tt0087995,13820,3.74,105806,6.8,45653,12,https://www.imdb.com/title/tt0087995/,https://letterboxd.com/film/repo-man/
seven-samurai,Seven Samurai,1954,Akira Kurosawa,207,tt0047478,346,4.6,445082,8.6,402914,12,https://www.imdb.com/title/tt0047478/,https://letterboxd.com/film/seven-samurai/
the-touch-1971,The Touch,1971,Ingmar Bergman,115,tt0066826,105254,3.19,4659,6.3,2550,12,https://www.imdb.com/title/tt0066826/,https://letterboxd.com/film/the-touch-1971/
after-the-rehearsal,After the Rehearsal,1984,Ingmar Bergman,74,tt0087193,42090,3.63,4879,7.1,3289,12,https://www.imdb.com/title/tt0087193/,https://letterboxd.com/film/after-the-rehearsal/
dreams-1955,Dreams,1955,Ingmar Bergman,88,tt0048272,97211,3.52,6138,7,3829,12,https://www.imdb.com/title/tt0048272/,https://letterboxd.com/film/dreams-1955/
crisis,Crisis,1946,Ingmar Bergman,93,tt0038675,30734,3.16,9247,6.4,3928,12,https://www.imdb.com/title/tt0038675/,https://letterboxd.com/film/crisis/
sawdust-and-tinsel,Sawdust and Tinsel,1953,Ingmar Bergman,93,tt0045848,47721,3.79,12133,7.4,8101,12,https://www.imdb.com/title/tt0045848/,https://letterboxd.com/film/sawdust-and-tinsel/
fantastic-mr-fox,Fantastic Mr. Fox,2009,Wes Anderson,87,tt0432283,10315,4.3,2820263,7.9,307005,11,https://www.imdb.com/title/tt0432283/,https://letterboxd.com/film/fantastic-mr-fox/
la-chambre-1972,La chambre,1972,Chantal Akerman,11,tt0068354,109383,3.45,7063,5.9,1183,11,https://www.imdb.com/title/tt0068354/,https://letterboxd.com/film/la-chambre-1972/
defending-your-life,Defending Your Life,1991,Albert Brooks,111,tt0101698,12186,3.63,35716,7.2,23603,11,https://www.imdb.com/title/tt0101698/,https://letterboxd.com/film/defending-your-life/
watermelon-man,Watermelon Man,1970,Melvin Van Peebles,100,tt0066550,42600,3.72,9428,6.7,3288,11,https://www.imdb.com/title/tt0066550/,https://letterboxd.com/film/watermelon-man/
hotel-monterey,Hotel Monterey,1973,Chantal Akerman,60,tt0068725,108831,3.56,5387,6.1,1158,11,https://www.imdb.com/title/tt0068725/,https://letterboxd.com/film/hotel-monterey/
dekalog,Dekalog,1989,Krzysztof Kieślowski,572,tt0092337,,4.62,31631,8.9,34982,11,https://www.imdb.com/title/tt0092337/,https://letterboxd.com/film/dekalog/
to-sleep-with-anger,To Sleep with Anger,1990,Charles Burnett,102,tt0100791,94725,3.93,17048,7.1,3551,11,https://www.imdb.com/title/tt0100791/,https://letterboxd.com/film/to-sleep-with-anger/
love-basketball,Love & Basketball,2000,Gina Prince-Bythewood,125,tt0199725,14736,3.67,64983,7.2,26752,11,https://www.imdb.com/title/tt0199725/,https://letterboxd.com/film/love-basketball/
the-phantom-of-liberty,The Phantom of Liberty,1974,Luis Buñuel,104,tt0071487,5558,3.98,27059,7.7,18570,11,https://www.imdb.com/title/tt0071487/,https://letterboxd.com/film/the-phantom-of-liberty/
beau-travail,Beau Travail,1999,Claire Denis,93,tt0209933,14626,4.12,140888,7.3,18432,11,https://www.imdb.com/title/tt0209933/,https://letterboxd.com/film/beau-travail/
house,House,1977,Nobuhiko Obayashi,88,tt0076162,25623,3.99,363374,7.2,39927,11,https://www.imdb.com/title/tt0076162/,https://letterboxd.com/film/house/
dont-play-us-cheap,Don't Play Us Cheap,1973,Melvin Van Peebles,102,tt0069996,90106,3.6,1708,5.8,460,11,https://www.imdb.com/title/tt0069996/,https://letterboxd.com/film/dont-play-us-cheap/
la-jetee,La Jetée,1962,Chris Marker,29,tt0056119,662,4.32,159078,8.2,39995,11,https://www.imdb.com/title/tt0056119/,https://letterboxd.com/film/la-jetee/
blue-velvet,Blue Velvet,1986,David Lynch,120,tt0090756,793,4.06,956977,7.7,246550,11,https://www.imdb.com/title/tt0090756/,https://letterboxd.com/film/blue-velvet/
ratcatcher,Ratcatcher,1999,Lynne Ramsay,94,tt0171685,29698,4.08,46262,7.5,13383,11,https://www.imdb.com/title/tt0171685/,https://letterboxd.com/film/ratcatcher/
black-orpheus,Black Orpheus,1959,Marcel Camus,100,tt0053146,40423,3.82,38332,7.4,13507,11,https://www.imdb.com/title/tt0053146/,https://letterboxd.com/film/black-orpheus/
godzilla,Godzilla,1954,Ishirō Honda,96,tt0047034,1678,4.06,167474,7.6,45638,11,https://www.imdb.com/title/tt0047034/,https://letterboxd.com/film/godzilla/
jules-and-jim,Jules and Jim,1962,François Truffaut,106,tt0055032,1628,3.93,93510,7.6,47049,11,https://www.imdb.com/title/tt0055032/,https://letterboxd.com/film/jules-and-jim/
